abspathanglesrate,enddistance,endpupilsize,eyemovementvelocity,fixationrate,fixationsaccadetimeratio,longestsaccadedistance,longestsaccadeduration,maxdistance,maxpupilsize,maxpupilvelocity,maxsaccadespeed,meanabspathangles,meanfixationduration,meanpupilvelocity,meanrelpathangles,meansaccadedistance,meansaccadeduration,meansaccadespeed,mindistance,minpupilsize,minsaccadespeed,relpathanglesrate,startdistance,startpupilsize,stddevabspathangles,stddevdistance,stddevpathdistance,stddevpupilsize,stddevrelpathangles,stddevsaccadedistance,stddevsaccadeduration,stddevsaccadespeed,Relevant bars_endpupilsize,Relevant bars_fixationrate,Relevant bars_longestfixation,Relevant bars_maxdistance,Relevant bars_maxpupilsize,Relevant bars_maxpupilvelocity,Relevant bars_meanfixationduration,Relevant bars_mindistance,Relevant bars_numevents,Relevant bars_numfixations,Relevant bars_numtransfrom_Non-relevant bars,Relevant bars_numtransfrom_Refs,Relevant bars_numtransfrom_Text,Relevant bars_numtransfrom_legend,Relevant bars_proportionnum,Relevant bars_proptransfrom_Non-relevant bars,Relevant bars_proptransfrom_Refs,Relevant bars_proptransfrom_Relevant bars,Relevant bars_proptransfrom_Text,Relevant bars_proptransfrom_Viz,Relevant bars_proptransfrom_labels,Relevant bars_proptransfrom_legend,Relevant bars_stddevfixationduration,Relevant bars_stddevpupilsize,Relevant bars_stddevpupilvelocity,Relevant bars_timetofirstfixation,Relevant bars_timetolastfixation,Non-relevant bars_endpupilsize,Non-relevant bars_leftclicrate,Non-relevant bars_longestfixation,Non-relevant bars_maxpupilvelocity,Non-relevant bars_mindistance,Non-relevant bars_numtransfrom_Refs,Non-relevant bars_numtransfrom_Text,Non-relevant bars_numtransfrom_legend,Non-relevant bars_proportionnum,Non-relevant bars_proptransfrom_Non-relevant bars,Non-relevant bars_proptransfrom_Refs,Non-relevant bars_proptransfrom_Relevant bars,Non-relevant bars_proptransfrom_Text,Non-relevant bars_proptransfrom_Viz,Non-relevant bars_proptransfrom_labels,Non-relevant bars_stddevfixationduration,Non-relevant bars_stddevpupilvelocity,Non-relevant bars_timetofirstfixation,Text_leftclicrate,Text_longestfixation,Text_maxpupilsize,Text_maxpupilvelocity,Text_minpupilsize,Text_numtransfrom_Non-relevant bars,Text_numtransfrom_Refs,Text_numtransfrom_Relevant bars,Text_numtransfrom_Text,Text_numtransfrom_Viz,Text_numtransfrom_labels,Text_numtransfrom_legend,Text_proportionnum,Text_proptransfrom_Refs,Text_proptransfrom_Relevant bars,Text_proptransfrom_Viz,Text_stddevfixationduration,Text_timetofirstfixation,Refs_leftclicrate,Refs_longestfixation,Refs_maxpupilsize,Refs_maxpupilvelocity,Refs_numtransfrom_Non-relevant bars,Refs_numtransfrom_Refs,Refs_numtransfrom_Viz,Refs_numtransfrom_legend,Refs_proportionnum,Refs_proptransfrom_Refs,Refs_timetofirstfixation,labels_fixationrate,labels_longestfixation,labels_maxpupilvelocity,labels_numtransfrom_Refs,labels_numtransfrom_Text,labels_numtransfrom_Viz,labels_numtransfrom_legend,labels_proportionnum,labels_proptransfrom_Non-relevant bars,labels_proptransfrom_Refs,labels_proptransfrom_Relevant bars,labels_proptransfrom_Text,labels_proptransfrom_labels,labels_proptransfrom_legend,labels_stddevfixationduration,labels_timetofirstfixation,Viz_longestfixation,Viz_maxpupilvelocity,Viz_numtransfrom_Refs,Viz_numtransfrom_Text,Viz_numtransfrom_legend,Viz_proptransfrom_Non-relevant bars,Viz_proptransfrom_Relevant bars,Viz_proptransfrom_Text,Viz_proptransfrom_Viz,Viz_proptransfrom_labels,Viz_proptransfrom_legend,Viz_stddevfixationduration,Viz_timetofirstfixation,legend_fixationrate,legend_longestfixation,legend_meanfixationduration,legend_minpupilsize,legend_numtransfrom_Non-relevant bars,legend_numtransfrom_Refs,legend_numtransfrom_Relevant bars,legend_numtransfrom_Text,legend_numtransfrom_labels,legend_proportionnum,legend_proptransfrom_Non-relevant bars,legend_proptransfrom_Refs,legend_proptransfrom_Relevant bars,legend_proptransfrom_Text,legend_proptransfrom_Viz,legend_proptransfrom_labels,legend_proptransfrom_legend,legend_stddevdistance,legend_stddevfixationduration,legend_stddevpupilsize,legend_timetofirstfixation,BarChartLit
0.00398771669735,615.59,0.311931974929,0.43407547662699997,0.00356627446255,8.48706928502,987.7231053160001,117.0,666.44,0.398391675282,0.12125,9.29625998045,1.1254176039200001,243.869670153,0.00215392189844,1.7093758694999999,150.772065101,40.3314350797,3.38629008796,594.82,-0.327117984206,1.1681597075299999,0.006017633955859999,622.26,0.266822566049,1.2731436784799999,6.26218307388,115.53886977,0.0539557499101,1.27892459427,118.946016141,15.0930429574,1.4707069432799997,0.248026979015,0.004098360655739999,550,631.61,0.310052416226,0.0144444444444,244,603.76,0,28,9,2,0,1,0.02252614642,0.257142857143,0.0571428571429,0.14285714285700002,0.0,0.34285714285700003,0.171428571429,0.0285714285714,-1.0,0.07299878979289999,0.0015973726995499999,27072,561418,0.251786096422,0.0,516,0.03625,-1.0,1,1,5,0.0289621882542,0.195652173913,0.0217391304348,0.17391304347800002,0.0217391304348,0.34782608695699996,0.130434782609,91.7723892496,0.00238712114555,-1,0.0,600,0.293136387896,0.0375,-0.120366526838,0,26,0,204,9,2,0,0.19549477071600002,0.107883817427,0.0,0.037344398340199994,95.2786257716,566,0.0,1332,0.398391675282,0.09,0,504,4,1,0.440064360418,0.921389396709,3372,0.0038548258055100004,483,0.030625,3,0,35,4,0.0426387771521,0.0641025641026,0.0384615384615,0.102564102564,0.0,0.294871794872,0.0512820512821,0.0,22442,1174,0.030625,6,3,29,0.0786026200873,0.061135371178999996,0.013100436681200001,0.545851528384,0.148471615721,0.126637554585,148.653595411,22442,0.00340014316392,1091,294,-1.0,3,0,2,0,3,0.0305711987128,0.051724137931,0.0,0.0344827586207,0.0,0.568965517241,0.051724137931,0.293103448276,4.9989837494,183.61549130900002,0.0681292632776,-1,0
0.00505106014701,579.56,-0.0977955980427,0.494068167163,0.00416565446876,7.68214473612,783.040218791,125.0,608.26,0.0897914558296,0.03875,10.4405362505,1.21901161635,170.361829026,0.0021060329646800002,1.6400322221399999,123.032799403,39.2473372781,2.8646998828400005,538.27,-0.204988200255,0.944419700261,0.00675936956905,584.34,0.0326220679828,1.25179618615,13.097727094300001,113.144908793,0.0302024565657,1.20615282798,99.6027241322,15.255226223900001,1.29712614251,-0.058491643898,0.00571858540256,500,598.76,0.0522740450551,0.020555555555599996,174,538.27,0,76,4,0,1,0,0.0503644797879,0.0481927710843,0.0,0.493975903614,0.0120481927711,0.33734939759000004,0.10843373494000001,0.0,83.29897958560001,0.0291144247261,0.0016978909939000001,24833,495416,-0.058491643898,0.0,591,0.01625,547.92,1,1,0,0.035785288270400006,0.547169811321,0.0188679245283,0.09433962264149999,0.0188679245283,0.264150943396,0.056603773584900006,113.572103271,0.00166420949222,-1,0.0,550,0.0701394787573,0.0377777777778,-0.204988200255,0,49,2,233,4,1,0,0.200132538105,0.16955017301,0.00692041522491,0.0138408304498,70.0994073463,42,0.0,575,0.0504875016849,0.03875,3,478,6,0,0.36514247846299996,0.895131086142,517,0.006062951496390001,316,0.0311111111111,2,0,30,4,0.0311464546057,0.07462686567160001,0.029850746268700004,0.07462686567160001,0.0,0.313432835821,0.0597014925373,70.4741704148,26757,633,0.0311111111111,6,4,17,0.0524344569288,0.08988764044939998,0.0149812734082,0.644194756554,0.11235955056199999,0.063670411985,89.7981354384,142,0.00473669545834,633,211,-1.0,0,0,4,1,3,0.0112657388999,0.0,0.0,0.16,0.04,0.48,0.12,0.2,5.13602234881,139.60479934399999,0.0334600572144,-1,1
0.00467946286504,590.04,0.0953660324838,0.37848656571199996,0.0036873604330999996,8.03988154368,733.3126139660001,100.0,661.54,0.251422251494,0.06625,9.399404507869999,1.27240887145,242.51729818799998,0.00142635409424,1.6411711763499999,105.769864078,36.725922953499996,2.53827849514,562.15,-0.233095152291,0.8679086241439999,0.006019686715779999,641.81,0.0626685389768,1.31291515203,24.3097858183,97.00402799209999,0.0351635259372,1.27102719578,93.39487658680001,13.3397352629,1.2668386594499998,-0.00124019833231,0.0035574001334,2432,647.04,0.0953660324838,0.02,281,573.92,1,96,8,5,4,4,0.0316309719934,0.0689655172414,0.0431034482759,0.37068965517200003,0.0344827586207,0.293103448276,0.155172413793,0.0344827586207,258.687700357,0.031913290385,0.00113881907171,85365,1111429,0.0106497993066,0.0,924,0.0075,573.77,4,2,0,0.021416803953900002,0.352112676056,0.056338028169,0.154929577465,0.0281690140845,0.295774647887,0.112676056338,160.689772932,0.0010537990919,80302,0.0,1166,0.18008226566100002,0.0425,-0.0993326788532,3,47,2,600,7,1,2,0.220428336079,0.070996978852,0.00302114803625,0.0105740181269,130.738179416,533,0.0,1566,0.251422251494,0.06625,2,1258,9,0,0.438220757825,0.9487179487180001,5737,0.00389785435868,916,0.0375,5,2,71,0,0.035255354201000004,0.0745341614907,0.0310559006211,0.08695652173910001,0.012422360248399999,0.354037267081,0.0,0.0,92427,2148,0.0625,11,5,24,0.0559139784946,0.0795698924731,0.010752688172,0.623655913978,0.154838709677,0.051612903225800005,187.074993496,80669,0.0029889409185999997,2148,334,-0.0636626859365,2,0,3,1,0,0.00988467874794,0.0487804878049,0.0,0.0731707317073,0.0243902439024,0.5609756097559999,0.0,0.292682926829,19.359182603,418.70823517900004,0.027854064383099997,80852,1
0.00620958803131,563.91,-0.0035372382651099998,0.640423959506,0.0043137638404499995,5.84600331199,795.475848441,125.0,639.38,0.312986227227,0.07,9.83627267477,1.44921706537,188.540722082,0.0015559777629000002,1.38634314347,146.179267675,40.9087003222,3.1365998119700005,447.06,-0.198922093507,0.898858081567,0.005900016275580001,568.11,0.0511705212027,1.32379885439,11.6822612364,140.639932667,0.034951067241800006,1.22709892723,127.030481169,15.7244156268,1.5617065170299997,0.0316320356785,0.00515031069809,841,639.38,0.111739826328,0.016875,194,535.48,0,92,3,4,3,5,0.0772460117548,0.0258620689655,0.0344827586207,0.31896551724100003,0.0258620689655,0.37931034482799997,0.172413793103,0.0431034482759,133.556054824,0.027382677084300002,0.0013333618288399998,44178,477619,0.08243209804139999,0.0,450,0.02875,542.72,5,4,3,0.031905961377,0.0952380952381,0.119047619048,0.119047619048,0.0952380952381,0.357142857143,0.14285714285700002,68.4249440845,0.00192222825812,2415,6.2785477719e-06,791,0.312986227227,0.03875,-0.101229665886,2,36,7,227,12,2,1,0.242653232578,0.12543554007000002,0.0243902439024,0.041811846689900005,85.98421205209999,2973,9.41782165785e-06,475,0.11369367488,0.04125,2,367,6,1,0.35936188077200004,0.8696682464450001,2823,0.0048218372017,458,0.035,1,1,82,1,0.0990764063812,0.0819672131148,0.00546448087432,0.0983606557377,0.00546448087432,0.355191256831,0.00546448087432,93.7340299788,46252,1049,0.05375,6,11,29,0.0675,0.095,0.0275,0.51,0.2125,0.0725,110.360503252,125,0.00422520333791,591,236,-0.09146042312410001,1,0,3,3,3,0.0335852225021,0.015873015873,0.0,0.047619047619,0.047619047619,0.5079365079370001,0.047619047619,0.33333333333299997,8.19620335142,126.974760262,0.024953699425,45927,0
0.00558587146587,575.98,0.16788289504099999,0.512627484663,0.0043723725973,6.42329634194,1119.79925552,100.0,594.87,0.309969538058,0.0588888888889,12.3138863843,1.2848747458499998,195.533190578,0.0013732643896199998,1.5604614033700002,118.13516900399999,36.0235888795,2.8989311423000004,515.87,-0.320756535822,1.0078233323399999,0.00674499812332,594.87,0.0847102259582,1.2762672289499999,7.43399600781,120.61625422200001,0.0528318559641,1.2248080719,105.002740806,11.9874632204,1.48226361306,0.0413911274774,0.0051964412251,425,583.06,0.23719345261,0.013333333333299998,192,554.91,0,66,6,1,1,7,0.047109207708800005,0.06976744186049999,0.0116279069767,0.302325581395,0.0116279069767,0.38372093023299997,0.13953488372099998,0.0813953488372,-1.0,0.0510588045187,0.00115336750382,25242,460275,0.0396583635382,0.0,600,0.0177777777778,555.61,0,0,4,0.034261241969999995,0.385964912281,0.0,0.08771929824560001,0.0,0.315789473684,0.140350877193,96.03744836969999,0.00116604843473,24409,0.0,575,0.29610742654399996,0.0288888888889,-0.10935933523600001,1,30,0,187,6,2,0,0.16274089935799999,0.132743362832,0.0,0.026548672566400002,83.05547214810001,450,0.0,533,0.23719345261,0.0325,0,520,4,0,0.400428265525,0.936936936937,5447,0.004313862655939999,650,0.02,1,1,49,2,0.052819414703800006,0.0686274509804,0.00980392156863,0.127450980392,0.00980392156863,0.28431372549,0.019607843137299998,120.40991630799999,25408,650,0.0588888888889,3,7,25,0.059748427673,0.10377358490599999,0.022012578616400002,0.575471698113,0.150943396226,0.0786163522013,99.6931478859,22943,0.00544999263515,308,183,0.0119341405105,1,0,3,2,2,0.026409707351900003,0.0181818181818,0.0,0.0545454545455,0.0363636363636,0.545454545455,0.0363636363636,0.309090909091,5.94378192606,54.105863309300005,0.046250396934,23951,0
0.00457793494966,643.96,-0.029727517412900004,0.486521926567,0.00349395680177,7.81537624127,805.66167335,100.0,687.48,0.248723461318,0.105,9.78445538852,1.31382974231,254.10815421400002,0.00123169935348,1.33763793502,143.150980206,38.41226645,3.2715573572400003,585.02,-0.296695981557,1.13899958497,0.0046481362352100005,624.15,0.132463001126,1.37323610198,10.378904845900001,128.929208845,0.043927641755300006,1.3205599968000001,120.57824019700001,13.451019540399999,1.56451741292,-0.0770928900836,0.0049624463519300005,958,656.01,0.16403991624000003,0.026666666666700003,201,599.9,0,111,18,9,5,1,0.0378710337769,0.148760330579,0.0743801652893,0.363636363636,0.0413223140496,0.239669421488,0.123966942149,0.00826446280992,122.759298852,0.041980670338300004,0.00154941453059,24257,1130149,-0.055563175233300004,0.0,1124,0.02625,600.43,7,1,0,0.0330945069942,0.35454545454499997,0.0636363636364,0.145454545455,0.00909090909091,0.290909090909,0.13636363636399998,171.728043235,0.0013275401237400001,24390,0.0,775,0.21427591755699998,0.04333333333330001,-0.0957519762872,3,69,6,570,12,4,0,0.235755714773,0.10391566265100001,0.00903614457831,0.0180722891566,114.827715939,341,0.0,966,0.158298658946,0.06375,2,857,15,0,0.34732173319700005,0.886246122027,1091,0.0029521666425799996,2915,0.02125,7,1,89,1,0.0487888092801,0.08780487804880001,0.0341463414634,0.0975609756098,0.00487804878049,0.336585365854,0.00487804878049,352.64111150199994,58,2915,0.035625,12,8,14,0.0822942643392,0.09975062344139998,0.0199501246883,0.513715710723,0.219451371571,0.0349127182045,275.911428732,58,0.005660377358489999,375,176,-0.13163483437100001,0,0,0,1,0,0.00511770726714,0.0,0.0,0.0,0.0416666666667,0.583333333333,0.0,0.375,8.89258971611,0.0,0.0634873426719,-1,1
0.00590809887722,641.18,0.0396953602661,0.535662405283,0.00416283055777,6.26557039446,1091.40116676,133.0,671.67,0.241563218537,0.10625,11.9376084419,1.42496740699,205.013039117,0.0015698038773899999,1.3151668296799999,126.799775734,37.5008479367,3.01070993464,575.62,-0.344308911482,1.06367500793,0.00543088634283,623.26,0.194511311722,1.3207382962899998,10.5817878581,119.58097770200001,0.0397855017141,1.2370693077700001,106.629493715,12.2589944985,1.49576638731,0.012374898244499999,0.0049339875837,791,644.14,0.156566225581,0.08625,202,603.41,0,182,36,3,1,4,0.0912738214644,0.176470588235,0.0147058823529,0.343137254902,0.004901960784310001,0.33823529411799996,0.102941176471,0.019607843137299998,104.84919451799999,0.04044137782769999,0.00212404440777,15048,667106,0.007821487907560001,0.0,1033,0.08375,-1.0,1,1,1,0.102808425276,0.387234042553,0.00425531914894,0.153191489362,0.00425531914894,0.293617021277,0.153191489362,139.21951562,0.00205052396951,-1,4.0581780403900006e-06,541,0.241563218537,0.02375,-0.06199747059209999,3,45,1,260,4,0,0,0.15747241725199998,0.143769968051,0.00319488817891,0.0127795527157,70.3520812447,500,4.0581780403900006e-06,774,0.186922294494,0.03875,2,727,3,1,0.39518555666999994,0.936855670103,308,0.00406069673007,816,0.05875,0,0,86,1,0.07622868605819999,0.164319248826,0.0,0.136150234742,0.0,0.291079812207,0.00469483568075,129.734675753,14323,1332,0.10625,3,6,16,0.125925925926,0.12962962963,0.011111111111099999,0.52962962963,0.168518518519,0.029629629629599998,132.56682140700002,14323,0.00421860019175,808,237,-0.06199747059209999,5,0,3,0,1,0.0110330992979,0.17857142857099997,0.0,0.107142857143,0.0,0.5,0.035714285714300006,0.17857142857099997,9.88303638236,171.339123489,0.033053340083599995,19728,1
0.005350349129,596.28,-0.0683668817264,0.529555634869,0.0041041612719,7.51569767469,946.524468044,92.0,634.37,0.22350551925200002,0.08875,12.620326240599999,1.3081626822299999,205.34096802099998,0.00147565548046,1.48954982667,141.888344634,37.9354647721,3.27223342256,585.09,-0.445737258749,0.952696440195,0.006071082338060001,623.29,0.20876448889899998,1.2953016444299998,8.12633342975,136.031085368,0.0455186357413,1.25166065031,130.098199011,13.384134292,1.8168747274500001,-0.112589972784,0.00485368100333,550,623.37,0.22350551925200002,0.08875,206,588.5,0,137,21,5,4,0,0.059204840103699995,0.14,0.0333333333333,0.40666666666699997,0.026666666666700003,0.286666666667,0.106666666667,0.0,-1.0,0.044726501403900006,0.00259182888486,35084,850969,-0.11996048795999999,0.0,733,0.04,587.66,9,7,0,0.0652549697494,0.503144654088,0.056603773584900006,0.163522012579,0.0440251572327,0.169811320755,0.062893081761,118.053180107,0.0015731771125,34742,0.0,575,0.170437809983,0.04875,-0.17155409419300002,3,61,2,498,13,3,2,0.254537597234,0.104810996564,0.00343642611684,0.0223367697595,93.14360575219999,808,0.0,858,0.222031416217,0.03,2,716,23,1,0.35566119274,0.876376988984,458,0.00380810848465,816,0.036666666666699994,3,2,127,6,0.0708729472774,0.07089552238810001,0.011194029850700001,0.04850746268659999,0.007462686567159999,0.365671641791,0.0223880597015,137.479635971,38315,924,0.0655555555556,15,11,71,0.0571428571429,0.06,0.0157142857143,0.5685714285710001,0.17571428571400002,0.101428571429,128.586539281,1108,0.0049156866405299995,416,203,-0.142072033489,0,2,4,2,2,0.0341400172861,0.0,0.0157480314961,0.0314960629921,0.0157480314961,0.535433070866,0.0157480314961,0.385826771654,5.1678688816100005,88.42597947520001,0.0338722838546,36216,1
0.00636296858869,604.64,0.046699806157,0.472574686077,0.00470434714172,6.44696408772,742.388155487,100.0,707.64,0.281304935123,0.035,9.09434369233,1.35843688909,186.950350783,0.00130937685609,1.45905116028,103.92826677,33.5692212608,2.75059201606,529.32,-0.406104498701,0.929355036076,0.0068046159507,597.34,0.0237314718527,1.34534116747,23.0481973129,104.134285956,0.052115385034,1.3122641577,93.42313810819999,11.0726154152,1.3667352334399998,0.035215639004900004,0.00474177919802,458,656.72,0.20747814628800001,0.010625,210,544.85,0,92,12,1,0,1,0.0496492174852,0.114285714286,0.00952380952381,0.4,0.0,0.32380952381,0.14285714285700002,0.00952380952381,83.71222290520001,0.0552063722091,0.000984386529054,48883,603040,0.046699806157,0.0,824,0.01375,-1.0,3,2,0,0.04209390178090001,0.348314606742,0.033707865168499995,0.22471910112399998,0.022471910112400004,0.23595505618,0.13483146067399998,98.8900084247,0.00107060195818,-1,0.0,441,0.209118741595,0.024375,-0.102594366821,0,47,0,296,3,2,0,0.194279546681,0.135057471264,0.0,0.00862068965517,67.3314257339,425,0.0,758,0.215681122825,0.02625,0,613,1,0,0.366972477064,0.92042042042,600,0.00456487601797,933,0.0183333333333,0,1,94,2,0.0674581759309,0.0780487804878,0.0,0.05853658536590001,0.00487804878049,0.39024390243900003,0.00975609756098,121.020592756,49258,933,0.02125,2,1,14,0.08767123287669999,0.0821917808219,0.0027397260274,0.5205479452049999,0.26301369863,0.0383561643836,114.27523553799999,49016,0.005444646098,316,183,-0.043532935753,1,0,0,0,2,0.00809498111171,0.04,0.0,0.0,0.0,0.56,0.08,0.32,12.6412574553,0.0,0.0474540771915,50806,0
0.00459588707943,582.55,0.031102702035,0.439721671632,0.00415060258514,8.009286073250001,758.213715577,100.0,665.41,0.253434222161,0.0825,10.7909902672,1.11144264967,211.157697707,0.00149583864133,1.8226418842200003,105.659299031,35.2994488671,2.57704565912,522.19,-0.510226216533,0.9911271746960001,0.00750842150163,598.37,0.0794356411929,1.2000498650799998,15.2995018319,119.51937347799999,0.0284016315925,1.20453310991,107.501239519,13.768716528499999,1.41797571685,0.06171356350169999,0.004730089280439999,824,612.66,0.163212735733,0.0633333333333,211,-1.0,0,160,27,7,2,7,0.0748713149275,0.146739130435,0.0380434782609,0.391304347826,0.0108695652174,0.288043478261,0.08695652173910001,0.0380434782609,136.281109771,0.027154360317199998,0.00213850876097,-1,804775,0.0407692898666,0.0,833,0.0675,-1.0,7,2,4,0.0411792232101,0.272727272727,0.0707070707071,0.282828282828,0.020202020201999998,0.23232323232299998,0.08080808080810001,131.041364006,0.0025052872151,-1,0.0,808,0.11326869860300001,0.026666666666700003,-1.0,2,40,1,265,5,0,1,0.14880673841800002,0.127388535032,0.0031847133758,0.015923566879,118.133405848,-1,1.7207794442599998e-06,824,0.22443445866700001,0.05375,4,773,11,1,0.39213851193300003,0.9224343675419999,-1,0.00476377952756,1058,0.0475,3,0,87,3,0.056621431913900004,0.047120418848199994,0.0157068062827,0.109947643979,0.0,0.35602094240800003,0.0157068062827,137.381555045,-1,1058,0.0625,7,6,49,0.0502901353965,0.10444874274700001,0.0116054158607,0.551257253385,0.174081237911,0.0947775628627,130.01824019,-1,0.005101620998930001,550,196,-1.0,2,1,6,3,6,0.029012634534400002,0.019801980198,0.00990099009901,0.0594059405941,0.029702970297,0.50495049505,0.0594059405941,0.316831683168,11.142487008,100.975488017,0.0262492075143,-1,0
