abspathanglesrate,enddistance,endpupilsize,eyemovementvelocity,fixationrate,fixationsaccadetimeratio,longestsaccadedistance,longestsaccadeduration,maxdistance,maxpupilsize,maxpupilvelocity,maxsaccadespeed,meanabspathangles,meanfixationduration,meanpupilsize,meanpupilvelocity,meanrelpathangles,meansaccadedistance,meansaccadeduration,mindistance,minpupilsize,minsaccadespeed,relpathanglesrate,startdistance,startpupilsize,stddevabspathangles,stddevdistance,stddevpathdistance,stddevpupilsize,stddevrelpathangles,stddevsaccadedistance,stddevsaccadeduration,stddevsaccadespeed,Relevant bars_endpupilsize,Relevant bars_fixationrate,Relevant bars_longestfixation,Relevant bars_maxdistance,Relevant bars_maxpupilsize,Relevant bars_maxpupilvelocity,Relevant bars_mindistance,Relevant bars_numevents,Relevant bars_numfixations,Relevant bars_numtransfrom_Refs,Relevant bars_numtransfrom_Text,Relevant bars_numtransfrom_legend,Relevant bars_proportionnum,Relevant bars_proptransfrom_Non-relevant bars,Relevant bars_proptransfrom_Refs,Relevant bars_proptransfrom_Relevant bars,Relevant bars_proptransfrom_Text,Relevant bars_proptransfrom_Viz,Relevant bars_proptransfrom_labels,Relevant bars_proptransfrom_legend,Relevant bars_stddevfixationduration,Relevant bars_timetofirstfixation,Relevant bars_timetolastfixation,Non-relevant bars_endpupilsize,Non-relevant bars_fixationrate,Non-relevant bars_leftclicrate,Non-relevant bars_longestfixation,Non-relevant bars_maxpupilvelocity,Non-relevant bars_mindistance,Non-relevant bars_numtransfrom_Refs,Non-relevant bars_numtransfrom_Text,Non-relevant bars_numtransfrom_legend,Non-relevant bars_proptransfrom_Non-relevant bars,Non-relevant bars_proptransfrom_Refs,Non-relevant bars_proptransfrom_Relevant bars,Non-relevant bars_proptransfrom_Text,Non-relevant bars_proptransfrom_Viz,Non-relevant bars_proptransfrom_labels,Non-relevant bars_proptransfrom_legend,Non-relevant bars_stddevfixationduration,Non-relevant bars_stddevpupilvelocity,Non-relevant bars_timetofirstfixation,Text_leftclicrate,Text_longestfixation,Text_maxpupilsize,Text_maxpupilvelocity,Text_mindistance,Text_minpupilsize,Text_numtransfrom_Non-relevant bars,Text_numtransfrom_Refs,Text_numtransfrom_Relevant bars,Text_numtransfrom_Text,Text_numtransfrom_Viz,Text_numtransfrom_labels,Text_numtransfrom_legend,Text_proportionnum,Text_proptransfrom_Refs,Text_proptransfrom_Relevant bars,Text_proptransfrom_Viz,Text_stddevfixationduration,Text_timetofirstfixation,Refs_leftclicrate,Refs_longestfixation,Refs_maxpupilsize,Refs_maxpupilvelocity,Refs_numtransfrom_Non-relevant bars,Refs_numtransfrom_Refs,Refs_numtransfrom_Viz,Refs_numtransfrom_legend,Refs_proportionnum,Refs_proptransfrom_Non-relevant bars,Refs_proptransfrom_Refs,Refs_proptransfrom_Text,Refs_stddevfixationduration,Refs_timetofirstfixation,labels_fixationrate,labels_longestfixation,labels_maxpupilvelocity,labels_numtransfrom_Refs,labels_numtransfrom_Text,labels_numtransfrom_Viz,labels_numtransfrom_legend,labels_proportionnum,labels_proptransfrom_Non-relevant bars,labels_proptransfrom_Relevant bars,labels_proptransfrom_Text,labels_proptransfrom_labels,labels_proptransfrom_legend,labels_stddevfixationduration,labels_timetofirstfixation,Viz_longestfixation,Viz_maxpupilvelocity,Viz_numtransfrom_Text,Viz_numtransfrom_legend,Viz_proptransfrom_Non-relevant bars,Viz_proptransfrom_Relevant bars,Viz_proptransfrom_Text,Viz_proptransfrom_Viz,Viz_proptransfrom_labels,Viz_proptransfrom_legend,Viz_stddevfixationduration,Viz_timetofirstfixation,legend_fixationrate,legend_longestfixation,legend_meanfixationduration,legend_mindistance,legend_minpupilsize,legend_numtransfrom_Non-relevant bars,legend_numtransfrom_Refs,legend_numtransfrom_Relevant bars,legend_numtransfrom_Text,legend_numtransfrom_labels,legend_proptransfrom_Non-relevant bars,legend_proptransfrom_Refs,legend_proptransfrom_Relevant bars,legend_proptransfrom_Text,legend_proptransfrom_labels,legend_proptransfrom_legend,legend_stddevfixationduration,legend_timetofirstfixation,BarChartLit
0.00403800381624,619.44,0.167205954772,0.43270865478200005,0.0036035572257800005,8.385391739260001,987.7231053160001,117.0,666.44,0.402150792689,0.12125,9.29625998045,1.12760803064,240.61696428599998,0.11641419727399999,0.0022732484219899996,1.6912896478600001,150.919303386,40.3185840708,588.08,-0.327117984206,1.1681597075299999,0.006018475793540001,622.26,0.266822566049,1.2752209511100001,7.47792832734,110.785709016,0.0554648872231,1.27592897242,113.61658672,14.509161615899998,1.4313257206,0.0525528738685,0.00403001667593,641,644.51,0.36080050121600005,0.02625,603.76,0,58,5,0,2,0.0258928571429,0.157142857143,0.07142857142860001,0.242857142857,0.0,0.357142857143,0.14285714285700002,0.0285714285714,-1.0,27072,1002829,0.304413740116,0.00458673516191,0.0,525,0.03625,-1.0,2,2,5,0.190476190476,0.031746031746,0.17460317460299998,0.031746031746,0.33333333333299997,0.15873015873,0.0793650793651,92.012754218,0.00240929560499,-1,0.0,650,0.338245796776,0.0725,589.54,-0.127884761652,0,50,3,448,12,3,0,0.23303571428599998,0.0968992248062,0.00581395348837,0.023255813953499998,95.95565394489999,566,0.0,1332,0.398391675282,0.09,1,1031,6,1,0.497767857143,0.000902527075812,0.930505415162,0.057761732852,111.550525542,3372,0.00380001831334,883,0.030625,5,1,53,4,0.0370535714286,0.0743801652893,0.107438016529,0.00826446280992,0.297520661157,0.0330578512397,0.0,22442,1174,0.035,5,32,0.07396449704139998,0.07396449704139998,0.0147928994083,0.5591715976330001,0.156804733728,0.09467455621300001,0.0,22442,0.00351670434564,1091,284,600.0,-1.0,3,0,2,0,4,0.046875,0.0,0.03125,0.0,0.0625,0.28125,0.0,-1,0
0.0050072156569399996,567.7,-0.09064942456189999,0.48435853488499997,0.00415121444554,7.57214196585,842.463488116,125.0,608.26,0.0897914558296,0.03875,10.4405362505,1.2132529512899999,171.6406639,-0.08196236579130001,0.00211076548319,1.65541814123,123.260308645,39.6180758017,528.03,-0.313967345838,0.944419700261,0.00679215508734,584.34,0.0326220679828,1.2518456168,12.6823924876,113.334565346,0.032169066515900006,1.21229290168,99.71173809700001,15.6161998523,1.30255049377,-0.09958214141289999,0.005480769230770001,500,598.76,0.0522740450551,0.020555555555599996,538.27,0,114,0,1,1,0.0473029045643,0.0601503759398,0.0,0.443609022556,0.0075187969924799996,0.330827067669,0.15037593985,0.0075187969924799996,84.75138028479999,24833,967547,-0.0727839908597,0.00468303263334,0.0,733,0.01625,547.92,4,1,2,0.465346534653,0.039603960396,0.118811881188,0.00990099009901,0.25742574257399997,0.0891089108911,0.019801980198,125.6521287,0.0015442777473199999,-1,0.0,550,0.0701394787573,0.0377777777778,529.36,-0.204988200255,0,81,2,339,4,1,0,0.18547717842300002,0.18969555035100003,0.00468384074941,0.009367681498829999,70.21772673609999,42,0.0,658,0.0862183690892,0.03875,4,872,9,0,0.410373443983,0.004158004158,0.906444906445,0.0790020790021,72.2077174092,517,0.005272952853600001,475,0.0311111111111,3,0,98,4,0.0564315352697,0.0883720930233,0.046511627906999996,0.0,0.376744186047,0.0186046511628,80.3430607296,26757,633,0.0311111111111,5,20,0.0603773584906,0.0698113207547,0.00943396226415,0.616981132075,0.192452830189,0.0377358490566,89.8906787028,142,0.004922945205479999,633,203,600.0,-1.0,0,0,7,1,3,0.0,0.0,0.212121212121,0.030303030303,0.0909090909091,0.212121212121,0.0,-1,1
0.00476845964217,564.12,0.043347292813599995,0.398820074352,0.00377996517706,7.390185413039999,864.472213574,125.0,661.54,0.251422251494,0.06625,9.399404507869999,1.26580285764,236.165010904,0.027773192874400002,0.00136790575327,1.64727379153,108.372945684,37.2299794661,545.82,-0.233095152291,0.8679086241439999,0.00618439239051,641.81,0.0626685389768,1.3262396900700002,25.462918613499998,99.717725309,0.0366391429915,1.28744710349,97.9014446006,13.580870799500001,1.28792400497,0.029971045469800003,0.00360288230584,2432,647.04,0.0953660324838,0.02,550.51,1,108,7,4,4,0.0261691301187,0.0629921259843,0.0551181102362,0.370078740157,0.0314960629921,0.29921259842500003,0.149606299213,0.0314960629921,-1.0,85365,1784361,0.0017323010774100002,0.00339223330464,0.0,924,0.0075,552.75,5,2,0,0.347222222222,0.0694444444444,0.152777777778,0.0277777777778,0.29166666666700003,0.111111111111,0.0,-1.0,0.00104589009171,80302,0.0,1166,0.18008226566100002,0.0425,545.82,-0.0993326788532,3,69,2,765,11,1,3,0.210322267991,0.08079625292739999,0.0023419203747100004,0.0128805620609,125.804162999,533,0.0,1566,0.251422251494,0.06625,2,2028,14,2,0.518051853647,0.00093896713615,0.952112676056,0.03615023474180001,133.17121246600001,5737,0.0039449146463900004,916,0.0375,6,2,71,0,0.026653743639400002,0.0736196319018,0.0920245398773,0.0122699386503,0.34969325153399994,0.0,0.0,92427,2148,0.0625,5,27,0.0565656565657,0.0828282828283,0.010101010100999999,0.618181818182,0.147474747475,0.0545454545455,181.54842572299998,80669,0.0032789871573,2148,304,563.19,-0.0636626859365,3,2,4,1,1,0.0625,0.0416666666667,0.08333333333330001,0.020833333333299998,0.020833333333299998,0.25,0.0,80852,1
0.00587189368257,529.14,0.0277243385736,0.567583292121,0.00413072153346,6.30060022125,889.113607945,125.0,684.92,0.312986227227,0.07,9.83627267477,1.43037448593,196.061919505,-0.0020129824507,0.0016201116722899997,1.42565116885,138.192608476,40.6670506912,447.06,-0.198922093507,0.898858081567,0.005816039586320001,568.11,0.0511705212027,1.30928981066,17.6636572328,131.92462603299998,0.0351163056675,1.22227693203,120.550295214,15.6972722038,1.4712949507,-0.042614209313500004,0.00516864551952,841,639.38,0.111739826328,0.04125,506.12,0,175,11,7,8,0.077399380805,0.0568720379147,0.0521327014218,0.322274881517,0.0331753554502,0.355450236967,0.142180094787,0.037914691943099994,119.371799169,44178,873828,0.047262824097800006,0.0052941764059500004,0.0,500,0.04625,505.41,8,6,5,0.198347107438,0.0661157024793,0.214876033058,0.0495867768595,0.297520661157,0.132231404959,0.0413223140496,86.849514076,0.0023250140955300004,2415,8.05322861989e-06,2457,0.312986227227,0.03875,447.06,-0.13639893982999998,6,74,8,345,13,2,1,0.200353825741,0.164810690423,0.0178173719376,0.0289532293987,149.449535686,2973,4.83193717193e-06,949,0.22115534526299999,0.04125,7,769,12,2,0.390535161433,0.007990867579909999,0.877853881279,0.08561643835619999,83.26962871159999,2823,0.0046482730055,491,0.035,2,1,134,1,0.08934099955769999,0.103896103896,0.10064935064899999,0.00324675324675,0.347402597403,0.00324675324675,96.4948636274,46252,1049,0.05375,14,42,0.074369189907,0.08764940239039999,0.0185922974768,0.561752988048,0.19256308100900002,0.055776892430300005,107.818868036,125,0.00472983806317,591,211,507.93,-0.09146042312410001,3,0,6,4,3,0.034090909090900005,0.0,0.06818181818180001,0.0454545454545,0.034090909090900005,0.306818181818,0.0,45927,0
0.005384814223680001,582.03,0.0916412817151,0.49250051356200003,0.00422544870115,6.487233134279999,1119.79925552,100.0,599.99,0.368883511992,0.0588888888889,12.3138863843,1.28184499563,204.03911776900003,0.109495813779,0.0013974830516300001,1.5804854749700001,119.02970494700001,35.9970817121,513.1,-0.320756535822,1.0078233323399999,0.00660044453029,594.87,0.0847102259582,1.28933649021,9.9967736328,118.581264011,0.0608078247246,1.23689979454,106.60086071399999,12.0613190518,1.49542258901,0.0916412817151,0.00516157989228,1033,593.27,0.334228233207,0.03375,554.91,0,115,2,1,9,0.0478568456097,0.08510638297869999,0.0141843971631,0.29787234042599997,0.00709219858156,0.404255319149,0.127659574468,0.063829787234,-1.0,25242,1016047,0.174813950798,0.0044605127242,0.0,891,0.03125,555.61,0,1,5,0.318584070796,0.0,0.132743362832,0.008849557522120001,0.33628318584100003,0.159292035398,0.0442477876106,137.673295051,0.00124166180171,24409,0.0,1274,0.342892052904,0.0288888888889,513.1,-0.10935933523600001,2,61,1,324,11,3,0,0.17311693716200002,0.151741293532,0.00248756218905,0.0273631840796,100.868625043,450,0.0,1108,0.368883511992,0.03875,3,839,8,1,0.38660008322899997,0.00328227571116,0.917943107221,0.062363238512000006,90.2615810699,5447,0.004151465593159999,808,0.02,1,1,121,5,0.0686641697878,0.085020242915,0.0688259109312,0.00404858299595,0.327935222672,0.0202429149798,0.0,25408,1099,0.0588888888889,16,56,0.061135371178999996,0.075691411936,0.023289665211099996,0.574963609898,0.170305676856,0.0815138282387,114.96630553,22943,0.00499202662414,491,200,557.38,-0.060841944937100004,3,0,4,2,3,0.028846153846200002,0.0,0.0384615384615,0.0192307692308,0.028846153846200002,0.298076923077,77.974625703,23951,0
0.00448608326122,637.72,-0.0110684312093,0.481969998302,0.00346857254528,7.8935119899699995,805.66167335,100.0,698.68,0.248723461318,0.105,9.78445538852,1.2975633210600002,256.168096453,0.00750844490113,0.00127162387103,1.32901934985,143.54003563,38.3744505495,585.02,-0.296695981557,1.10413538526,0.004579873202979999,624.15,0.132463001126,1.3716423510799998,11.5986107918,128.871231015,0.043134940642400005,1.32464306884,119.98747859,13.3902736898,1.55233939153,-0.009633116885950001,0.004918303350390001,958,667.52,0.16403991624000003,0.026666666666700003,599.9,0,149,11,8,1,0.034546719221,0.16969696969700002,0.06666666666669999,0.321212121212,0.0484848484848,0.260606060606,0.12727272727299999,0.006060606060609999,122.015007938,24257,1697514,-0.022550945796099998,0.00430353959766,0.0,1124,0.02875,600.43,19,5,1,0.33846153846199994,0.09743589743589999,0.117948717949,0.025641025641,0.271794871795,0.14358974359,0.00512820512821,161.936311702,0.0014607535870799998,24390,0.0,1016,0.21427591755699998,0.04333333333330001,585.02,-0.123022948431,5,108,8,866,21,6,2,0.24600046371399997,0.106299212598,0.007874015748029999,0.020669291338599998,119.144271986,341,0.0,1049,0.158298658946,0.06375,3,1389,26,0,0.385346626478,0.0019206145966700003,0.8892445582590001,0.0742637644046,117.817581628,1091,0.0029534398888099995,2915,0.02125,11,2,133,1,0.05124043589150001,0.121495327103,0.08099688473519999,0.00623052959502,0.339563862928,0.00311526479751,0.0,58,2915,0.035625,12,21,0.0992,0.0928,0.0192,0.5072,0.2192,0.0336,253.09008606900002,58,0.00586029067042,375,170,617.14,-0.13163483437100001,0,0,2,1,0,0.0,0.0,0.0555555555556,0.0277777777778,0.0,0.305555555556,0.0,-1,1
0.0057626455095,611.68,0.0199639154727,0.55055178515,0.00415793309296,6.04764606905,1091.40116676,133.0,671.67,0.241563218537,0.10625,11.9376084419,1.3923499617500001,205.68562972700002,0.036550455875699994,0.00155606230369,1.29436068709,131.807889775,38.0692815249,575.62,-0.344308911482,1.06367500793,0.0053323116251099995,623.26,0.194511311722,1.3263037687399999,9.724846510619999,121.41714353399999,0.0409393734204,1.24510731144,109.23738512799999,12.5078032965,1.53258110637,-0.0893179326137,0.00490822927637,791,644.14,0.156566225581,0.08625,603.41,0,261,4,2,6,0.085827030582,0.147766323024,0.0137457044674,0.37113402061899997,0.00687285223368,0.33333333333299997,0.106529209622,0.020618556701,97.59734785170001,15048,1029597,-0.040748222353,0.00398012758991,0.0,1033,0.08375,-1.0,1,2,3,0.420062695925,0.0031347962382399994,0.14420062695900002,0.00626959247649,0.27899686520399997,0.137931034483,0.009404388714729999,133.207194189,0.00186211050048,-1,2.65882844042e-06,541,0.241563218537,0.0555555555556,577.27,-0.12574521530899999,3,61,5,415,9,0,1,0.164090759619,0.12348178137700001,0.0101214574899,0.0182186234818,69.7255232636,500,2.65882844042e-06,774,0.186922294494,0.03875,2,933,4,1,0.33475830319,0.001998001998,0.932067932068,0.0579420579421,78.9521780004,308,0.0040733197556,816,0.07125,1,0,113,2,0.0651101611312,0.15770609319,0.125448028674,0.0,0.30107526881700003,0.00716845878136,0.0,14323,1332,0.10625,10,32,0.123670212766,0.126329787234,0.0132978723404,0.5292553191489999,0.15824468085100002,0.0425531914894,133.216625525,14323,0.00407068183921,1274,245,602.88,-0.06199747059209999,8,0,5,1,2,0.131147540984,0.0,0.0819672131148,0.016393442623,0.032786885245900003,0.26229508196699997,207.44800413299998,19728,1
0.00532699741762,602.43,-0.05657405744440001,0.52030266503,0.00407519904018,7.68853394541,946.524468044,109.0,652.42,0.22350551925200002,0.08875,12.620326240599999,1.31221067841,204.453673246,-0.0315421778016,0.00147367271451,1.4931162831799998,138.617682229,37.6582083814,585.09,-0.445737258749,0.952696440195,0.00603804294946,623.29,0.20876448889899998,1.29220193547,8.103383018239999,132.347379181,0.0431643647277,1.2391176780500002,124.554410499,13.3521699079,1.7509582917,-0.0550999544092,0.00488262459111,766,632.13,0.22350551925200002,0.08875,588.5,0,203,7,5,1,0.0556469298246,0.140425531915,0.0297872340426,0.353191489362,0.0212765957447,0.310638297872,0.140425531915,0.00425531914894,-1.0,35084,1408165,-0.0742632938673,0.00481001587996,0.0,733,0.04,587.66,11,8,1,0.44247787610600003,0.0486725663717,0.194690265487,0.0353982300885,0.194690265487,0.0796460176991,0.0044247787610600005,123.260278086,0.0014611480258599997,34742,0.0,575,0.170437809983,0.075,586.73,-0.17155409419300002,5,97,3,604,18,4,2,0.203673245614,0.132332878581,0.00409276944065,0.0245566166439,91.6106109745,808,0.0,858,0.222031416217,0.0633333333333,3,1072,26,1,0.33826754386,0.0024650780608099997,0.880854560394,0.0780608052588,97.1548333243,458,0.00383638928068,924,0.036666666666699994,3,3,210,12,0.07456140350880001,0.0743243243243,0.045045045044999996,0.006756756756760001,0.367117117117,0.027027027026999998,140.05744736,38315,924,0.0655555555556,17,111,0.059377945334599995,0.059377945334599995,0.0160226201697,0.556079170594,0.189443920829,0.104618284637,128.90100493100002,1108,0.004934413421600001,583,202,589.42,-0.17155409419300002,0,2,5,2,4,0.0,0.0103626943005,0.025906735751299998,0.0103626943005,0.020725388601,0.383419689119,97.2346637364,36216,1
0.00628401159972,574.06,0.0663869498465,0.46541455567900003,0.0046235962617299994,6.667816396830001,918.4039838880001,133.0,707.64,0.281304935123,0.0744444444444,9.125371394830001,1.36590603329,191.448349308,0.046481902494299995,0.00132733277495,1.46745949425,104.45744732700001,33.5964768537,529.32,-0.406104498701,0.929355036076,0.00671750028635,597.34,0.0237314718527,1.3381652454100001,23.7050141867,104.11357867,0.05161475810869999,1.3047565392799998,94.20532243139999,11.0363321319,1.3703212880200002,0.08935528415090001,0.0048777550283000005,675,656.72,0.20747814628800001,0.01125,544.85,0,162,1,1,3,0.0575079872204,0.0765027322404,0.00546448087432,0.448087431694,0.00546448087432,0.327868852459,0.120218579235,0.016393442623,-1.0,48883,932737,0.09099587945839999,0.004719764011800001,0.0,824,0.01375,-1.0,3,4,1,0.395161290323,0.024193548387099997,0.16935483870999998,0.0322580645161,0.266129032258,0.10483870967700001,0.00806451612903,120.347395051,0.00104075890102,-1,0.0,483,0.209118741595,0.02625,530.5,-0.10751615274399999,1,76,0,492,6,2,0,0.21405750798700002,0.131715771231,0.0,0.010398613518200001,69.3338737308,425,0.0,758,0.215681122825,0.02625,0,864,1,0,0.3468228612,0.0,0.9123548046459999,0.0865892291447,73.2294703509,600,0.004429344406689999,933,0.0275,0,1,131,4,0.062477813276500004,0.07092198581560001,0.0673758865248,0.00354609929078,0.37943262411300005,0.0141843971631,115.85135796700001,49258,1299,0.0275,4,34,0.0673813169985,0.0903522205207,0.00612557427259,0.571209800919,0.208269525268,0.052067381317,130.793538442,49016,0.00422175313854,541,236,551.06,-0.0533765075978,3,0,3,1,6,0.050847457627099996,0.0,0.050847457627099996,0.0169491525424,0.101694915254,0.254237288136,0.0,50806,0
0.0047679970861,577.12,0.06493575944550001,0.45095978341399995,0.00421253360995,7.841293031980001,801.997914915,133.0,665.41,0.253434222161,0.0825,10.7909902672,1.1367339174200002,207.3237366,0.035746108503,0.00149092653834,1.7991539455,106.409596704,35.3874898457,479.31,-0.510226216533,0.975432506814,0.00751400047686,598.37,0.0794356411929,1.19333752973,12.927141714100001,120.46454092299999,0.0282404515065,1.19102426739,109.496473998,14.1866058853,1.42473828091,0.0665468574175,0.00471410927688,824,612.66,0.163212735733,0.0633333333333,-1.0,0,271,14,3,12,0.0830015313936,0.136507936508,0.044444444444399996,0.361904761905,0.00952380952381,0.304761904762,0.104761904762,0.0380952380952,133.855795818,-1,1269727,0.0794356411929,0.0048384987576800004,0.0,833,0.0675,-1.0,10,2,7,0.328502415459,0.048309178744,0.217391304348,0.009661835748790001,0.280193236715,0.0821256038647,0.0338164251208,124.984151169,0.0022206243299499996,-1,0.0,808,0.11326869860300001,0.026666666666700003,600.0,-1.0,3,67,2,391,12,1,1,0.147626339969,0.140461215933,0.0041928721174,0.0251572327044,111.85731184,-1,1.13285949597e-06,1049,0.22443445866700001,0.05375,6,1107,18,1,0.37212863706,0.00495458298927,0.9141205615189999,0.0528488852188,104.776981325,-1,0.00477180693882,1058,0.0475,5,1,156,7,0.0667687595712,0.0563798219585,0.0979228486647,0.00296735905045,0.34421364985200004,0.0207715133531,122.94150195600001,-1,1166,0.0625,15,85,0.0608604407135,0.10493179433399999,0.015739769150100003,0.5571878279119999,0.162644281217,0.0891920251836,128.125383945,-1,0.0049896441348100005,600,200,600.0,-1.0,3,1,13,6,9,0.0179640718563,0.0059880239521,0.0778443113772,0.0359281437126,0.053892215568900004,0.31137724550900003,108.05201569299999,-1,0
