abspathanglesrate,enddistance,endpupilsize,eyemovementvelocity,fixationrate,fixationsaccadetimeratio,longestsaccadedistance,longestsaccadeduration,maxdistance,maxpupilsize,maxpupilvelocity,maxsaccadespeed,meanabspathangles,meandistance,meanfixationduration,meanpupilsize,meanpupilvelocity,meanrelpathangles,meansaccadedistance,meansaccadeduration,mindistance,minpupilsize,minsaccadespeed,relpathanglesrate,startdistance,startpupilsize,stddevabspathangles,stddevdistance,stddevpathdistance,stddevpupilsize,stddevrelpathangles,stddevsaccadedistance,stddevsaccadeduration,stddevsaccadespeed,Relevant bars_fixationrate,Relevant bars_longestfixation,Relevant bars_maxdistance,Relevant bars_maxpupilsize,Relevant bars_maxpupilvelocity,Relevant bars_mindistance,Relevant bars_numevents,Relevant bars_numfixations,Relevant bars_numtransfrom_Refs,Relevant bars_numtransfrom_Text,Relevant bars_numtransfrom_legend,Relevant bars_proportionnum,Relevant bars_proptransfrom_Non-relevant bars,Relevant bars_proptransfrom_Refs,Relevant bars_proptransfrom_Relevant bars,Relevant bars_proptransfrom_Text,Relevant bars_proptransfrom_Viz,Relevant bars_proptransfrom_labels,Relevant bars_proptransfrom_legend,Relevant bars_stddevfixationduration,Relevant bars_timetofirstfixation,Relevant bars_timetolastfixation,Non-relevant bars_fixationrate,Non-relevant bars_leftclicrate,Non-relevant bars_longestfixation,Non-relevant bars_maxpupilvelocity,Non-relevant bars_mindistance,Non-relevant bars_numtransfrom_Refs,Non-relevant bars_numtransfrom_Text,Non-relevant bars_numtransfrom_legend,Non-relevant bars_proptransfrom_Non-relevant bars,Non-relevant bars_proptransfrom_Refs,Non-relevant bars_proptransfrom_Relevant bars,Non-relevant bars_proptransfrom_Text,Non-relevant bars_proptransfrom_Viz,Non-relevant bars_proptransfrom_labels,Non-relevant bars_proptransfrom_legend,Non-relevant bars_stddevfixationduration,Non-relevant bars_stddevpupilvelocity,Non-relevant bars_timetofirstfixation,Text_leftclicrate,Text_longestfixation,Text_maxpupilsize,Text_maxpupilvelocity,Text_mindistance,Text_minpupilsize,Text_numtransfrom_Non-relevant bars,Text_numtransfrom_Refs,Text_numtransfrom_Relevant bars,Text_numtransfrom_Text,Text_numtransfrom_Viz,Text_numtransfrom_labels,Text_numtransfrom_legend,Text_proportionnum,Text_proptransfrom_Refs,Text_proptransfrom_Relevant bars,Text_proptransfrom_Viz,Text_stddevfixationduration,Text_timetofirstfixation,Refs_leftclicrate,Refs_longestfixation,Refs_maxpupilsize,Refs_maxpupilvelocity,Refs_numtransfrom_Non-relevant bars,Refs_numtransfrom_Refs,Refs_numtransfrom_Viz,Refs_numtransfrom_legend,Refs_proportionnum,Refs_proptransfrom_Non-relevant bars,Refs_proptransfrom_Refs,Refs_proptransfrom_Text,Refs_stddevfixationduration,Refs_timetofirstfixation,labels_fixationrate,labels_longestfixation,labels_maxpupilvelocity,labels_numtransfrom_Refs,labels_numtransfrom_Text,labels_numtransfrom_Viz,labels_numtransfrom_legend,labels_proportionnum,labels_proptransfrom_Non-relevant bars,labels_proptransfrom_Relevant bars,labels_proptransfrom_Text,labels_proptransfrom_labels,labels_proptransfrom_legend,labels_stddevfixationduration,labels_timetofirstfixation,Viz_longestfixation,Viz_maxpupilvelocity,Viz_numtransfrom_Text,Viz_numtransfrom_legend,Viz_proptransfrom_Non-relevant bars,Viz_proptransfrom_Relevant bars,Viz_proptransfrom_Text,Viz_proptransfrom_Viz,Viz_proptransfrom_labels,Viz_proptransfrom_legend,Viz_stddevfixationduration,Viz_timetofirstfixation,legend_fixationrate,legend_longestfixation,legend_meanfixationduration,legend_mindistance,legend_minpupilsize,legend_numtransfrom_Non-relevant bars,legend_numtransfrom_Refs,legend_numtransfrom_Relevant bars,legend_numtransfrom_Text,legend_numtransfrom_labels,legend_proptransfrom_Non-relevant bars,legend_proptransfrom_Refs,legend_proptransfrom_Relevant bars,legend_proptransfrom_Text,legend_proptransfrom_labels,legend_proptransfrom_legend,legend_stddevfixationduration,legend_timetofirstfixation,BarChartLit
0.00407910111106,629.55,0.246147420312,0.435388083729,0.00361610957944,8.34467199265,987.7231053160001,117.0,666.44,0.402150792689,0.12125,9.29625998045,1.13514528289,618.998704558,239.89269311099997,0.117036004185,0.00227155089822,1.69640357565,150.421340477,40.25795053,588.08,-0.327117984206,1.1681597075299999,0.0060575413722499995,622.26,0.266822566049,1.27558451957,7.6748611534,111.612713365,0.0553869413347,1.2733222859200002,113.05279505899999,14.4772395212,1.42490387759,0.004203821656050001,641,644.51,0.36080050121600005,0.02625,603.76,0,66,7,0,2,0.0275574112735,0.153846153846,0.0897435897436,0.24358974359000002,0.0,0.358974358974,0.128205128205,0.025641025641,-1.0,27072,1105815,0.00440566689703,0.0,675,0.03625,-1.0,2,2,5,0.1875,0.03125,0.171875,0.03125,0.34375,0.15625,0.078125,-1.0,0.00248880077384,-1,0.0,650,0.338245796776,0.0725,589.54,-0.127884761652,0,58,3,517,13,3,0,0.250939457203,0.0976430976431,0.00505050505051,0.0218855218855,95.4515933165,566,0.0,1332,0.398391675282,0.09,1,1054,7,1,0.479749478079,0.000875656742557,0.922942206655,0.0647985989492,110.88648965899999,3372,0.00385050962627,883,0.030625,5,1,55,4,0.035490605428,0.0731707317073,0.10569105691099999,0.008130081300810001,0.292682926829,0.0325203252033,0.0,22442,1174,0.035,5,32,0.0677506775068,0.08401084010839999,0.0135501355014,0.5772357723579999,0.14634146341499998,0.0867208672087,0.0,22442,0.00351670434564,1091,284,600.0,-1.0,3,0,2,0,4,0.046875,0.0,0.03125,0.0,0.0625,0.28125,0.0,-1,0
0.00499059139471,564.37,-0.06742436074909999,0.483947613208,0.00415364608606,7.564414923049999,842.463488116,125.0,608.26,0.0897914558296,0.0675,10.4405362505,1.20855586015,571.746634333,171.695482866,-0.082761140269,0.00210426888092,1.65502528754,122.76513194299999,39.5986348123,528.03,-0.313967345838,0.944419700261,0.00679408102163,584.34,0.0326220679828,1.25292532196,12.6962274203,112.854853421,0.0317626612032,1.2132440424700002,99.1954467143,15.6380245665,1.2889403689499999,0.00548062717438,500,598.76,0.0522740450551,0.020555555555599996,538.27,0,115,0,1,1,0.0447819314642,0.0592592592593,0.0,0.437037037037,0.007407407407409999,0.33333333333299997,0.155555555556,0.007407407407409999,-1.0,24833,1018604,0.004728696981279999,0.0,733,0.01625,547.92,4,1,2,0.439252336449,0.0373831775701,0.121495327103,0.00934579439252,0.271028037383,0.10280373831800001,0.018691588785,124.41130764299999,0.0015407825900299998,-1,0.0,550,0.0701394787573,0.0377777777778,529.36,-0.204988200255,0,84,2,380,5,2,0,0.192367601246,0.177589852008,0.00422832980973,0.010570824524299999,70.1681261181,42,0.0,658,0.0862183690892,0.03875,4,947,9,0,0.41627725856700004,0.0038387715930900002,0.9088291746639999,0.0777351247601,71.65854191380001,517,0.005264093900050001,475,0.0311111111111,3,0,108,4,0.0576323987539,0.0901287553648,0.042918454935599995,0.0,0.37339055794,0.0171673819742,78.3949099417,26757,633,0.0311111111111,5,20,0.0642857142857,0.0660714285714,0.00892857142857,0.614285714286,0.19642857142900003,0.035714285714300006,88.58535236280001,142,0.004922945205479999,633,203,600.0,-1.0,0,0,7,1,3,0.0,0.0,0.212121212121,0.030303030303,0.0909090909091,0.212121212121,0.0,-1,1
0.00478830793119,582.23,0.0314572951747,0.398606875327,0.00378485791293,7.3565555816699995,864.472213574,125.0,661.54,0.251422251494,0.06625,9.399404507869999,1.26957585306,606.682537937,235.71515435,0.0281518670432,0.0013612575321700002,1.6495172564200002,108.429994239,37.2801358234,545.82,-0.233095152291,0.8679086241439999,0.00619938683777,641.81,0.0626685389768,1.32990005691,26.1868153273,99.2853323583,0.036404410406,1.29141587662,97.7362309118,13.5931196855,1.28651004213,0.00360288230584,2432,647.04,0.0953660324838,0.02,550.51,1,108,7,4,4,0.0252572497661,0.0629921259843,0.0551181102362,0.370078740157,0.0314960629921,0.29921259842500003,0.149606299213,0.0314960629921,-1.0,85365,1784361,0.00339223330464,0.0,924,0.0075,552.75,5,2,0,0.347222222222,0.0694444444444,0.152777777778,0.0277777777778,0.29166666666700003,0.111111111111,0.0,-1.0,0.00104589009171,80302,0.0,1166,0.18008226566100002,0.0425,545.82,-0.0993326788532,3,70,2,789,11,1,3,0.208840037418,0.07963594994310001,0.0022753128555199997,0.012514220705299998,127.040418518,533,0.0,1566,0.251422251494,0.06625,2,2149,14,2,0.528765201123,0.00088809946714,0.9542628774420001,0.0346358792185,132.21575790000003,5737,0.0039449146463900004,916,0.0375,6,2,71,0,0.025724976613699997,0.0736196319018,0.0920245398773,0.0122699386503,0.34969325153399994,0.0,0.0,92427,2148,0.0625,5,27,0.0565656565657,0.0828282828283,0.010101010100999999,0.618181818182,0.147474747475,0.0545454545455,181.54842572299998,80669,0.0032789871573,2148,304,563.19,-0.0636626859365,3,2,4,1,1,0.0625,0.0416666666667,0.08333333333330001,0.020833333333299998,0.020833333333299998,0.25,0.0,80852,1
0.005785479024,563.52,-0.0230757237893,0.5710529664790001,0.00411401564939,6.368046734169999,889.113607945,141.0,684.92,0.312986227227,0.07875,12.661960286600001,1.4144422342899998,554.7412411409999,195.64782775900002,-0.0025246227891,0.00179546260749,1.41394610382,141.644861896,40.9927872231,434.19,-0.253629852975,0.898858081567,0.00574990301444,568.11,0.0511705212027,1.3024262576299999,19.8763017644,135.6056898,0.0380849354849,1.21645616269,124.445889475,16.283821251400003,1.50881802929,0.00516864551952,841,639.38,0.111739826328,0.04125,506.12,0,175,11,7,8,0.0672818146867,0.0568720379147,0.0521327014218,0.322274881517,0.0331753554502,0.355450236967,0.142180094787,0.037914691943099994,119.371799169,44178,873828,0.0052941764059500004,0.0,500,0.04625,505.41,8,6,5,0.198347107438,0.0661157024793,0.214876033058,0.0495867768595,0.297520661157,0.132231404959,0.0413223140496,86.849514076,0.0023250140955300004,2415,6.84478625786e-06,2457,0.312986227227,0.03875,447.06,-0.13639893982999998,6,74,8,345,13,2,1,0.17416378316,0.164810690423,0.0178173719376,0.0289532293987,149.449535686,2973,4.1068717547199994e-06,949,0.22115534526299999,0.04125,7,769,12,2,0.339484813533,0.007990867579909999,0.877853881279,0.08561643835619999,83.26962871159999,2823,0.0046482730055,491,0.035,2,1,134,1,0.077662437524,0.103896103896,0.10064935064899999,0.00324675324675,0.347402597403,0.00324675324675,96.4948636274,46252,1049,0.05375,14,42,0.074369189907,0.08764940239039999,0.0185922974768,0.561752988048,0.19256308100900002,0.055776892430300005,107.818868036,125,0.00472983806317,591,211,507.93,-0.09146042312410001,3,0,6,4,3,0.034090909090900005,0.0,0.06818181818180001,0.0454545454545,0.034090909090900005,0.306818181818,0.0,45927,0
0.0053867122085,588.99,0.0673825865659,0.48997437626100004,0.00421256762923,6.47683901668,1119.79925552,100.0,609.37,0.368883511992,0.0588888888889,12.3138863843,1.2861875796200002,572.66514855,204.68742746599997,0.110674151721,0.00140350141877,1.58148946477,119.138633641,36.0179775281,513.1,-0.320756535822,1.0078233323399999,0.00658481452071,594.87,0.0847102259582,1.2813781313600001,10.4157439743,118.31983850299999,0.0609472196891,1.23035136823,106.97495485399999,12.1833135846,1.4958070945700002,0.00520024837007,1033,597.24,0.334228233207,0.03375,554.91,0,134,4,1,9,0.0518375241779,0.09815950920250001,0.0245398773006,0.31288343558299997,0.00613496932515,0.374233128834,0.128834355828,0.0552147239264,-1.0,25242,1104553,0.004611219223279999,0.0,891,0.03125,555.61,0,1,5,0.30534351145,0.0,0.160305343511,0.0076335877862600005,0.328244274809,0.160305343511,0.0381679389313,131.246305063,0.0012482195260399998,24409,0.0,1274,0.342892052904,0.0288888888889,513.1,-0.10935933523600001,2,65,1,344,14,4,1,0.171373307544,0.150812064965,0.0023201856148499997,0.0324825986079,99.77573268379999,450,0.0,1108,0.368883511992,0.03875,3,896,10,1,0.384912959381,0.0030549898167,0.912423625255,0.0641547861507,91.3543414084,5447,0.00406232947311,808,0.02,2,1,148,6,0.0777562862669,0.084142394822,0.06472491909389999,0.00323624595469,0.343042071197,0.0194174757282,0.0,25408,1099,0.0588888888889,17,58,0.062015503876,0.0736434108527,0.0219638242894,0.567183462532,0.18604651162799998,0.0749354005168,116.585349955,22943,0.00503423278292,491,198,557.38,-0.060841944937100004,3,0,4,2,3,0.0280373831776,0.0,0.0373831775701,0.018691588785,0.0280373831776,0.289719626168,78.8539532677,23951,0
0.00448345331098,639.86,-0.00102123094583,0.48214489776600006,0.00346548378154,7.86572907053,805.66167335,133.0,698.68,0.248723461318,0.105,10.0519100699,1.29814578159,634.551254881,256.230056497,0.0072596519418500005,0.0012737305288599999,1.33035667689,143.423074942,38.3944905055,585.02,-0.296695981557,1.10413538526,0.0045790730163199995,624.15,0.132463001126,1.3692488712600002,11.6044518632,129.312995492,0.0428484475783,1.3227452572,120.031386052,13.433855223299998,1.54967774107,0.00490151027785,958,667.52,0.16403991624000003,0.026666666666700003,599.9,0,160,11,8,1,0.0361581920904,0.153846153846,0.06043956043959999,0.307692307692,0.043956043956,0.28021978022,0.14835164835200002,0.005494505494510001,121.83902670200001,24257,1755540,0.00430353959766,0.0,1124,0.02875,600.43,19,5,1,0.33846153846199994,0.09743589743589999,0.117948717949,0.025641025641,0.271794871795,0.14358974359,0.00512820512821,161.936311702,0.0014607535870799998,24390,0.0,1016,0.21427591755699998,0.04333333333330001,585.02,-0.123022948431,5,110,8,870,21,6,2,0.241581920904,0.10763209393300001,0.00782778864971,0.0205479452055,119.385485696,341,0.0,1049,0.158298658946,0.06375,3,1438,26,0,0.38847457627099996,0.00185873605948,0.8909541511769999,0.0737298636927,117.619908846,1091,0.00297604035309,2915,0.02125,12,2,143,2,0.05333333333330001,0.114369501466,0.0879765395894,0.0058651026393,0.33137829911999994,0.0058651026393,0.0,58,2915,0.035625,12,23,0.0937972768533,0.0983358547655,0.018154311649,0.5068078668680001,0.219364599092,0.034795763993900004,247.27628877900003,58,0.00554984583762,375,180,617.14,-0.13163483437100001,0,0,2,1,1,0.0,0.0,0.05,0.025,0.025,0.3,0.0,-1,1
0.00577082030533,613.24,0.030588539592200002,0.554201408754,0.004173639035,5.997128408890001,1091.40116676,133.0,671.67,0.241563218537,0.10625,11.9376084419,1.38919498651,626.689892619,204.646875,0.0356501084683,0.00155295466227,1.2977486147600001,132.262811177,38.1607952564,575.62,-0.344308911482,1.06367500793,0.00536555614233,623.26,0.194511311722,1.32290879247,9.93024094274,121.303811328,0.041215926990400005,1.24461001642,108.97658893799999,12.5301990181,1.52584264479,0.004863714662069999,791,644.14,0.156566225581,0.08625,603.41,0,288,4,2,6,0.09,0.134375,0.0125,0.396875,0.00625,0.325,0.10625,0.01875,98.54845462719999,15048,1094585,0.00398012758991,0.0,1033,0.08375,-1.0,1,2,3,0.420062695925,0.0031347962382399994,0.14420062695900002,0.00626959247649,0.27899686520399997,0.137931034483,0.009404388714729999,133.207194189,0.00186211050048,-1,2.53508558449e-06,541,0.241563218537,0.0555555555556,577.27,-0.12574521530899999,3,62,6,447,9,0,1,0.1665625,0.117424242424,0.0113636363636,0.017045454545499997,68.78159561060001,500,2.53508558449e-06,774,0.186922294494,0.03875,2,988,4,1,0.335625,0.00189214758751,0.934720908231,0.0558183538316,77.7689602836,308,0.00413524210858,816,0.07125,1,0,121,4,0.065625,0.147651006711,0.127516778523,0.0,0.302013422819,0.0134228187919,0.0,14323,1332,0.10625,11,42,0.115099009901,0.125,0.0136138613861,0.5297029702970001,0.158415841584,0.0519801980198,131.031057124,14323,0.00421578577563,1274,237,602.88,-0.0695864878203,8,0,5,2,4,0.101265822785,0.0,0.06329113924049999,0.025316455696200002,0.050632911392400004,0.278481012658,191.70018848200002,19728,1
0.00535923130875,608.22,0.0112346821768,0.5247035009809999,0.004096293052420001,7.670750785880001,946.524468044,109.0,652.42,0.22350551925200002,0.08875,12.620326240599999,1.3133149460299998,606.718579422,203.047993906,-0.032341744065,0.0014750052395499998,1.4970715056400001,138.655098501,37.6088666428,585.09,-0.445737258749,0.952696440195,0.0060857261600600005,623.29,0.20876448889899998,1.2913783683,7.87107836555,132.873274886,0.0432570477892,1.2371339264,125.278130103,13.3716558547,1.75603741278,0.004872909258529999,766,632.13,0.22350551925200002,0.08875,588.5,0,222,9,5,1,0.056373793804000004,0.15234375,0.03515625,0.35546875,0.01953125,0.296875,0.13671875,0.00390625,-1.0,35084,1513642,0.00489588093218,0.0,733,0.05375,587.66,11,9,2,0.43032786885200003,0.0450819672131,0.20901639344300002,0.0368852459016,0.19262295082000003,0.07786885245900001,0.008196721311479999,120.07246695799999,0.0016611193968800002,34742,0.0,575,0.170437809983,0.075,586.73,-0.17155409419300002,6,101,3,655,21,4,2,0.203656678517,0.127525252525,0.00378787878788,0.0265151515152,92.01658103850001,808,0.0,858,0.222031416217,0.0633333333333,4,1197,27,1,0.347384459116,0.0029607698001500003,0.886010362694,0.07475943745369999,95.60276951600001,458,0.00389126309035,924,0.036666666666699994,4,3,218,12,0.07237176231589999,0.073275862069,0.0495689655172,0.006465517241380001,0.36637931034500004,0.0258620689655,139.534273138,38315,958,0.0655555555556,18,115,0.0575730735164,0.059344552701500006,0.0159433126661,0.5624446412749999,0.18600531443799997,0.101860053144,129.747398009,1108,0.00487481475704,583,205,589.42,-0.17155409419300002,0,2,5,2,4,0.0,0.01,0.025,0.01,0.02,0.385,98.1796822158,36216,1
0.0062423599498800005,566.85,0.11560480907,0.46008601415100003,0.00462151914356,6.682717609580001,918.4039838880001,133.0,707.64,0.281304935123,0.0744444444444,9.125371394830001,1.35696355145,570.7124471559999,191.38397790099998,0.0470942210688,0.00137877855023,1.45208030011,103.72777908799999,33.6415565869,529.32,-0.406104498701,0.929355036076,0.0066490230108,597.34,0.0237314718527,1.3442118390399997,23.368838175100002,103.67438237799999,0.051938222585000006,1.30764696592,92.8208830942,11.120350116700001,1.34871987692,0.00499562239275,675,656.72,0.21239993221,0.015,540.79,0,194,2,2,3,0.05954573357890001,0.09132420091320001,0.009132420091319999,0.452054794521,0.009132420091319999,0.305936073059,0.118721461187,0.013698630137,-1.0,48883,1069941,0.00473238196559,0.0,824,0.01375,-1.0,3,4,1,0.401408450704,0.0211267605634,0.19014084506999998,0.0281690140845,0.253521126761,0.09859154929580001,0.00704225352113,116.736816707,0.00105264613592,-1,0.0,508,0.209118741595,0.02625,530.5,-0.10751615274399999,1,91,0,533,6,2,0,0.20257826887699998,0.143759873618,0.0,0.00947867298578,71.71343241310001,425,0.0,758,0.215681122825,0.02625,1,1156,1,0,0.395027624309,0.0007968127490039999,0.9211155378489999,0.0772908366534,73.9926806939,600,0.004396268986529999,933,0.0275,0,1,136,4,0.0580110497238,0.07,0.0866666666667,0.0033333333333300003,0.373333333333,0.013333333333299998,115.96945672700001,49258,1299,0.0275,4,34,0.0672514619883,0.09795321637430002,0.0058479532163699995,0.56432748538,0.210526315789,0.0497076023392,129.587073489,49016,0.00422175313854,541,236,551.06,-0.0533765075978,3,0,3,1,6,0.050847457627099996,0.0,0.050847457627099996,0.0169491525424,0.101694915254,0.254237288136,0.0,50806,0
0.0047733359334,583.55,0.0713801513332,0.45119941053,0.00422241478986,7.8128522808500005,801.997914915,133.0,665.41,0.253434222161,0.0825,10.7909902672,1.13553418257,581.386550851,206.682803683,0.0362519678463,0.00149155422105,1.79737749955,106.35851825299999,35.3647476341,479.31,-0.510226216533,0.936020969287,0.007521652844030001,598.37,0.0794356411929,1.1925798299700001,12.772669922,119.66540562799999,0.0282430255438,1.19063559903,109.08096580899999,14.133703733900001,1.4229542434399998,0.0047385315647299996,824,612.66,0.163212735733,0.0633333333333,-1.0,0,279,14,3,12,0.0828630828631,0.132307692308,0.0430769230769,0.36,0.00923076923077,0.31076923076900004,0.10769230769200001,0.0369230769231,133.800237657,-1,1328636,0.0048521256931599996,0.0,833,0.0675,-1.0,10,2,7,0.331753554502,0.047393364928900006,0.21327014217999998,0.00947867298578,0.284360189573,0.0805687203791,0.0331753554502,124.14233423299999,0.0021990129587699998,-1,0.0,808,0.11326869860300001,0.04666666666669999,600.0,-1.0,3,67,2,420,13,1,1,0.152361152361,0.132149901381,0.0039447731755400004,0.025641025641,109.97667543899999,-1,1.10065973545e-06,1049,0.22443445866700001,0.05375,6,1127,18,1,0.36709236709200005,0.00487012987013,0.9147727272730001,0.0527597402597,104.42491055,-1,0.00469568358317,1058,0.0475,5,1,170,7,0.06949806949810002,0.0552486187845,0.0939226519337,0.00276243093923,0.345303867403,0.019337016574599998,124.86739747700001,-1,1166,0.07888888888889999,16,85,0.0587064676617,0.10447761194,0.01592039801,0.558208955224,0.16815920397999998,0.0845771144279,127.867225727,-1,0.0049896441348100005,600,200,600.0,-1.0,3,1,13,6,9,0.0179640718563,0.0059880239521,0.0778443113772,0.0359281437126,0.053892215568900004,0.31137724550900003,108.05201569299999,-1,0
