abspathanglesrate,enddistance,endpupilsize,eyemovementvelocity,fixationrate,fixationsaccadetimeratio,longestsaccadedistance,longestsaccadeduration,maxdistance,maxpupilsize,maxpupilvelocity,maxsaccadespeed,meanabspathangles,meanfixationduration,meanpupilsize,meanpupilvelocity,meanrelpathangles,meansaccadedistance,meansaccadeduration,minpupilsize,minsaccadespeed,relpathanglesrate,startpupilsize,stddevabspathangles,stddevdistance,stddevfixationduration,stddevpathdistance,stddevpupilsize,stddevrelpathangles,stddevsaccadedistance,stddevsaccadeduration,Relevant bars_enddistance,Relevant bars_fixationrate,Relevant bars_longestfixation,Relevant bars_meanfixationduration,Relevant bars_numfixations,Relevant bars_numtransfrom_Non-relevant bars,Relevant bars_numtransfrom_Refs,Relevant bars_numtransfrom_Text,Relevant bars_numtransfrom_Viz,Relevant bars_numtransfrom_labels,Relevant bars_numtransfrom_legend,Relevant bars_proptransfrom_Non-relevant bars,Relevant bars_proptransfrom_Relevant bars,Relevant bars_proptransfrom_Viz,Relevant bars_proptransfrom_labels,Relevant bars_proptransfrom_legend,Relevant bars_stddevdistance,Relevant bars_timetofirstfixation,Relevant bars_timetolastfixation,Non-relevant bars_enddistance,Non-relevant bars_fixationrate,Non-relevant bars_leftclicrate,Non-relevant bars_longestfixation,Non-relevant bars_numtransfrom_Refs,Non-relevant bars_numtransfrom_Text,Non-relevant bars_numtransfrom_Viz,Non-relevant bars_numtransfrom_labels,Non-relevant bars_numtransfrom_legend,Non-relevant bars_proptransfrom_Non-relevant bars,Non-relevant bars_proptransfrom_Refs,Non-relevant bars_proptransfrom_Relevant bars,Non-relevant bars_proptransfrom_Text,Non-relevant bars_proptransfrom_Viz,Non-relevant bars_proptransfrom_labels,Non-relevant bars_proptransfrom_legend,Non-relevant bars_stddevdistance,Non-relevant bars_timetofirstfixation,Text_fixationrate,Text_leftclicrate,Text_longestfixation,Text_maxpupilsize,Text_meanpupilsize,Text_meanpupilvelocity,Text_numtransfrom_Non-relevant bars,Text_numtransfrom_Refs,Text_numtransfrom_Relevant bars,Text_numtransfrom_Text,Text_numtransfrom_Viz,Text_numtransfrom_labels,Text_numtransfrom_legend,Text_proportionnum,Text_proptransfrom_Refs,Text_proptransfrom_Text,Text_proptransfrom_Viz,Text_proptransfrom_legend,Text_stddevdistance,Text_stddevpupilsize,Text_timetofirstfixation,Refs_longestfixation,Refs_meanpupilvelocity,Refs_numtransfrom_Non-relevant bars,Refs_numtransfrom_Refs,Refs_numtransfrom_Relevant bars,Refs_numtransfrom_Viz,Refs_numtransfrom_labels,Refs_numtransfrom_legend,Refs_proportionnum,Refs_proptransfrom_Non-relevant bars,Refs_proptransfrom_Relevant bars,Refs_proptransfrom_Text,Refs_proptransfrom_Viz,Refs_stddevpupilsize,Refs_timetofirstfixation,labels_fixationrate,labels_longestfixation,labels_meanpupilvelocity,labels_numtransfrom_Non-relevant bars,labels_numtransfrom_Refs,labels_numtransfrom_Text,labels_numtransfrom_Viz,labels_numtransfrom_legend,labels_proportionnum,labels_proptransfrom_Non-relevant bars,labels_proptransfrom_Refs,labels_proptransfrom_Relevant bars,labels_proptransfrom_Text,labels_proptransfrom_Viz,labels_proptransfrom_labels,labels_proptransfrom_legend,labels_stddevdistance,labels_stddevpupilsize,labels_timetofirstfixation,Viz_leftclicrate,Viz_longestfixation,Viz_meanfixationduration,Viz_numtransfrom_Refs,Viz_numtransfrom_Text,Viz_numtransfrom_legend,Viz_proportionnum,Viz_proptransfrom_Non-relevant bars,Viz_proptransfrom_Refs,Viz_proptransfrom_Relevant bars,Viz_proptransfrom_legend,Viz_stddevdistance,Viz_timetofirstfixation,legend_fixationrate,legend_longestfixation,legend_maxpupilsize,legend_meanpupilsize,legend_meanpupilvelocity,legend_numtransfrom_Non-relevant bars,legend_numtransfrom_Refs,legend_numtransfrom_Relevant bars,legend_numtransfrom_Text,legend_numtransfrom_labels,legend_proportiontime,legend_proptransfrom_Non-relevant bars,legend_proptransfrom_Refs,legend_proptransfrom_Relevant bars,legend_proptransfrom_Text,legend_proptransfrom_Viz,legend_proptransfrom_labels,legend_stddevdistance,legend_stddevpupilsize,legend_timetofirstfixation,BarChartLit
0.00352831323621,610.67,0.154049043849,0.37057674415299996,0.0032955404384,8.827067669169999,680.154285283,83.0,627.13,0.278099918269,0.02375,8.19462994317,1.0805459285899999,269.26605504599996,0.0954387061254,0.00119958431637,1.65933500845,145.600347526,37.3595505618,-0.0188703568583,1.1681597075299999,0.005368067903380001,0.266822566049,1.27392813134,3.99198035954,125.26221698399999,113.383376113,0.0416694118158,1.28777055384,132.59940155299998,14.3718847937,609.07,0.00324675324675,466,308.0,2,0,0,0,2,2,0,0.0,0.0,0.5,0.5,0.0,1.7214318757599998,27072,27647,-1.0,0.0,0.0,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1,0.00423472474289,0.0,433,0.278099918269,0.07456295672339999,0.0009836440058480001,0,2,0,10,0,0,0,0.128440366972,0.166666666667,0.833333333333,0.0,0.0,3.5731876171300008,0.0646583453058,566,808,0.0011817750355999999,0,58,0,0,0,0,0.559633027523,0.0,0.0,0.0491803278689,0.0,0.0248021021118,3372,0.00369458128079,400,0.00105253623188,0,0,0,4,0,0.0550458715596,0.0,0.0,0.2,0.0,0.8,0.0,0.0,4.93939920606,0.07411682041619999,22442,0.0,716,281.466666667,0,1,0,0.275229357798,0.0,0.0,0.0606060606061,0.0,3.6205886320099996,22442,0.0,-1,-1.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
0.00570427006853,562.34,-0.07457053423,0.5232871068680001,0.00443679226541,6.992089249489998,783.040218791,100.0,586.27,0.0897914558296,0.03,10.4405362505,1.29210273457,171.497512438,-0.04828324922090001,0.0018729663916700002,1.7407826049900001,134.866018764,38.8188976378,-0.14603226903799998,0.944419700261,0.007646640142890001,0.0326220679828,1.2691134715899999,7.06296676837,74.0836773101,128.597303463,0.0313276382155,1.19803955587,135.396151899,16.6911331479,561.63,0.00504795557799,325,198.1,20,0,0,0,10,1,0,0.0,0.47619047618999993,0.47619047618999993,0.047619047619,0.0,3.778483739,24833,43070,561.29,0.0,0.0,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45401766446,-1,0.006611570247930001,0.0,333,0.0522740450551,-0.0470189011747,0.00191906574669,0,9,1,44,0,0,0,0.278606965174,0.166666666667,0.814814814815,0.0,0.0,8.341552780239999,0.0243019009682,42,391,0.00193275645232,0,26,0,1,0,0,0.199004975124,0.0,0.0,0.27027027027,0.027027027026999998,0.027213390658,517,0.00558659217877,233,0.00162229938272,0,0,0,1,0,0.00995024875622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.42814888339,0.0184296539147,26757,0.0,383,187.0,2,1,0,0.31840796019900003,0.0,0.0322580645161,0.12903225806500002,0.0,5.56704046247,142,0.0,-1,-1.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1
0.004133493726800001,634.52,0.0374022939941,0.362487449461,0.00333040257906,8.384007897330001,704.95533809,83.0,645.99,0.120632277466,0.0625,9.399404507869999,1.2444579148200001,271.776,0.0305014940943,0.00132008337523,1.5332679213100002,115.804144986,37.1743119266,-0.233095152291,1.1477997129100002,0.00507916530919,0.0626685389768,1.30016679516,2.5606107426199998,189.653125412,102.76259747299999,0.0230170126852,1.26010752896,101.796890359,12.8858918692,639.27,0.00359016846175,683,278.538461538,13,3,3,0,3,0,1,0.23076923076900002,0.23076923076900002,0.23076923076900002,0.0,0.0769230769231,1.19923293563,85365,121973,634.2,0.00286783042394,0.0,924,3,0,7,0,0,0.34782608695699996,0.130434782609,0.217391304348,0.0,0.304347826087,0.0,0.0,1.74294250002,80302,0.00395474019554,0.0,933,0.120632277466,0.0295794662125,0.00138485710898,1,7,0,134,1,0,1,0.384,0.0486111111111,0.930555555556,0.006944444444439999,0.006944444444439999,2.25084796231,0.0245050868629,533,974,0.00127073774852,0,136,1,3,0,0,0.397333333333,0.0,0.0067114093959700005,0.060402684563800005,0.0201342281879,0.022589011085700002,5737,0.0063291139240500005,158,0.0019253812636199998,1,0,0,0,0,0.00266666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22893782846,0.0290372789275,92427,0.0,2148,327.428571429,0,1,8,0.11199999999999999,0.21568627450999997,0.0,0.078431372549,0.156862745098,2.11479794832,80669,0.00195886385896,2148,0.09090728336920001,0.015387052870399999,0.00118144586895,2,0,0,0,0,0.045337880443,0.153846153846,0.0,0.0,0.0,0.615384615385,0.0,1.8298167067200002,0.025199443640200003,80852,1
0.0058052910349799995,541.29,-0.0738757861523,0.5649758905560001,0.00435689964486,6.075604158230001,523.255547084,83.0,588.01,0.11369367488,0.04125,6.97674062778,1.3380583463200002,189.084033613,-0.0182808351538,0.0018612693768599998,1.3437169277899998,126.073217607,39.3989361702,-0.198922093507,1.0124077393700002,0.00580524283233,0.0511705212027,1.36264198994,8.87422436956,96.38675433200001,116.678855344,0.035579655893199995,1.2866862760299997,97.61777870540001,14.1710482494,552.75,0.0054160512063,333,184.636363636,11,0,0,0,8,6,1,0.0,0.117647058824,0.470588235294,0.35294117647100004,0.0588235294118,3.22903784388,44178,56895,554.69,0.005300353356890001,0.0,266,0,0,3,2,0,0.125,0.0,0.25,0.0,0.375,0.25,0.0,8.854464385830001,2415,0.00459727841118,1.83063010288e-05,516,0.0628936125172,-0.0137721402645,0.00146177970775,0,5,0,19,1,0,0,0.10504201680700001,0.2,0.76,0.04,0.0,6.4647481636599995,0.030806585828,2973,475,0.0021794887636700003,1,128,0,0,0,0,0.567226890756,0.007462686567159999,0.0,0.037313432835800006,0.0,0.0379987262583,2823,0.00448356027898,433,0.00126830318691,3,0,0,19,0,0.11344537815099999,0.06666666666669999,0.0,0.111111111111,0.0,0.422222222222,0.4,0.0,3.2220697718999998,0.027569697978099997,46252,0.0,1049,212.898305085,0,0,1,0.247899159664,0.0512820512821,0.0,0.0897435897436,0.0128205128205,8.6930817715,125,0.00571428571429,200,0.014047398706700001,-0.000878723021651,0.00116347905282,0,0,1,0,0,0.0064072053600800006,0.0,0.0,0.5,0.0,0.5,0.0,2.92016504324,0.008032454827729999,45927,0
0.00580020745106,572.66,0.07951193414049999,0.491666456969,0.00419922588184,6.56816924779,522.413160454,67.0,594.87,0.174813950798,0.0225,7.91535091597,1.3872880458899999,206.52608695700002,0.0823896869926,0.00122031382528,1.60672904435,117.584189827,36.3417085427,-0.022721138274099998,1.0078233323399999,0.00668834846475,0.0847102259582,1.29621565035,3.40950117446,126.62517916200001,109.189471134,0.0321322306758,1.2051927207,92.4986604311,11.2740794646,572.86,0.00467653936087,383,213.83333333299998,6,2,0,0,4,0,2,0.25,0.0,0.5,0.0,0.25,1.6879332727399998,25242,52565,572.79,0.00510030601836,0.0,325,0,0,5,1,2,0.4375,0.0,0.0625,0.0,0.3125,0.0625,0.125,1.70463076951,24409,0.005083260297979999,0.0,350,0.159219075345,0.0835233058872,0.00126998873874,0,5,0,23,0,0,0,0.126086956522,0.17857142857099997,0.821428571429,0.0,0.0,6.569030269650001,0.0274561050307,450,516,0.0012631793881800002,0,120,0,1,0,0,0.552173913043,0.0,0.0,0.0396825396825,0.00793650793651,0.0303786805109,5447,0.00453514739229,408,0.00117754811899,0,1,0,2,0,0.0260869565217,0.0,0.25,0.25,0.0,0.5,0.0,0.0,1.39150613787,0.022231237843400004,25408,0.0,625,209.421052632,1,1,2,0.165217391304,0.166666666667,0.0277777777778,0.111111111111,0.0555555555556,1.98579883777,22943,0.0048342541436499995,266,0.15228801958799998,0.08706247545080001,0.00117946480512,0,0,1,0,1,0.026436865551700002,0.0,0.0,0.125,0.0,0.625,0.125,2.1258720057900002,0.026864923613800003,23951,0
0.004292167783559999,615.63,0.059261970635,0.46344137080200004,0.0033781170221,8.35593426659,537.717991575,75.0,642.39,0.248723461318,0.02625,7.32515958093,1.2754480803000001,262.0,0.0566547789152,0.00107963416848,1.43859045169,137.669044894,38.3878504673,-0.07565757576019999,1.18604798235,0.00482262974084,0.132463001126,1.30781464139,4.355087693030001,142.14204217399998,139.776883925,0.0356742745272,1.27436321278,124.880848649,13.5934961684,616.19,0.00415052573326,958,240.93333333299998,30,6,2,0,4,0,0,0.214285714286,0.5714285714289999,0.14285714285700002,0.0,0.0,2.3666722385799996,24257,78036,616.49,0.00342747463669,0.0,1124,3,0,6,2,0,0.392857142857,0.107142857143,0.214285714286,0.0,0.214285714286,0.07142857142860001,0.0,2.34596832072,24390,0.0039816232771799995,0.0,575,0.145380830036,0.052768102929600005,0.0012187352871900002,2,8,0,13,2,1,0,0.0992366412214,0.307692307692,0.5,0.0769230769231,0.0,5.87093036381,0.03521826586480001,341,749,0.0010175488910700002,0,130,4,0,0,0,0.5610687022899999,0.0,0.027397260274,0.0821917808219,0.0,0.0250233508645,1091,0.0033628859675900002,391,0.00117074791192,2,0,0,8,0,0.0419847328244,0.125,0.0,0.0,0.0,0.5,0.375,0.0,2.57131000986,0.0295115752177,58,0.0,483,260.214285714,0,0,0,0.10687022900800001,0.171428571429,0.0,0.14285714285700002,0.0,3.5719638615300005,58,0.0,-1,0.182699002443,0.050258635334000004,0.00133487654321,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.301449257430001,0.035082966341699995,-1,1
0.00663369606773,609.98,0.0943362843093,0.646119261104,0.00443969224332,5.43231772018,663.229656056,92.0,629.31,0.196029115167,0.1,10.0193307055,1.5020433606799999,187.628272251,0.08568899293360001,0.00125318389523,1.36590160046,136.013440085,39.2678571429,-0.21074220826499998,1.1222240032,0.00600068344497,0.194511311722,1.25350363321,3.3629754596099994,74.1534897262,138.705764401,0.026697656334299998,1.20707686396,117.021229428,12.472951916500001,612.91,0.005287165664520001,408,189.137254902,51,0,0,0,15,3,0,0.0,0.666666666667,0.277777777778,0.0555555555556,0.0,1.4554723072799998,15048,38090,-1.0,0.0,0.0,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1,0.00548340548341,0.0,300,0.1671908497,0.09149374439249999,0.0011625055114599999,0,7,0,12,0,0,0,0.0994764397906,0.368421052632,0.631578947368,0.0,0.0,5.51718739325,0.029140766828900003,500,383,0.00118556466302,0,48,0,1,0,1,0.303664921466,0.0,0.0,0.0909090909091,0.0181818181818,0.024582699904099996,308,0.0046309696092600005,450,0.00138363678805,0,0,0,12,0,0.0837696335079,0.0,0.0,0.130434782609,0.0,0.521739130435,0.34782608695699996,0.0,2.0677467024,0.0284606910542,14323,0.0,450,187.53846153799998,1,0,4,0.27225130890099997,0.0,0.0153846153846,0.215384615385,0.061538461538500004,2.3778458324500003,14323,0.00673854447439,358,0.14745940490700002,0.100240282458,0.00136752136752,0,0,2,0,1,0.017247390809099997,0.0,0.0,0.28571428571400004,0.0,0.428571428571,0.14285714285700002,2.04001629414,0.019415864339,19728,1
0.0051710766541,612.44,-0.0285660997748,0.617284671567,0.00396777393366,6.88400318345,871.9463291239999,83.0,631.15,0.22350551925200002,0.0575,11.625951055,1.31126448677,210.969512195,-0.0163715727236,0.00139927042467,1.3846184183399999,168.497380507,40.208,-0.20398436096900002,1.20101130301,0.005426854662649999,0.20876448889899998,1.3564543695500002,2.89667013322,99.88388496569999,157.480323259,0.0478421600291,1.32260504442,160.09596032,13.2788310795,613.03,0.00324675324675,308,308.0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,3.94017347703,35084,35084,613.46,0.00666666666667,0.0,183,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.16328441872,34742,0.00502242152466,0.0,458,0.12031830678500001,0.00610995468229,0.0013550170068,0,7,0,45,1,0,0,0.341463414634,0.132075471698,0.8490566037739999,0.0188679245283,0.0,2.54256163374,0.045723338731000006,808,491,0.0013804556541599999,0,50,0,2,2,0,0.408536585366,0.0,0.0,0.12903225806500002,0.0322580645161,0.0352041893809,458,0.00388936905791,516,0.00133790143965,1,1,0,7,0,0.054878048780500004,0.06666666666669999,0.06666666666669999,0.0,0.0,0.46666666666699996,0.4,0.0,1.49164113026,0.023649477680599995,38315,0.0,550,218.95833333299998,3,1,1,0.14634146341499998,0.0645161290323,0.09677419354839999,0.0322580645161,0.0322580645161,3.2710925098400003,1108,0.00328947368421,333,0.018605197353,-0.026196339199200003,0.00116736990155,0,0,0,0,1,0.0147097960467,0.0,0.0,0.0,0.0,0.666666666667,0.33333333333299997,2.2386271013099996,0.0258934568186,36216,1
0.006518650502619999,590.07,0.107401832533,0.488143706399,0.0045876764958599995,6.304850964349999,546.097921502,83.0,602.94,0.210759336903,0.035,8.15071524629,1.42594323956,190.593639576,0.07838120873410001,0.00127369627703,1.5623462593700002,111.103682959,34.22,-0.043532935753,1.14548801479,0.00711688522516,0.0237314718527,1.3501741921200001,3.7846648185,84.142235803,105.917539387,0.041673773863199995,1.3100100462200002,99.5556015167,11.954885073,588.47,0.0047452547452500006,416,210.736842105,19,0,0,0,4,1,0,0.0,0.722222222222,0.222222222222,0.0555555555556,0.0,3.7434346941000003,48883,63531,-1.0,0.0,0.0,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1,0.00549204214302,0.0,433,0.16154147767899998,0.0731937770383,0.00128783079955,0,7,0,87,0,0,0,0.34628975265,0.07446808510639999,0.925531914894,0.0,0.0,1.53543729881,0.026806391302400003,425,758,0.00128680767636,0,103,0,0,0,0,0.39222614841,0.0,0.0,0.0636363636364,0.0,0.043069715787500004,600,0.005025125628140001,433,0.0013266639163900002,0,0,0,7,1,0.0318021201413,0.0,0.0,0.133333333333,0.0,0.46666666666699996,0.33333333333299997,0.06666666666669999,3.50860812725,0.031484944983,49258,1.62108710101e-05,525,192.722222222,0,0,9,0.127208480565,0.0,0.0,0.11320754717,0.169811320755,4.11560164681,49016,0.005717916137229999,300,0.11068302314799999,0.0194839984084,0.0012702670481600001,0,0,0,0,1,0.0255159109699,0.0,0.0,0.0,0.0,0.642857142857,0.07142857142860001,3.0274856354699997,0.0412535242465,50806,0
0.0039520123617300005,569.7,0.0391581918946,0.40336102759099995,0.0037421233422100003,9.28150357995,514.149684473,84.0,611.68,0.253434222161,0.06,7.66569268504,1.0593079964,236.410334347,0.022072427642099997,0.0014037558167799998,1.9901737519299998,94.7765686851,34.4855967078,-0.155784662709,0.9911271746960001,0.00740220224392,0.0794356411929,1.23390322156,12.8998050498,138.869999799,131.37462312,0.0285987721859,1.19436211387,99.05717447,13.410354268399999,-1.0,0.0,-1,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1.0,-1,-1,-1.0,0.0,0.0,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1,0.0,0.0,-1,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,-1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,-1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,-1,-1.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0
