abspathanglesrate,enddistance,endpupilsize,eyemovementvelocity,fixationrate,fixationsaccadetimeratio,longestsaccadedistance,longestsaccadeduration,maxdistance,maxpupilsize,maxpupilvelocity,maxsaccadespeed,meanabspathangles,meanfixationduration,meanpupilsize,meanpupilvelocity,meanrelpathangles,meansaccadedistance,meansaccadeduration,meansaccadespeed,mindistance,minpupilsize,minsaccadespeed,relpathanglesrate,startdistance,startpupilsize,stddevabspathangles,stddevdistance,stddevpathdistance,stddevpupilsize,stddevrelpathangles,stddevsaccadedistance,stddevsaccadeduration,stddevsaccadespeed,Relevant bars_endpupilsize,Relevant bars_fixationrate,Relevant bars_longestfixation,Relevant bars_maxdistance,Relevant bars_maxpupilsize,Relevant bars_maxpupilvelocity,Relevant bars_meanfixationduration,Relevant bars_mindistance,Relevant bars_numevents,Relevant bars_numfixations,Relevant bars_numtransfrom_Non-relevant bars,Relevant bars_numtransfrom_Refs,Relevant bars_numtransfrom_Text,Relevant bars_numtransfrom_legend,Relevant bars_proportionnum,Relevant bars_proptransfrom_Non-relevant bars,Relevant bars_proptransfrom_Refs,Relevant bars_proptransfrom_Relevant bars,Relevant bars_proptransfrom_Text,Relevant bars_proptransfrom_Viz,Relevant bars_proptransfrom_labels,Relevant bars_proptransfrom_legend,Relevant bars_stddevfixationduration,Relevant bars_stddevpupilsize,Relevant bars_stddevpupilvelocity,Relevant bars_timetofirstfixation,Relevant bars_timetolastfixation,Non-relevant bars_endpupilsize,Non-relevant bars_leftclicrate,Non-relevant bars_longestfixation,Non-relevant bars_maxpupilvelocity,Non-relevant bars_mindistance,Non-relevant bars_numtransfrom_Refs,Non-relevant bars_numtransfrom_Text,Non-relevant bars_numtransfrom_legend,Non-relevant bars_proportionnum,Non-relevant bars_proptransfrom_Non-relevant bars,Non-relevant bars_proptransfrom_Refs,Non-relevant bars_proptransfrom_Relevant bars,Non-relevant bars_proptransfrom_Text,Non-relevant bars_proptransfrom_Viz,Non-relevant bars_proptransfrom_labels,Non-relevant bars_proptransfrom_legend,Non-relevant bars_stddevfixationduration,Non-relevant bars_stddevpupilvelocity,Non-relevant bars_timetofirstfixation,Text_leftclicrate,Text_longestfixation,Text_maxpupilsize,Text_maxpupilvelocity,Text_minpupilsize,Text_numtransfrom_Non-relevant bars,Text_numtransfrom_Refs,Text_numtransfrom_Relevant bars,Text_numtransfrom_Text,Text_numtransfrom_Viz,Text_numtransfrom_labels,Text_numtransfrom_legend,Text_proportionnum,Text_proptransfrom_Refs,Text_proptransfrom_Viz,Text_proptransfrom_labels,Text_stddevfixationduration,Text_timetofirstfixation,Refs_leftclicrate,Refs_longestfixation,Refs_maxpupilsize,Refs_maxpupilvelocity,Refs_numtransfrom_Non-relevant bars,Refs_numtransfrom_Refs,Refs_numtransfrom_Relevant bars,Refs_numtransfrom_Viz,Refs_numtransfrom_legend,Refs_proportionnum,Refs_proptransfrom_Non-relevant bars,Refs_proptransfrom_Refs,Refs_proptransfrom_Text,Refs_stddevfixationduration,Refs_timetofirstfixation,labels_fixationrate,labels_longestfixation,labels_maxpupilvelocity,labels_numtransfrom_Refs,labels_numtransfrom_Text,labels_numtransfrom_Viz,labels_numtransfrom_legend,labels_proportionnum,labels_proptransfrom_Non-relevant bars,labels_proptransfrom_Refs,labels_proptransfrom_Relevant bars,labels_proptransfrom_labels,labels_proptransfrom_legend,labels_stddevfixationduration,labels_timetofirstfixation,Viz_longestfixation,Viz_maxpupilvelocity,Viz_numtransfrom_Refs,Viz_numtransfrom_Text,Viz_numtransfrom_legend,Viz_proportionnum,Viz_proptransfrom_Non-relevant bars,Viz_proptransfrom_Relevant bars,Viz_proptransfrom_Text,Viz_proptransfrom_Viz,Viz_proptransfrom_labels,Viz_proptransfrom_legend,Viz_stddevfixationduration,Viz_timetofirstfixation,legend_fixationrate,legend_longestfixation,legend_meanfixationduration,legend_minpupilsize,legend_numtransfrom_Non-relevant bars,legend_numtransfrom_Refs,legend_numtransfrom_Relevant bars,legend_numtransfrom_Text,legend_numtransfrom_labels,legend_proportionnum,legend_proptransfrom_Non-relevant bars,legend_proptransfrom_Refs,legend_proptransfrom_Relevant bars,legend_proptransfrom_Text,legend_proptransfrom_Viz,legend_proptransfrom_labels,legend_proptransfrom_legend,legend_stddevdistance,legend_stddevfixationduration,legend_stddevpupilsize,legend_timetofirstfixation,BarChartLit
0.00381075367832,618.22,0.152169485145,0.42851904791900003,0.0034651993407299997,8.3681509069,987.7231053160001,117.0,643.99,0.364559618622,0.12125,9.29625998045,1.1079369789799998,251.897245763,0.103035449694,0.00182871158795,1.7189564578999998,149.771435299,40.1129943503,3.3722172637700005,594.82,-0.266972105699,1.1681597075299999,0.0058681884636899995,622.26,0.266822566049,1.2760912728899998,5.77798687446,120.04755726200001,0.0500057595606,1.29651942438,120.24669833799999,14.8236670191,1.4831032222299998,0.0826258131218,0.00377548452051,550,631.61,0.232990509389,0.0144444444444,264,603.76,0,15,2,2,0,0,0.0158898305085,0.1,0.1,0.2,0.0,0.35,0.25,0.0,-1.0,0.052973174678100005,0.00151370258784,27072,444915,0.0600711086818,0.0,325,0.03625,-1.0,1,1,3,0.0243644067797,0.206896551724,0.0344827586207,0.0689655172414,0.0344827586207,0.413793103448,0.137931034483,0.103448275862,82.0869826908,0.0026894880948499997,-1,0.0,600,0.278099918269,0.0375,-0.120366526838,0,11,0,161,7,1,0,0.19385593220300001,0.0611111111111,0.0388888888889,0.005555555555560001,98.51632876309999,566,0.0,1332,0.364559618622,0.07375,0,347,2,3,1,0.39406779660999997,0.0,0.935309973046,0.0458221024259,120.539745266,3372,0.00386171386539,466,0.030625,2,0,30,4,0.0444915254237,0.0645161290323,0.0322580645161,0.0645161290323,0.290322580645,0.0645161290323,0.0,22442,1174,0.030625,4,3,21,0.14936440678,0.0828729281768,0.044198895027599994,0.0165745856354,0.563535911602,0.154696132597,0.116022099448,156.07143511,22442,0.0032715376226799997,1091,305,-1.0,2,0,0,0,2,0.028601694915299996,0.047619047619,0.0,0.0,0.0,0.595238095238,0.047619047619,0.309523809524,5.3145469245,206.02333699,0.0662889410408,-1,0
0.00505540301517,585.02,-0.083503251081,0.48781024466899997,0.004166433122210001,7.667589906989999,783.040218791,125.0,608.26,0.0897914558296,0.03875,10.4405362505,1.2197460657299999,170.934977578,-0.075387569757,0.0020765649980999997,1.63891895196,121.580045736,39.0993377483,2.84298116329,538.27,-0.204988200255,0.944419700261,0.006756997591060001,584.34,0.0326220679828,1.25295367377,13.466196634600001,112.97822240299999,0.0295799458586,1.20357075982,99.01808609620001,15.28697846,1.2889351906,-0.058491643898,0.00571858540256,500,598.76,0.0522740450551,0.020555555555599996,174,538.27,0,76,4,0,1,0,0.0568011958146,0.0481927710843,0.0,0.493975903614,0.0120481927711,0.33734939759000004,0.10843373494000001,0.0,83.29897958560001,0.0291144247261,0.0016978909939000001,24833,495416,-0.058491643898,0.0,591,0.01625,547.92,1,1,0,0.0403587443946,0.547169811321,0.0188679245283,0.09433962264149999,0.0188679245283,0.264150943396,0.056603773584900006,0.0,113.572103271,0.00166420949222,-1,0.0,550,0.0701394787573,0.0377777777778,-0.204988200255,0,49,2,233,4,1,0,0.22571001494800003,0.16955017301,0.0138408304498,0.00346020761246,70.0994073463,42,0.0,575,0.0504875016849,0.03875,3,478,0,6,0,0.411808669656,0.005617977528089999,0.895131086142,0.0861423220974,71.6714346546,517,0.006062951496390001,316,0.0311111111111,2,0,30,4,0.0351270553064,0.07462686567160001,0.029850746268700004,0.07462686567160001,0.313432835821,0.0597014925373,70.4741704148,26757,633,0.0311111111111,6,4,17,0.175635276532,0.0524344569288,0.08988764044939998,0.0149812734082,0.644194756554,0.11235955056199999,0.063670411985,89.7981354384,142,0.00473669545834,633,211,-1.0,0,0,4,1,3,0.012705530642799999,0.0,0.0,0.16,0.04,0.48,0.12,0.2,5.13602234881,139.60479934399999,0.0334600572144,-1,1
0.004670828397510001,586.5,0.0017323010774100002,0.37081218974,0.00364540838331,8.18747989639,733.3126139660001,100.0,661.54,0.251422251494,0.06625,9.399404507869999,1.2847793875,245.71295578,0.0170165137983,0.0014720710199600002,1.6275108283500002,106.183738854,36.609047619,2.55752787773,562.15,-0.233095152291,0.8679086241439999,0.0059007223846200005,641.81,0.0626685389768,1.3095184739,22.567531009899998,94.9583036762,0.0338509823433,1.26469154615,93.63326727360001,13.411542604500001,1.2731178957200002,-0.00124019833231,0.0035574001334,2432,647.04,0.0953660324838,0.02,281,573.92,1,96,8,5,4,4,0.0372381691234,0.0689655172414,0.0431034482759,0.37068965517200003,0.0344827586207,0.293103448276,0.155172413793,0.0344827586207,258.687700357,0.031913290385,0.00113881907171,85365,1111429,0.0106497993066,0.0,924,0.0075,573.77,4,2,0,0.0252133436773,0.352112676056,0.056338028169,0.154929577465,0.0281690140845,0.295774647887,0.112676056338,0.0,160.689772932,0.0010537990919,80302,0.0,1166,0.18008226566100002,0.0425,-0.0993326788532,3,47,2,600,7,1,2,0.25950349107799997,0.070996978852,0.0105740181269,0.00151057401813,130.738179416,533,0.0,1566,0.251422251494,0.06625,2,1258,3,9,0,0.515903801396,0.0015082956259400001,0.9487179487180001,0.0384615384615,142.537672076,5737,0.00389785435868,916,0.0375,5,2,71,0,0.0415050426687,0.0745341614907,0.0310559006211,0.08695652173910001,0.354037267081,0.0,0.0,92427,2148,0.0625,11,5,24,0.146237393328,0.0559139784946,0.0795698924731,0.010752688172,0.623655913978,0.154838709677,0.051612903225800005,187.074993496,80669,0.0029889409185999997,2148,334,-0.0636626859365,2,0,3,1,0,0.011636927851,0.0487804878049,0.0,0.0731707317073,0.0243902439024,0.5609756097559999,0.0,0.292682926829,19.359182603,418.70823517900004,0.027854064383099997,80852,1
0.006199826534029999,568.67,0.0120935501543,0.629042783184,0.00430062694957,5.98036430383,795.475848441,108.0,639.38,0.312986227227,0.07,9.83627267477,1.45072580557,189.833034111,-0.00416722011385,0.00155573575522,1.37599920603,144.47532875,40.619266055,3.12233986477,447.06,-0.198922093507,0.898858081567,0.005843290121060001,568.11,0.0511705212027,1.32609777809,11.886800883,138.08817037,0.035365759232099996,1.22983988924,125.76774376799999,15.273307886300001,1.55847159169,0.0453089755454,0.00503584335565,841,639.38,0.111739826328,0.016875,198,535.48,0,85,3,3,3,5,0.07630161579889999,0.0277777777778,0.0277777777778,0.324074074074,0.0277777777778,0.37037037037,0.17592592592599998,0.046296296296300006,137.538695854,0.0271618513149,0.0013425364075399999,44178,424274,0.08243209804139999,0.0,450,0.02875,542.72,5,4,3,0.0341113105925,0.0952380952381,0.119047619048,0.119047619048,0.0952380952381,0.357142857143,0.14285714285700002,0.07142857142860001,68.4249440845,0.00192222825812,2415,6.66389004581e-06,791,0.312986227227,0.03875,-0.101229665886,2,31,7,209,9,2,1,0.23608617594300002,0.11877394636,0.0344827586207,0.00766283524904,87.22277785700001,2973,9.995835068719999e-06,475,0.11369367488,0.04125,2,358,4,6,1,0.36983842010799994,0.00492610837438,0.8817733990150001,0.0812807881773,67.1525118965,2823,0.00479556823349,458,0.035,1,1,80,1,0.104129263914,0.0828729281768,0.005524861878449999,0.0994475138122,0.359116022099,0.005524861878449999,93.9799701139,46252,1049,0.05375,5,10,29,0.24326750448800002,0.0718085106383,0.0877659574468,0.0265957446809,0.5,0.223404255319,0.07712765957449999,111.90121304700001,125,0.00422520333791,591,236,-0.09146042312410001,1,0,3,3,3,0.0359066427289,0.015873015873,0.0,0.047619047619,0.047619047619,0.5079365079370001,0.047619047619,0.33333333333299997,8.19620335142,126.974760262,0.024953699425,45927,0
0.00558078417243,572.51,0.18521053443399998,0.496158991659,0.0043625239117399996,6.422271364069999,731.582982822,84.0,594.87,0.309969538058,0.0588888888889,12.3138863843,1.28679353843,196.46359832599998,0.10663304189400001,0.00135744961882,1.53879968531,116.108190902,35.844574780100004,2.88121502772,515.87,-0.320756535822,1.0078233323399999,0.00663440380672,594.87,0.0847102259582,1.2786845136700002,7.61005904615,112.136863909,0.0523871811454,1.22908249434,98.35658526809999,11.6158458219,1.4512385903999998,0.0413911274774,0.0051964412251,425,583.06,0.23719345261,0.013333333333299998,192,554.91,0,66,6,1,1,7,0.055230125522999995,0.06976744186049999,0.0116279069767,0.302325581395,0.0116279069767,0.38372093023299997,0.13953488372099998,0.0813953488372,-1.0,0.0510588045187,0.00115336750382,25242,460275,0.0396583635382,0.0,600,0.0177777777778,555.61,0,0,4,0.04016736401669999,0.385964912281,0.0,0.08771929824560001,0.0,0.315789473684,0.140350877193,0.0701754385965,96.03744836969999,0.00116604843473,24409,0.0,575,0.29610742654399996,0.0288888888889,-0.10935933523600001,1,30,0,187,6,2,0,0.19079497907900003,0.132743362832,0.026548672566400002,0.008849557522120001,83.05547214810001,450,0.0,533,0.23719345261,0.0325,0,520,1,4,0,0.469456066946,0.0,0.936936936937,0.0522522522523,82.0441845245,5447,0.004313862655939999,650,0.02,1,1,49,2,0.0619246861925,0.0686274509804,0.00980392156863,0.127450980392,0.28431372549,0.019607843137299998,120.40991630799999,25408,650,0.0588888888889,3,7,25,0.21589958159000003,0.059748427673,0.10377358490599999,0.022012578616400002,0.575471698113,0.150943396226,0.0786163522013,99.6931478859,22943,0.00544999263515,308,183,0.0119341405105,1,0,3,2,2,0.0309623430962,0.0181818181818,0.0,0.0545454545455,0.0363636363636,0.545454545455,0.0363636363636,0.309090909091,5.94378192606,54.105863309300005,0.046250396934,23951,0
0.0045700533574899995,622.58,-0.0412100319997,0.494510926333,0.00350087722823,7.76366245122,805.66167335,100.0,674.35,0.248723461318,0.10125,9.78445538852,1.30890745701,253.51262433099998,0.0175424170848,0.00121767231476,1.32401257411,144.414558309,38.5629562044,3.2793337879,585.02,-0.20770649350900003,1.13899958497,0.00461038034564,624.15,0.132463001126,1.37509899105,9.40465799303,131.274287485,0.0430812136699,1.3206027386799999,122.51351195,13.5710734881,1.58684447579,-0.0067624882392500005,0.00501695545129,958,656.01,0.16403991624000003,0.026666666666700003,199,599.9,0,108,17,9,5,1,0.0413159908187,0.14406779661,0.0762711864407,0.372881355932,0.0423728813559,0.23728813559300002,0.118644067797,0.00847457627119,123.033655452,0.0412649784345,0.00155586570071,24257,946950,0.00472002634758,0.0,1124,0.02625,600.43,7,1,0,0.030986993114,0.35106382978699996,0.07446808510639999,0.159574468085,0.0106382978723,0.265957446809,0.13829787234000002,0.0,174.91069149700002,0.00131520994466,24390,0.0,775,0.21427591755699998,0.03875,-0.08857540467039998,2,60,5,522,11,4,0,0.24024483550099998,0.09933774834439998,0.0182119205298,0.00662251655629,113.236347938,341,0.0,966,0.158298658946,0.0325,2,738,6,13,0,0.336266258607,0.0023923444976100003,0.8827751196170001,0.0789473684211,123.832414861,1091,0.00278249386908,2915,0.02125,5,1,74,1,0.0451415455241,0.09497206703910001,0.027932960893900002,0.111731843575,0.340782122905,0.00558659217877,380.66219854599996,58,2915,0.035625,8,6,13,0.0948737566947,0.0818181818182,0.11818181818199999,0.0181818181818,0.5,0.218181818182,0.0393939393939,299.31987682700003,58,0.00542005420054,375,184,-0.13163483437100001,0,0,0,1,0,0.005355776587609999,0.0,0.0,0.0,0.0434782608696,0.5652173913040001,0.0,0.391304347826,9.10171655967,92.94208287549999,0.0652316284347,-1,1
0.00593909456672,634.6,0.009339291353200002,0.547264681523,0.00421421423801,6.168781802560001,1091.40116676,133.0,671.67,0.241563218537,0.10625,11.9376084419,1.4148867083899999,201.80428652,0.0463296165701,0.0015633549466099997,1.31539644567,127.973549222,37.695846645399996,3.03011125886,575.62,-0.344308911482,1.06367500793,0.0054995908146100005,623.26,0.194511311722,1.32520597654,10.0327410643,120.205664108,0.040728695395699996,1.24333127165,106.511437395,12.1553042478,1.4998469769299998,-0.00432093965759,0.005023009594850001,791,640.86,0.156566225581,0.08625,199,603.41,0,167,33,3,1,3,0.0941906373378,0.17741935483899998,0.0161290322581,0.360215053763,0.005376344086020001,0.322580645161,0.10215053763399999,0.0161290322581,95.5630744839,0.0403400078976,0.00207706619433,15048,595855,0.009339291353200002,0.0,883,0.0655555555556,-1.0,1,0,1,0.0998307952623,0.38048780487800005,0.00487804878049,0.160975609756,0.0,0.282926829268,0.16585365853700001,0.00487804878049,132.563149617,0.00185355518217,-1,4.61601665459e-06,541,0.241563218537,0.02375,-0.06199747059209999,2,39,1,223,3,0,0,0.151720248167,0.14552238806,0.011194029850700001,0.0,71.8527204275,500,4.61601665459e-06,774,0.186922294494,0.03875,2,674,2,2,1,0.408347433728,0.0027777777777800005,0.936111111111,0.0527777777778,79.8856115123,308,0.00417839949133,816,0.05875,0,0,78,1,0.077834179357,0.154639175258,0.0,0.13917525773199999,0.298969072165,0.00515463917526,127.069697525,14323,1332,0.10625,3,4,14,0.22165820643000003,0.120762711864,0.129237288136,0.00847457627119,0.533898305085,0.171610169492,0.0296610169492,124.42236945299999,14323,0.00451520912548,808,221,-0.0286057947879,4,0,3,0,1,0.010716300056399999,0.166666666667,0.0,0.125,0.0,0.5,0.0416666666667,0.166666666667,8.709018752510001,169.676980695,0.0337708014225,19728,1
0.005321795978069999,600.45,-0.012350966387100001,0.519009878321,0.00407949123059,7.582005000830001,946.524468044,92.0,634.37,0.22350551925200002,0.08875,12.620326240599999,1.30900513359,207.600488998,-0.027182687713700002,0.0014697407261199998,1.5044997646399998,140.652309359,37.8291223404,3.25228252426,585.09,-0.445737258749,0.952696440195,0.006095575840609999,623.29,0.20876448889899998,1.2900793524,8.27250942499,135.372631571,0.04454136541619999,1.25132204602,129.848481196,13.331214513299999,1.8173611117500001,-0.07131508779689999,0.0047601611131499995,550,623.37,0.22350551925200002,0.08875,210,588.5,0,130,20,5,2,0,0.0635696821516,0.140845070423,0.0352112676056,0.42253521126800003,0.0140845070423,0.281690140845,0.10563380281700001,0.0,-1.0,0.04363620486000001,0.0026267958823400005,35084,761406,0.0230275064587,0.0,733,0.04,587.66,8,6,0,0.0669926650367,0.521126760563,0.056338028169,0.183098591549,0.0422535211268,0.147887323944,0.049295774647900005,0.0,115.215909849,0.00148837329907,34742,0.0,575,0.142429852313,0.04875,-0.17155409419300002,2,53,1,388,10,3,2,0.226405867971,0.11546840958599999,0.0217864923747,0.006535947712420001,92.7824458132,808,0.0,858,0.222031416217,0.03,2,685,5,22,1,0.381907090465,0.00258064516129,0.883870967742,0.0658064516129,99.1475978219,458,0.0037407136130599996,816,0.036666666666699994,3,2,111,6,0.0699266503667,0.0641025641026,0.0128205128205,0.0470085470085,0.367521367521,0.025641025641,142.443589032,38315,924,0.0655555555556,14,9,71,0.223960880196,0.054662379421199996,0.059485530546599996,0.014469453376200002,0.559485530547,0.175241157556,0.114147909968,132.584558708,1108,0.0049156866405299995,416,203,-0.142072033489,0,2,4,2,2,0.038630806845999996,0.0,0.0157480314961,0.0314960629921,0.0157480314961,0.535433070866,0.0157480314961,0.385826771654,5.1678688816100005,88.42597947520001,0.0338722838546,36216,1
0.006396166286949999,565.52,0.0745899263838,0.47483163668799994,0.0047292353988699996,6.29278836527,742.388155487,92.0,707.64,0.281304935123,0.035,9.09434369233,1.35802307833,185.12084063,0.0588621358818,0.00130518568612,1.4358085905700002,103.858354818,33.569241012,2.7571512364200004,529.32,-0.406104498701,0.929355036076,0.00673478126357,597.34,0.0237314718527,1.35092376945,23.0394027313,103.652001665,0.0519466326517,1.3121731965299999,92.16343989280001,10.8584343052,1.3564318958500001,0.12872957153,0.00488286926699,458,656.72,0.20747814628800001,0.010625,204,544.85,0,84,12,1,0,1,0.0490367775832,0.126315789474,0.0105263157895,0.389473684211,0.0,0.326315789474,0.136842105263,0.0105263157895,82.73131136100001,0.0510144561587,0.000997686609857,48883,547037,0.12216719029999999,0.0,491,0.01375,-1.0,2,2,0,0.043782837127800005,0.36470588235299994,0.0235294117647,0.235294117647,0.0235294117647,0.223529411765,0.129411764706,0.0,67.9999006359,0.0010743801736099999,-1,0.0,441,0.209118741595,0.024375,-0.102594366821,0,42,0,283,3,2,0,0.19848219498,0.12727272727299999,0.00909090909091,0.006060606060609999,68.4792240741,425,0.0,758,0.215681122825,0.02625,0,556,0,1,0,0.357851722125,0.0,0.919008264463,0.0793388429752,73.1751189901,600,0.00480064008534,591,0.0183333333333,0,1,81,2,0.0630472854641,0.0786516853933,0.0,0.0561797752809,0.393258426966,0.011235955056200002,93.3242263025,49258,591,0.02125,2,1,14,0.13601868067700001,0.08895705521469999,0.08282208588960001,0.00306748466258,0.5245398773009999,0.251533742331,0.0429447852761,88.6244498062,49016,0.005444646098,316,183,-0.043532935753,1,0,0,0,2,0.008756567425570001,0.04,0.0,0.0,0.0,0.56,0.08,0.32,12.6412574553,0.0,0.0474540771915,50806,0
0.00459319215088,610.83,0.0488247797262,0.434521530679,0.004135525286679999,8.11522064815,664.5174849809999,92.0,665.41,0.253434222161,0.0825,10.7909902672,1.11538480586,212.330513595,0.0346576940318,0.0014470983285799998,1.84769327365,102.809469354,34.8468253968,2.5300149682299997,522.19,-0.510226216533,0.9911271746960001,0.0075765438554599995,598.37,0.0794356411929,1.19464987574,14.7528741176,121.869481121,0.029338292745099998,1.19562433438,106.82379874200001,13.6123407222,1.41865599373,0.0504358776982,0.00476024613956,824,610.73,0.140657364126,0.0633333333333,210,-1.0,0,123,14,6,2,5,0.0743202416918,0.10071942446,0.043165467625900004,0.438848920863,0.0143884892086,0.294964028777,0.07194244604319999,0.035971223021599996,135.871232435,0.0291325098247,0.00235104551135,-1,639465,0.0681579553894,0.0,833,0.0675,-1.0,2,2,2,0.0326283987915,0.25,0.0333333333333,0.283333333333,0.0333333333333,0.283333333333,0.08333333333330001,0.0333333333333,144.721723865,0.0027061084749200005,-1,0.0,808,0.11326869860300001,0.026666666666700003,-1.0,1,33,1,234,5,0,1,0.168580060423,0.12,0.0181818181818,0.0,115.144794676,-1,2.20016193192e-06,824,0.22443445866700001,0.05375,3,507,2,7,1,0.336555891239,0.005405405405409999,0.913513513514,0.05765765765769999,104.06674152,-1,0.00478142076503,1058,0.04,1,0,77,3,0.0592145015106,0.03125,0.00625,0.0875,0.375,0.01875,147.006276603,-1,1058,0.0625,5,5,45,0.17583081570999998,0.0461165048544,0.0995145631068,0.012135922330100002,0.5266990291260001,0.194174757282,0.10922330097100001,133.960763684,-1,0.00504107542942,550,198,-1.0,1,1,4,3,5,0.0326283987915,0.0113636363636,0.0113636363636,0.0454545454545,0.034090909090900005,0.5227272727269999,0.056818181818199996,0.318181818182,9.25022601347,106.08362667799999,0.027563008536900004,-1,0
