abspathanglesrate,enddistance,endpupilsize,eyemovementvelocity,fixationrate,fixationsaccadetimeratio,longestsaccadedistance,longestsaccadeduration,maxdistance,maxpupilsize,maxpupilvelocity,maxsaccadespeed,meanabspathangles,meanfixationduration,meanpupilsize,meanpupilvelocity,meanrelpathangles,meansaccadedistance,meansaccadeduration,mindistance,minpupilsize,minsaccadespeed,relpathanglesrate,startdistance,startpupilsize,stddevabspathangles,stddevdistance,stddevpathdistance,stddevpupilsize,stddevrelpathangles,stddevsaccadedistance,stddevsaccadeduration,stddevsaccadespeed,Relevant bars_endpupilsize,Relevant bars_fixationrate,Relevant bars_longestfixation,Relevant bars_maxdistance,Relevant bars_maxpupilsize,Relevant bars_maxpupilvelocity,Relevant bars_meanfixationduration,Relevant bars_mindistance,Relevant bars_numevents,Relevant bars_numfixations,Relevant bars_numtransfrom_Refs,Relevant bars_numtransfrom_Text,Relevant bars_numtransfrom_legend,Relevant bars_proportionnum,Relevant bars_proptransfrom_Non-relevant bars,Relevant bars_proptransfrom_Refs,Relevant bars_proptransfrom_Relevant bars,Relevant bars_proptransfrom_Text,Relevant bars_proptransfrom_Viz,Relevant bars_proptransfrom_labels,Relevant bars_proptransfrom_legend,Relevant bars_stddevfixationduration,Relevant bars_stddevpupilsize,Relevant bars_stddevpupilvelocity,Relevant bars_timetofirstfixation,Relevant bars_timetolastfixation,Non-relevant bars_endpupilsize,Non-relevant bars_leftclicrate,Non-relevant bars_longestfixation,Non-relevant bars_maxpupilvelocity,Non-relevant bars_mindistance,Non-relevant bars_numtransfrom_Refs,Non-relevant bars_numtransfrom_Text,Non-relevant bars_numtransfrom_legend,Non-relevant bars_proptransfrom_Non-relevant bars,Non-relevant bars_proptransfrom_Refs,Non-relevant bars_proptransfrom_Relevant bars,Non-relevant bars_proptransfrom_Text,Non-relevant bars_proptransfrom_Viz,Non-relevant bars_proptransfrom_labels,Non-relevant bars_proptransfrom_legend,Non-relevant bars_stddevfixationduration,Non-relevant bars_stddevpupilvelocity,Non-relevant bars_timetofirstfixation,Text_leftclicrate,Text_longestfixation,Text_maxpupilsize,Text_maxpupilvelocity,Text_mindistance,Text_minpupilsize,Text_numtransfrom_Non-relevant bars,Text_numtransfrom_Refs,Text_numtransfrom_Relevant bars,Text_numtransfrom_Text,Text_numtransfrom_Viz,Text_numtransfrom_labels,Text_numtransfrom_legend,Text_proportionnum,Text_proptransfrom_Refs,Text_proptransfrom_Relevant bars,Text_proptransfrom_Viz,Text_proptransfrom_labels,Text_stddevfixationduration,Text_timetofirstfixation,Refs_leftclicrate,Refs_longestfixation,Refs_maxpupilsize,Refs_maxpupilvelocity,Refs_numtransfrom_Non-relevant bars,Refs_numtransfrom_Refs,Refs_numtransfrom_Viz,Refs_numtransfrom_legend,Refs_proportionnum,Refs_proptransfrom_Non-relevant bars,Refs_proptransfrom_Refs,Refs_proptransfrom_Text,Refs_proptransfrom_Viz,Refs_stddevfixationduration,Refs_timetofirstfixation,labels_fixationrate,labels_longestfixation,labels_maxpupilvelocity,labels_numtransfrom_Refs,labels_numtransfrom_Text,labels_numtransfrom_legend,labels_proportionnum,labels_proptransfrom_Non-relevant bars,labels_proptransfrom_Refs,labels_proptransfrom_Relevant bars,labels_proptransfrom_Text,labels_proptransfrom_labels,labels_proptransfrom_legend,labels_stddevfixationduration,labels_timetofirstfixation,Viz_maxpupilvelocity,Viz_numtransfrom_Text,Viz_numtransfrom_legend,Viz_proptransfrom_Non-relevant bars,Viz_proptransfrom_Relevant bars,Viz_proptransfrom_Text,Viz_proptransfrom_Viz,Viz_proptransfrom_labels,Viz_proptransfrom_legend,Viz_stddevfixationduration,Viz_timetofirstfixation,legend_fixationrate,legend_longestfixation,legend_meanfixationduration,legend_mindistance,legend_minpupilsize,legend_numtransfrom_Non-relevant bars,legend_numtransfrom_Refs,legend_numtransfrom_Relevant bars,legend_numtransfrom_Text,legend_numtransfrom_labels,legend_proportionnum,legend_proptransfrom_Non-relevant bars,legend_proptransfrom_Refs,legend_proptransfrom_Relevant bars,legend_proptransfrom_Text,legend_proptransfrom_labels,legend_proptransfrom_legend,legend_stddevfixationduration,legend_stddevpupilsize,legend_timetofirstfixation,BarChartLit
0.0040387827731700006,623.98,0.17472418958500002,0.42826736409999994,0.00358728442393,8.3570113846,987.7231053160001,117.0,666.44,0.402150792689,0.12125,9.29625998045,1.1330920806,241.801178203,0.11569555563799999,0.0022470982507600003,1.69608411833,150.167294965,40.1372683596,588.08,-0.327117984206,1.1681597075299999,0.00600667647336,622.26,0.266822566049,1.2757226205399999,7.614081259389999,111.102642415,0.0546965582809,1.2750653488700001,113.82340989299999,14.433690421400001,1.43982706534,0.0957827240452,0.00396854029872,641,644.51,0.36080050121600005,0.02625,251,603.76,0,55,5,0,1,0.027000490918,0.166666666667,0.0757575757576,0.242424242424,0.0,0.348484848485,0.151515151515,0.0151515151515,-1.0,0.0649047677032,0.00182639410897,27072,934901,0.304413740116,0.0,525,0.03625,-1.0,2,2,5,0.190476190476,0.031746031746,0.17460317460299998,0.031746031746,0.33333333333299997,0.15873015873,0.0793650793651,92.012754218,0.00240929560499,-1,0.0,650,0.334486679369,0.045,589.54,-0.127884761652,0,46,2,410,10,3,0,0.23416789396200002,0.0976645435244,0.00424628450106,0.0212314225053,0.0063694267515899995,93.4915400837,566,0.0,1332,0.398391675282,0.09,1,896,6,1,0.477663230241,0.0010341261633900001,0.926577042399,0.059979317476699996,0.0062047569803500005,112.848130766,3372,0.00380934683638,883,0.030625,5,0,4,0.0402552773687,0.075,0.0416666666667,0.108333333333,0.0,0.3,0.0333333333333,0.0,22442,0.035,4,32,0.07645259938839999,0.0733944954128,0.0122324159021,0.556574923547,0.159021406728,0.0978593272171,0.0,22442,0.00346196065186,1091,288,600.0,-1.0,3,0,2,0,4,0.020127638684300002,0.047619047619,0.0,0.031746031746,0.0,0.0634920634921,0.28571428571400004,179.12544487,0.0667112090054,-1,0
0.00499886514577,567.37,-0.042412753566100005,0.48639664138000005,0.00412770402833,7.65820583878,842.463488116,125.0,608.26,0.0897914558296,0.03875,10.4405362505,1.21803390034,171.904761905,-0.08062272909070001,0.00212772336564,1.64841216114,124.015345826,39.7115987461,528.03,-0.313967345838,0.944419700261,0.00672615571214,584.34,0.0326220679828,1.24947075341,12.9833571653,114.18282156299999,0.0322524218223,1.2099932251799999,100.40597770299999,15.720546523900001,1.30542742355,-0.0852897944512,0.005475007604180001,500,598.76,0.0522740450551,0.020555555555599996,182,538.27,0,108,0,1,1,0.047619047619,0.064,0.0,0.44799999999999995,0.008,0.32799999999999996,0.14400000000000002,0.008,86.38524882729999,0.0290062369967,0.0015881090393,24833,889368,-0.0727839908597,0.0,733,0.01625,547.92,4,1,2,0.465346534653,0.039603960396,0.118811881188,0.00990099009901,0.25742574257399997,0.0891089108911,0.019801980198,125.6521287,0.0015442777473199999,-1,0.0,550,0.0701394787573,0.0377777777778,529.36,-0.204988200255,0,77,2,333,4,1,0,0.192680776014,0.18465227817699997,0.00479616306954,0.00959232613909,0.00239808153477,70.6628836042,42,0.0,658,0.0862183690892,0.03875,4,830,9,0,0.41446208112899996,0.00436205016358,0.905125408942,0.07960741548530001,0.009814612868049999,73.0405084042,517,0.0053213096108500006,475,0.0311111111111,2,0,4,0.05776014109349999,0.0909090909091,0.00956937799043,0.047846889952199996,0.0,0.382775119617,0.0191387559809,80.1995108368,26757,0.0311111111111,5,20,0.06823027718550001,0.07249466950960001,0.010660980810200001,0.5820895522389999,0.211087420043,0.0426439232409,91.8724978343,142,0.004922945205479999,633,203,600.0,-1.0,0,0,7,1,3,0.010141093474399999,0.0,0.0,0.212121212121,0.030303030303,0.0909090909091,0.212121212121,0.0,0.031617496328400004,-1,1
0.00477983336142,557.09,0.022539796945500002,0.39660272156599996,0.00377631783146,7.50107561508,752.148656725,100.0,661.54,0.251422251494,0.06625,9.399404507869999,1.26985075688,236.611706102,0.0268982891128,0.00137547162894,1.64306116583,107.640134588,37.1136638452,545.82,-0.233095152291,0.8679086241439999,0.0061645411661,641.81,0.0626685389768,1.32571587125,25.09325159,99.1984686755,0.0365033984235,1.2864619575,96.3243965926,13.4108538741,1.28350037689,-0.0175889450858,0.00360288230584,2432,647.04,0.0953660324838,0.02,277,550.51,1,108,7,4,4,0.026899128269,0.0629921259843,0.0551181102362,0.370078740157,0.0314960629921,0.29921259842500003,0.149606299213,0.0314960629921,-1.0,0.0309983413416,0.00111967010225,85365,1784361,0.0017323010774100002,0.0,924,0.0075,552.75,5,2,0,0.347222222222,0.0694444444444,0.152777777778,0.0277777777778,0.29166666666700003,0.111111111111,0.0,-1.0,0.00104589009171,80302,0.0,1166,0.18008226566100002,0.0425,545.82,-0.0993326788532,3,66,2,759,10,1,3,0.21369863013700002,0.0781990521327,0.00236966824645,0.011848341232200002,0.00118483412322,126.253990082,533,0.0,1566,0.251422251494,0.06625,2,1937,14,2,0.508841843088,0.00098231827112,0.95137524558,0.036345776031400004,0.006876227897840001,134.375234779,5737,0.0039449146463900004,916,0.0375,6,2,0,0.027397260274,0.0736196319018,0.0368098159509,0.0920245398773,0.0122699386503,0.34969325153399994,0.0,0.0,92427,0.0625,5,26,0.05691056910569999,0.08333333333330001,0.010162601626,0.619918699187,0.14837398374000002,0.0528455284553,182.011327825,80669,0.00324464633355,2148,308,579.42,-0.0636626859365,3,1,4,1,1,0.00871731008717,0.063829787234,0.0212765957447,0.08510638297869999,0.0212765957447,0.0212765957447,0.255319148936,0.0,0.0280711476638,80852,1
0.00596339789104,518.23,-0.0328449665514,0.573829151598,0.00417001115918,6.19833367215,795.475848441,125.0,684.92,0.312986227227,0.07,9.83627267477,1.43884931921,194.418309859,-0.0014596969520799998,0.0016113590943599998,1.42085304439,137.07234731100002,40.4684848485,447.06,-0.198922093507,0.898858081567,0.00585264943598,568.11,0.0511705212027,1.3121240784200001,16.6832931904,131.799712368,0.035371212823,1.22218468739,118.77563050299999,15.468367166099998,1.4678314207299998,0.0257704900212,0.00512525019713,841,639.38,0.111739826328,0.04125,195,510.37,0,169,10,7,7,0.07934272300470001,0.0588235294118,0.0490196078431,0.323529411765,0.0343137254902,0.35294117647100004,0.14705882352900002,0.0343137254902,120.979558486,0.0328627785286,0.0015842136543800002,44178,814361,-0.00744493536995,0.0,500,0.0425,505.41,7,5,5,0.212389380531,0.0619469026549,0.22123893805300002,0.0442477876106,0.29203539823,0.12389380531,0.0442477876106,87.07746464200001,0.00219444527627,2415,8.6270558274e-06,2457,0.312986227227,0.03875,447.06,-0.118814302858,6,67,8,330,13,2,1,0.20234741784000002,0.156908665105,0.0187353629977,0.030444964871200002,0.00468384074941,151.634106736,2973,5.17623349644e-06,641,0.22115534526299999,0.04125,5,699,12,2,0.377464788732,0.0062656641603999995,0.8759398496240001,0.0864661654135,0.015037593984999998,69.3236314539,2823,0.00462264150943,491,0.035,2,1,1,0.0920187793427,0.103678929766,0.006688963210699999,0.0969899665552,0.0033444816053499996,0.34782608695699996,0.0033444816053499996,97.10396226299999,46252,0.05375,14,42,0.07210884353739999,0.0857142857143,0.0190476190476,0.5646258503399999,0.191836734694,0.0571428571429,107.49130246899999,125,0.004687247454340001,591,213,523.4,-0.09146042312410001,3,0,5,4,3,0.0272300469484,0.0344827586207,0.0,0.0574712643678,0.0459770114943,0.0344827586207,0.310344827586,113.80731638700001,0.026036763130299997,45927,0
0.00537916902185,586.5,0.0916412817151,0.492572384525,0.0042235063498600005,6.52162634648,1119.79925552,100.0,599.99,0.368883511992,0.0588888888889,12.3138863843,1.28082198988,204.14477095900003,0.109938481437,0.00140013435365,1.57894659227,118.87139244299999,36.008109478,513.1,-0.320756535822,1.0078233323399999,0.00659376184667,594.87,0.0847102259582,1.28919891134,9.90215358125,118.341312817,0.06053099319230001,1.23737018711,105.69209066299999,12.0705303515,1.48869676662,0.138425908074,0.00509722484425,1033,593.27,0.334228233207,0.03375,196,554.91,0,108,2,1,9,0.04667242869490001,0.0888888888889,0.014814814814799999,0.288888888889,0.007407407407409999,0.4,0.133333333333,0.06666666666669999,-1.0,0.0602193431529,0.001256984844,25242,958445,0.174813950798,0.0,891,0.03125,555.61,0,1,5,0.318584070796,0.0,0.132743362832,0.008849557522120001,0.33628318584100003,0.159292035398,0.0442477876106,137.673295051,0.00124166180171,24409,0.0,1274,0.342892052904,0.0288888888889,513.1,-0.10935933523600001,2,53,1,315,11,3,0,0.172428694901,0.137662337662,0.0025974025974,0.0285714285714,0.0077922077922100005,101.90890355200001,450,0.0,1108,0.368883511992,0.03875,3,799,8,1,0.37942955920500004,0.0034722222222199994,0.924768518519,0.056712962963,0.00925925925926,89.5539625069,5447,0.00416560833122,808,0.02,1,1,5,0.0708729472774,0.0853658536585,0.00406504065041,0.0691056910569,0.00406504065041,0.329268292683,0.020325203252,0.0,25408,0.0588888888889,16,56,0.0622222222222,0.0755555555556,0.0237037037037,0.5718518518519999,0.17185185185199997,0.082962962963,112.84495843799999,22943,0.00499202662414,491,200,557.38,-0.008859026760239998,3,0,4,2,3,0.0311149524633,0.028846153846200002,0.0,0.0384615384615,0.0192307692308,0.028846153846200002,0.298076923077,77.974625703,0.0465163547769,23951,0
0.00448583123329,644.44,0.0162025409344,0.481999778576,0.0034610282724200003,7.934822240439999,805.66167335,100.0,698.68,0.248723461318,0.105,9.78445538852,1.3001618125399999,256.71219043,0.00730330260077,0.00127157184864,1.32695252922,143.741241764,38.399315459200004,585.02,-0.296695981557,1.13899958497,0.0045639094417700005,624.15,0.132463001126,1.37189099915,11.714561238900002,129.290389455,0.043004068389800004,1.32419340365,120.206198587,13.429511208,1.55555544753,0.0205084839045,0.0048556694126300004,958,667.52,0.16403991624000003,0.026666666666700003,205,599.9,0,145,11,8,1,0.0348641500361,0.16875,0.06875,0.325,0.05,0.25625,0.125,0.00625,122.44570792399999,0.0401591398716,0.00150852627945,24257,1630610,0.0391675701081,0.0,1124,0.02875,600.43,19,5,1,0.34920634920599997,0.10052910052899999,0.12169312169299999,0.026455026455000002,0.26455026454999997,0.13227513227499998,0.0052910052910100005,162.655743548,0.00145204307241,24390,0.0,1016,0.21427591755699998,0.04333333333330001,585.02,-0.123022948431,5,106,8,806,21,6,2,0.239240201972,0.111111111111,0.0083857442348,0.022012578616400002,0.0062893081761,119.348238412,341,0.0,1049,0.158298658946,0.06375,3,1343,25,0,0.38711228660700003,0.00198281559815,0.887640449438,0.0753469927297,0.0165234633179,118.71578470799999,1091,0.00288048091507,2915,0.02125,10,2,1,0.0497715797067,0.123745819398,0.0334448160535,0.0802675585284,0.006688963210699999,0.33779264214,0.0033444816053499996,0.0,58,0.035625,12,20,0.10101010100999999,0.09259259259260001,0.020202020201999998,0.510101010101,0.213804713805,0.03367003367,257.457659865,58,0.00577200577201,375,173,617.14,-0.13163483437100001,0,0,1,1,0,0.005770617937000001,0.0,0.0,0.0285714285714,0.0285714285714,0.0,0.314285714286,0.0,0.0589001754615,-1,1
0.0057839185537,615.35,-0.046819436135599996,0.548847049242,0.00415612758894,6.09744636233,1091.40116676,133.0,671.67,0.241563218537,0.10625,11.9376084419,1.39795540445,205.847592657,0.038584013011800006,0.00155702780467,1.28998229778,131.012249386,37.969028261700004,575.62,-0.344308911482,1.06367500793,0.0053130474679,623.26,0.194511311722,1.32388471813,9.52282475427,121.670164351,0.0404311190584,1.2417381469,108.437079327,12.4681705096,1.52769568348,0.0169283085814,0.004892670663310001,791,644.14,0.156566225581,0.08625,204,603.41,0,253,4,2,5,0.0876342223762,0.150537634409,0.0143369175627,0.37992831541199995,0.00716845878136,0.329749103943,0.100358422939,0.0179211469534,98.2754470459,0.039513898157,0.00203791695427,15048,977666,-0.014945563777100001,0.0,1033,0.08375,-1.0,1,2,3,0.43137254901999994,0.0032679738562100004,0.14052287581700001,0.006535947712420001,0.277777777778,0.13071895424799998,0.00980392156863,132.64056806,0.0018813145283599999,-1,2.7972223582e-06,541,0.241563218537,0.0555555555556,577.27,-0.12574521530899999,3,59,4,390,8,0,1,0.162798753031,0.12688172042999998,0.008602150537629999,0.0172043010753,0.0,70.6098623795,500,2.7972223582e-06,774,0.186922294494,0.03875,2,884,4,1,0.334257014202,0.00210526315789,0.9305263157889999,0.058947368421099995,0.00421052631579,79.2252029349,308,0.00400806193028,816,0.05875,0,0,1,0.06061655697959999,0.161825726141,0.0,0.136929460581,0.0,0.290456431535,0.00414937759336,0.0,14323,0.10625,10,25,0.12609970674499998,0.13636363636399998,0.014662756598200002,0.529325513196,0.151026392962,0.036656891495599996,136.588918872,14323,0.0039656311963,1274,252,602.88,-0.06199747059209999,7,0,5,1,1,0.0124696917215,0.145833333333,0.0,0.104166666667,0.020833333333299998,0.020833333333299998,0.25,226.176163958,0.038587350686,19728,1
0.005310766025779999,600.85,0.045139051987300005,0.516526930098,0.00406242523767,7.71798722479,946.524468044,109.0,649.25,0.22350551925200002,0.08875,12.620326240599999,1.31216608772,205.779588336,-0.0312939308397,0.00147024289657,1.4927770712900001,138.75929525,37.664006384699995,585.09,-0.445737258749,0.952696440195,0.0060192204411699994,623.29,0.20876448889899998,1.29291331699,8.07344116358,132.32761915,0.043440624764800005,1.24018977721,125.39113269200001,13.385682066400001,1.76163541118,-0.05657405744440001,0.0048117466144200005,766,631.64,0.22350551925200002,0.08875,207,588.5,0,194,5,5,1,0.0554602630074,0.147321428571,0.0223214285714,0.352678571429,0.0223214285714,0.3125,0.13839285714299998,0.00446428571429,-1.0,0.0418318619516,0.0023252894604299996,35084,1334583,-0.0742632938673,0.0,733,0.04,587.66,11,8,1,0.44247787610600003,0.0486725663717,0.194690265487,0.0353982300885,0.194690265487,0.0796460176991,0.0044247787610600005,123.260278086,0.0014611480258599997,34742,0.0,575,0.170437809983,0.075,586.73,-0.17155409419300002,5,89,2,597,18,4,2,0.207833047456,0.124128312413,0.00278940027894,0.0251046025105,0.00557880055788,91.81881937969999,808,0.0,858,0.222031416217,0.0633333333333,3,1005,25,1,0.330188679245,0.00263157894737,0.881578947368,0.07719298245610001,0.021929824561400003,98.4324496311,458,0.0037929786463999997,924,0.036666666666699994,3,3,9,0.0748999428245,0.0772833723653,0.007025761124119999,0.046838407494099996,0.007025761124119999,0.372365339578,0.021077283372400002,139.88746161,38315,0.0655555555556,16,98,0.0626242544732,0.0606361829026,0.0159045725646,0.5556660039760001,0.191848906561,0.09741550695830001,129.950447319,1108,0.00477103491327,583,209,589.42,-0.142072033489,0,2,4,2,3,0.030588907947400004,0.0,0.011560693641600001,0.023121387283200002,0.011560693641600001,0.017341040462400002,0.387283236994,98.1186228549,0.033302699277400004,36216,1
0.006330726880020001,547.91,-0.0008774577591819998,0.469319179648,0.004661493128989999,6.56573953864,918.4039838880001,133.0,707.64,0.281304935123,0.0744444444444,9.125371394830001,1.36482597375,189.527714503,0.046581341574800005,0.00132764890971,1.4783571522999999,104.952433739,33.665937909899995,529.32,-0.406104498701,0.929355036076,0.006823327734810001,597.34,0.0237314718527,1.3382846457200002,22.540364351799997,104.035115102,0.052330742071000004,1.3051456934899999,95.0336725727,11.0795812243,1.37794043417,0.046699806157,0.00494741427594,641,656.72,0.20747814628800001,0.01125,202,544.85,0,159,1,1,3,0.0603644646925,0.06666666666669999,0.005555555555560001,0.45,0.005555555555560001,0.33333333333299997,0.12222222222200001,0.0166666666667,-1.0,0.05321693619469999,0.00107779450984,48883,867640,-0.12064091520300001,0.0,824,0.01375,-1.0,3,4,0,0.323529411765,0.0294117647059,0.196078431373,0.0392156862745,0.28431372549,0.127450980392,0.0,106.539090374,0.0010704077446499999,-1,0.0,466,0.209118741595,0.02625,530.5,-0.10751615274399999,1,73,0,422,5,2,0,0.19855732725900002,0.14512922465199998,0.0,0.00994035785288,0.00397614314115,67.5476134044,425,0.0,758,0.215681122825,0.02625,0,832,1,0,0.35649202733499996,0.0,0.9132821075740001,0.0856201975851,0.0010976948408299998,71.60689893029999,600,0.004429344406689999,933,0.0275,0,1,4,0.06681852695519999,0.07092198581560001,0.0,0.0673758865248,0.00354609929078,0.37943262411300005,0.0141843971631,115.85135796700001,49258,0.0275,2,27,0.0661290322581,0.09354838709680001,0.00322580645161,0.56935483871,0.21935483871,0.043548387096800006,119.602808976,49016,0.00434090580234,541,230,551.06,-0.046814126368,2,0,3,0,6,0.011389521640099999,0.0408163265306,0.0,0.061224489795900006,0.0,0.122448979592,0.265306122449,0.0,0.0417867648776,50806,0
0.00475179453086,578.8,0.047213681754300005,0.450691585249,0.0042231045215,7.88431354233,758.213715577,109.0,665.41,0.253434222161,0.0825,10.7909902672,1.1299421584799998,206.85700420599997,0.0347223286884,0.0014930643475699998,1.8086356310599998,105.83229117799999,35.2871287129,479.31,-0.510226216533,0.975432506814,0.00757380965997,598.37,0.0794356411929,1.19677438379,13.2008394679,120.792060889,0.028006087242200002,1.19267760912,108.576962133,14.0074959191,1.41722488686,0.0149917223157,0.00465755380278,824,612.66,0.163212735733,0.0633333333333,214,-1.0,0,261,13,3,12,0.08443869297960001,0.137704918033,0.042622950819699995,0.367213114754,0.00983606557377,0.295081967213,0.10819672131100001,0.0393442622951,135.265749829,0.0255602519408,0.00190018856084,-1,1207170,0.047213681754300005,0.0,833,0.0675,-1.0,10,2,7,0.293103448276,0.0574712643678,0.241379310345,0.0114942528736,0.264367816092,0.0919540229885,0.0402298850575,125.495308153,0.00232746436099,-1,0.0,808,0.11326869860300001,0.026666666666700003,600.0,-1.0,3,64,2,350,11,1,1,0.141054674863,0.148148148148,0.00462962962963,0.025462962963,0.00231481481481,111.475929055,-1,1.19651145121e-06,1049,0.22443445866700001,0.05375,6,1077,16,1,0.381753477839,0.00510204081633,0.915816326531,0.0527210884354,0.0136054421769,105.23238954799999,-1,0.0047810714047500005,1058,0.0475,5,1,7,0.06955677774180001,0.050898203592800007,0.0149700598802,0.09880239520960002,0.00299401197605,0.347305389222,0.0209580838323,123.305524355,-1,0.0625,13,80,0.050997782705100005,0.106430155211,0.0144124168514,0.559866962306,0.169623059867,0.0886917960089,118.280311175,-1,0.00510023733778,550,196,600.0,-1.0,3,1,13,5,9,0.0326755095438,0.01875,0.00625,0.08125,0.03125,0.05625,0.3125,101.18838866200001,0.0273146790877,-1,0
