[1] "Userchar,WindowSize,Slice,Model,Repeat,Accuracy_mean,Accuracy_sd,Kappa_mean,Kappa_sd,AccuracyHigh_mean,AccuracyHigh_sd,AccuracyLow_mean,AccuracyLow_sd"
[1] "BarChartLit,1000,4,rf,5,0.576666666666667,0.253396678240284,0.287613856731504,0.25531121480687,0.56,0.398701596388782,0.607142857142857,0.239578711874977"
[1] "BarChartLit,1000,4,regLogistic,5,0.596666666666667,0.220801010911982,0.161363636363636,0.418766517749597,0.56,0.306231575409489,0.642857142857143,0.259697135218732"
[1] "BarChartLit,1000,4,xgbTree,5,0.586666666666667,0.236329963931474,0.236969696969697,0.280839311969987,0.52,0.393841479673118,0.642857142857143,0.143414092894723"
[1] "BarChartLit,1000,4,svmLinear,5,0.596666666666667,0.291632273104417,0.311585081585082,0.402437050161296,0.6,0.294392028877595,0.607142857142857,0.371153744479045"
[1] "BarChartLit,1000,4,MajorityClass,6,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,4,rf,6,0.533333333333333,0.220549258236436,0.187222581340228,0.307803530344463,0.52,0.311528489868904,0.535714285714286,0.254401911505152"
[1] "BarChartLit,1000,4,regLogistic,6,0.513333333333333,0.25298221281347,0.108208458208458,0.42272838761624,0.36,0.347059072781566,0.642857142857143,0.264417956332662"
[1] "BarChartLit,1000,4,xgbTree,6,0.53,0.304878036735923,0.153790327319739,0.462626674432714,0.48,0.345760032392409,0.571428571428571,0.305838870920598"
[1] "BarChartLit,1000,4,svmLinear,6,0.563333333333333,0.190159127646191,0.11002331002331,0.331041634694064,0.48,0.366810577819125,0.642857142857143,0.153689815325691"
[1] "BarChartLit,1000,4,MajorityClass,7,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,4,rf,7,0.546666666666667,0.237372447879584,0.15510567863509,0.384006520108543,0.36,0.305019732209306,0.714285714285714,0.254401911505152"
[1] "BarChartLit,1000,4,regLogistic,7,0.503333333333333,0.343349514181816,0.0461313196607314,0.582238127427057,0.36,0.426527755164803,0.642857142857143,0.305065572917184"
[1] "BarChartLit,1000,4,xgbTree,7,0.603333333333333,0.188856206322871,0.182317682317682,0.431422826420467,0.56,0.297645078226724,0.642857142857143,0.238095238095238"
[1] "BarChartLit,1000,4,svmLinear,7,0.676666666666667,0.135218159347345,0.349765234765235,0.293045460643789,0.68,0.35631862561893,0.678571428571428,0.283390017005669"
[1] "BarChartLit,1000,4,MajorityClass,8,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,4,rf,8,0.643333333333333,0.133379621594868,0.339525474525474,0.188979681174687,0.44,0.291356978445495,0.821428571428571,0.184427778390829"
[1] "BarChartLit,1000,4,regLogistic,8,0.53,0.175295165540092,0.108955848073495,0.299889619971362,0.44,0.3544427028867,0.607142857142857,0.238095238095238"
[1] "BarChartLit,1000,4,xgbTree,8,0.603333333333333,0.14094040418157,0.249606863724511,0.252533341572237,0.6,0.258198889747161,0.607142857142857,0.326025331848313"
[1] "BarChartLit,1000,4,svmLinear,8,0.513333333333333,0.160400732734387,0.161499774735069,0.194819652389754,0.44,0.403319558993445,0.571428571428571,0.289165661940265"
[1] "BarChartLit,1000,4,MajorityClass,9,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,4,rf,9,0.683333333333333,0.218440036125972,0.331002331002331,0.466513751250638,0.56,0.364742425606121,0.785714285714285,0.273204991715214"
[1] "BarChartLit,1000,4,regLogistic,9,0.626666666666667,0.215337805251123,0.222510822510822,0.473480196500201,0.56,0.321570221580617,0.678571428571428,0.224828817051036"
[1] "BarChartLit,1000,4,xgbTree,9,0.696666666666667,0.166629625513489,0.376648351648352,0.361683369693501,0.56,0.364742425606121,0.821428571428571,0.232066532019261"
[1] "BarChartLit,1000,4,svmLinear,9,0.643333333333333,0.188594541900257,0.29022644022644,0.354604221855025,0.64,0.251808275097161,0.642857142857143,0.276641667586244"
[1] "BarChartLit,1000,4,MajorityClass,10,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,4,rf,10,0.593333333333333,0.223219982290625,0.166939531057178,0.390073457939229,0.48,0.334738704066321,0.714285714285714,0.263343809889477"
[1] "BarChartLit,1000,4,regLogistic,10,0.583333333333333,0.181386974636828,0.0668631368631368,0.344923550785304,0.48,0.192483765549202,0.678571428571429,0.255143609613945"
[1] "BarChartLit,1000,4,xgbTree,10,0.503333333333333,0.187544233465529,-0.0849900099900101,0.233903594424144,0.52,0.317490157327751,0.5,0.363696483726654"
[1] "BarChartLit,1000,4,svmLinear,10,0.6,0.196889390518548,0.161181955299602,0.413383496940363,0.48,0.192483765549202,0.714285714285714,0.28272243064376"
[1] "BarChartLit,1000,5,MajorityClass,1,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,5,rf,1,0.466666666666667,0.165551826952793,0.011856280973928,0.193744614394272,0.4,0.244948974278318,0.535714285714286,0.180432479045916"
[1] "BarChartLit,1000,5,regLogistic,1,0.443333333333333,0.306332345946097,0.0206626706626707,0.463800441911939,0.48,0.389615194775563,0.428571428571428,0.24939187455542"
[1] "BarChartLit,1000,5,xgbTree,1,0.343333333333333,0.301047553767888,-0.0978354978354979,0.459768430468435,0.28,0.359583091927304,0.428571428571428,0.304644960556096"
[1] "BarChartLit,1000,5,svmLinear,1,0.443333333333333,0.192482162072358,0.00247252747252741,0.273653468187181,0.4,0.173205080756888,0.5,0.285714285714286"
[1] "BarChartLit,1000,5,MajorityClass,2,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,5,rf,2,0.59,0.241420692189555,0.130411255411255,0.442145523217796,0.6,0.3,0.571428571428571,0.348303305674471"
[1] "BarChartLit,1000,5,regLogistic,2,0.583333333333333,0.190677803352561,0.141484985602633,0.38448297798489,0.6,0.3,0.571428571428571,0.243199261048326"
[1] "BarChartLit,1000,5,xgbTree,2,0.38,0.206798046651233,-0.145621045621046,0.322013256185317,0.32,0.275771644662754,0.428571428571429,0.324718611832997"
[1] "BarChartLit,1000,5,svmLinear,2,0.493333333333333,0.307036813653138,-0.0202189966895851,0.519967204106125,0.48,0.428135492572153,0.5,0.318104505140176"
[1] "BarChartLit,1000,5,MajorityClass,3,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,5,rf,3,0.53,0.175295165540092,0.0403513153513152,0.35856032397895,0.44,0.309838667696593,0.607142857142857,0.228165976372461"
[1] "BarChartLit,1000,5,regLogistic,3,0.626666666666667,0.160861876185368,0.153529803529803,0.36639744868008,0.56,0.327278338896895,0.678571428571428,0.298174085621733"
[1] "BarChartLit,1000,5,xgbTree,3,0.39,0.189899258542686,-0.12720906544436,0.329678888931177,0.36,0.266110531198626,0.428571428571428,0.358594931669281"
[1] "BarChartLit,1000,5,svmLinear,3,0.486666666666667,0.13984117975602,-0.0399835458658989,0.221615117109748,0.48,0.29739610697594,0.5,0.352616823674969"
[1] "BarChartLit,1000,5,MajorityClass,4,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,5,rf,4,0.51,0.229895306284952,-0.00274725274725281,0.482556033854146,0.4,0.291865011923638,0.607142857142857,0.373311264329896"
[1] "BarChartLit,1000,5,regLogistic,4,0.506666666666667,0.208936164862989,-0.032920412920413,0.431699522888448,0.44,0.3038030551135,0.571428571428571,0.283390017005669"
[1] "BarChartLit,1000,5,xgbTree,4,0.446666666666667,0.253956348927318,-0.0778956337779867,0.492349192061006,0.36,0.316929715306792,0.535714285714286,0.338117593716521"
[1] "BarChartLit,1000,5,svmLinear,4,0.543333333333333,0.181930661055521,0.084891579009226,0.367562016989462,0.52,0.26443510721144,0.571428571428571,0.341592685978688"
[1] "BarChartLit,1000,5,MajorityClass,5,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,5,rf,5,0.503333333333333,0.201506670538732,0.157111026228673,0.262070915729474,0.44,0.329533902038307,0.571428571428571,0.314204534970325"
[1] "BarChartLit,1000,5,regLogistic,5,0.556666666666667,0.207899548393502,0.0495504495504495,0.350161591262887,0.52,0.287260367121047,0.571428571428571,0.279223138769855"
[1] "BarChartLit,1000,5,xgbTree,5,0.356666666666667,0.154799751172161,-0.127845683728037,0.28929286253831,0.2,0.294392028877595,0.5,0.26006523906787"
[1] "BarChartLit,1000,5,svmLinear,5,0.506666666666667,0.13033669598769,-0.00284068872304178,0.2909399278104,0.48,0.231580719468676,0.535714285714286,0.286828185789447"
[1] "BarChartLit,1000,5,MajorityClass,6,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,5,rf,6,0.623333333333333,0.20370033667251,0.29010989010989,0.343145009583379,0.6,0.20727509006864,0.642857142857143,0.377714413787009"
[1] "BarChartLit,1000,5,regLogistic,6,0.57,0.23011001126407,0.177580752580752,0.399030849216742,0.52,0.335989417822777,0.607142857142857,0.34090050150658"
[1] "BarChartLit,1000,5,xgbTree,6,0.456666666666667,0.211432503895933,0.00517815517815516,0.287949932469986,0.48,0.361478445646026,0.428571428571428,0.289165661940265"
[1] "BarChartLit,1000,5,svmLinear,6,0.496666666666667,0.265948105956272,-0.00836516424751722,0.424071759103977,0.4,0.38681989301176,0.571428571428571,0.305838870920598"
[1] "BarChartLit,1000,5,MajorityClass,7,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,5,rf,7,0.54,0.17412922688142,0.101591545709193,0.303524663642017,0.44,0.218750661374662,0.642857142857143,0.26690748763175"
[1] "BarChartLit,1000,5,regLogistic,7,0.56,0.252298079635288,0.0549700299700299,0.477274214161397,0.6,0.272165526975909,0.535714285714286,0.41456385481652"
[1] "BarChartLit,1000,5,xgbTree,7,0.34,0.227058484879019,-0.221051497522086,0.27756641572944,0.36,0.272980802472479,0.321428571428571,0.300383982028184"
[1] "BarChartLit,1000,5,svmLinear,7,0.44,0.175541490294502,-0.136738261738262,0.343403769619433,0.44,0.26471508093434,0.464285714285714,0.288511440147516"
[1] "BarChartLit,1000,5,MajorityClass,8,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,5,rf,8,0.523333333333333,0.221136235311858,0.0926906426906427,0.411656239774858,0.48,0.338082830087539,0.571428571428571,0.194889351711249"
[1] "BarChartLit,1000,5,regLogistic,8,0.493333333333333,0.179023413876647,0.0354811854811854,0.265856961732249,0.48,0.331360830515618,0.5,0.208927723509336"
[1] "BarChartLit,1000,5,xgbTree,8,0.336666666666667,0.130950937942987,-0.269064269064269,0.225487047270494,0.36,0.306920185064456,0.321428571428571,0.272685754644595"
[1] "BarChartLit,1000,5,svmLinear,8,0.406666666666667,0.19167874358087,-0.171761571761572,0.385326674886056,0.36,0.35028559776274,0.464285714285714,0.286209887623126"
[1] "BarChartLit,1000,5,MajorityClass,9,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,5,rf,9,0.476666666666667,0.221136235311858,-0.129678654678655,0.406034180642287,0.36,0.410600283234915,0.571428571428571,0.364993088494188"
[1] "BarChartLit,1000,5,regLogistic,9,0.536666666666667,0.23277711482271,0.0247668997668997,0.462159321637755,0.44,0.319258399930097,0.607142857142857,0.276641667586244"
[1] "BarChartLit,1000,5,xgbTree,9,0.376666666666667,0.180568375613242,-0.198484848484849,0.354786269431602,0.36,0.277021191862176,0.392857142857143,0.264417956332662"
[1] "BarChartLit,1000,5,svmLinear,9,0.453333333333333,0.187379590967403,-0.20518648018648,0.344618070129623,0.36,0.348116625838504,0.535714285714286,0.357142857142857"
[1] "BarChartLit,1000,5,MajorityClass,10,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,5,rf,10,0.526666666666667,0.247854995441754,0.13911069322834,0.439140757782654,0.52,0.327051927013071,0.535714285714286,0.320029288153269"
[1] "BarChartLit,1000,5,regLogistic,10,0.53,0.175295165540092,0.0776155217331688,0.32620116636829,0.44,0.364742425606121,0.607142857142857,0.308300390469127"
[1] "BarChartLit,1000,5,xgbTree,10,0.43,0.255531399824554,-0.071186362656951,0.394938902568887,0.36,0.311031735906066,0.5,0.289818406928734"
[1] "BarChartLit,1000,5,svmLinear,10,0.546666666666667,0.153317229428092,0.0405758946935416,0.348361960479822,0.52,0.271347801962038,0.571428571428571,0.26902303582029"
[1] "BarChartLit,1000,6,MajorityClass,1,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,6,rf,1,0.503333333333333,0.194650684275419,-0.0138111888111888,0.232342079999376,0.32,0.213263877582401,0.678571428571428,0.305838870920598"
[1] "BarChartLit,1000,6,regLogistic,1,0.533333333333333,0.165551826952793,0.0214169164169164,0.307264306813002,0.4,0.258198889747161,0.642857142857143,0.242226070825902"
[1] "BarChartLit,1000,6,xgbTree,1,0.54,0.17412922688142,-0.0352064602064603,0.216944458117291,0.4,0.349602949390051,0.678571428571428,0.336717514850737"
[1] "BarChartLit,1000,6,svmLinear,1,0.526666666666667,0.166888740937943,-0.0565800865800867,0.315187459298397,0.48,0.393841479673118,0.571428571428571,0.362264858445308"
[1] "BarChartLit,1000,6,MajorityClass,2,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,6,rf,2,0.546666666666667,0.203184523567333,0.108035298035298,0.299279668499067,0.44,0.317726297306345,0.642857142857143,0.219297648883303"
[1] "BarChartLit,1000,6,regLogistic,2,0.49,0.306332345946097,0.00685628097392801,0.455235872615913,0.36,0.288010416478293,0.607142857142857,0.373311264329896"
[1] "BarChartLit,1000,6,xgbTree,2,0.486666666666667,0.247555954517931,0.103441558441558,0.357161228702346,0.4,0.351781181986757,0.571428571428571,0.291443873444104"
[1] "BarChartLit,1000,6,svmLinear,2,0.523333333333333,0.208492531766654,0.182830306947954,0.289562082108814,0.52,0.28644371174805,0.535714285714286,0.305220389254435"
[1] "BarChartLit,1000,6,MajorityClass,3,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,6,rf,3,0.54,0.290508281686418,0.0549558284852401,0.532568183612954,0.48,0.351140997321589,0.607142857142857,0.362525574462103"
[1] "BarChartLit,1000,6,regLogistic,3,0.543333333333333,0.284604989415154,0.145534465534466,0.53160355221181,0.56,0.323573793747269,0.535714285714286,0.321060930256647"
[1] "BarChartLit,1000,6,xgbTree,3,0.563333333333333,0.312872000806862,0.146007326007326,0.5141261418915,0.44,0.432666153055679,0.678571428571428,0.314369878100609"
[1] "BarChartLit,1000,6,svmLinear,3,0.486666666666667,0.264901565692188,-0.0141391941391942,0.482000634746512,0.48,0.317490157327751,0.5,0.279360569949175"
[1] "BarChartLit,1000,6,MajorityClass,4,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,6,rf,4,0.543333333333333,0.196292802205101,0.10525974025974,0.300632581826206,0.36,0.333999334663343,0.714285714285714,0.251788763162148"
[1] "BarChartLit,1000,6,regLogistic,4,0.526666666666667,0.227601557850122,0.0598701298701298,0.342213507273312,0.48,0.425484473320751,0.571428571428571,0.380083334141228"
[1] "BarChartLit,1000,6,xgbTree,4,0.626666666666667,0.140369881754256,0.246969696969697,0.273945092458831,0.64,0.211869981094276,0.607142857142857,0.302889835512085"
[1] "BarChartLit,1000,6,svmLinear,4,0.506666666666667,0.243837630655026,0.0717047658224128,0.442993094661096,0.48,0.309599502344322,0.535714285714286,0.357142857142857"
[1] "BarChartLit,1000,6,MajorityClass,5,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,6,rf,5,0.506666666666667,0.152185721495679,0.0522242463418934,0.308460552749343,0.52,0.228144690930997,0.5,0.25717224993682"
[1] "BarChartLit,1000,6,regLogistic,5,0.46,0.27968235951204,-0.0633958198664081,0.402034021968093,0.4,0.357071421427142,0.535714285714286,0.241053056325197"
[1] "BarChartLit,1000,6,xgbTree,5,0.556666666666667,0.241420692189555,0.136097040214687,0.436884653294513,0.48,0.251594912508182,0.642857142857143,0.331057993882765"
[1] "BarChartLit,1000,6,svmLinear,5,0.466666666666667,0.190515868883136,-0.0363611878317761,0.288657132302647,0.44,0.305695927352655,0.5,0.230021853114118"
[1] "BarChartLit,1000,6,MajorityClass,6,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,6,rf,6,0.513333333333333,0.269979423084221,0.113896887426299,0.401691001193699,0.4,0.326343377441614,0.607142857142857,0.232486010112349"
[1] "BarChartLit,1000,6,regLogistic,6,0.54,0.263312235441753,0.0177788877788878,0.456133150493212,0.52,0.29034462281916,0.571428571428571,0.393667994375868"
[1] "BarChartLit,1000,6,xgbTree,6,0.526666666666667,0.221554552544258,0.116904761904762,0.258848083944723,0.48,0.311528489868904,0.571428571428571,0.233512443403965"
[1] "BarChartLit,1000,6,svmLinear,6,0.493333333333333,0.140369881754256,0.046793010910658,0.274054672455451,0.52,0.207484939212464,0.464285714285714,0.262445329583912"
[1] "BarChartLit,1000,6,MajorityClass,7,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,6,rf,7,0.6,0.144871164560059,0.231877925995573,0.251292539065388,0.48,0.315524255098646,0.714285714285714,0.241053056325197"
[1] "BarChartLit,1000,6,regLogistic,7,0.45,0.235833169742124,-0.0691741591741592,0.472831486364526,0.4,0.333333333333333,0.5,0.298807152333598"
[1] "BarChartLit,1000,6,xgbTree,7,0.576666666666667,0.169275872432117,0.221115159350453,0.261689004096321,0.48,0.257336787541584,0.678571428571428,0.232066532019261"
[1] "BarChartLit,1000,6,svmLinear,7,0.483333333333333,0.150102845401181,0.0724839866016336,0.301330054936992,0.48,0.37456147198597,0.5,0.281718084909506"
[1] "BarChartLit,1000,6,MajorityClass,8,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,6,rf,8,0.56,0.234020153189347,0.155844155844156,0.429311724278442,0.48,0.353270434653114,0.642857142857143,0.355487233904943"
[1] "BarChartLit,1000,6,regLogistic,8,0.513333333333333,0.259724450376657,-0.0741258741258742,0.45190802050795,0.4,0.284604989415154,0.607142857142857,0.31978747725989"
[1] "BarChartLit,1000,6,xgbTree,8,0.6,0.172848324290045,0.111072261072261,0.336357906180892,0.52,0.263248931621764,0.678571428571428,0.320534470749677"
[1] "BarChartLit,1000,6,svmLinear,8,0.49,0.17781249660982,-0.0147619047619048,0.302358662678865,0.48,0.363730669589464,0.5,0.29277002188456"
[1] "BarChartLit,1000,6,MajorityClass,9,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,6,rf,9,0.533333333333333,0.313876597596123,0.115411059528707,0.593781252047245,0.44,0.421285510647449,0.607142857142857,0.305065572917184"
[1] "BarChartLit,1000,6,regLogistic,9,0.496666666666667,0.118060457414573,-0.0868997668997671,0.229222513152543,0.44,0.227058484879019,0.535714285714286,0.241053056325197"
[1] "BarChartLit,1000,6,xgbTree,9,0.626666666666667,0.260009496502733,0.272870266987914,0.488636907139007,0.56,0.309838667696593,0.678571428571428,0.311198157566629"
[1] "BarChartLit,1000,6,svmLinear,9,0.476666666666667,0.252909001348238,-0.072885447885448,0.500300132092827,0.52,0.398515764825954,0.428571428571428,0.252538136138053"
[1] "BarChartLit,1000,6,MajorityClass,10,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,6,rf,10,0.506666666666667,0.265181046936467,-0.00714285714285726,0.489976372443648,0.4,0.338843348488376,0.607142857142857,0.361612246028397"
[1] "BarChartLit,1000,6,regLogistic,10,0.503333333333333,0.312081818964827,0.0753770739064857,0.542951988612946,0.44,0.434272486571038,0.571428571428571,0.275100476387889"
[1] "BarChartLit,1000,6,xgbTree,10,0.506666666666667,0.265181046936467,-0.0609523809523811,0.536948255491471,0.4,0.327730693416725,0.607142857142857,0.375078726933876"
[1] "BarChartLit,1000,6,svmLinear,10,0.45,0.170148809234595,-0.12529304029304,0.376551475715284,0.52,0.309599502344322,0.392857142857143,0.228165976372461"
[1] "BarChartLit,1000,7,MajorityClass,1,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,7,rf,1,0.593333333333333,0.221554552544258,0.208582887700535,0.35333123735568,0.52,0.334738704066321,0.642857142857143,0.280204816569996"
[1] "BarChartLit,1000,7,regLogistic,1,0.453333333333333,0.131656117720877,0.0288540870893812,0.284390470434651,0.4,0.280624304008046,0.5,0.219728066665192"
[1] "BarChartLit,1000,7,xgbTree,1,0.55,0.243051587269193,0.209007267242561,0.419229464592791,0.6,0.410791918128875,0.5,0.219728066665192"
[1] "BarChartLit,1000,7,svmLinear,1,0.57,0.196544218001013,0.08508658008658,0.335610501804109,0.6,0.351781181986757,0.535714285714286,0.321060930256647"
[1] "BarChartLit,1000,7,MajorityClass,2,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,7,rf,2,0.57,0.187544233465529,0.159025778143425,0.348862619240993,0.52,0.366565642648585,0.607142857142857,0.282555287601871"
[1] "BarChartLit,1000,7,regLogistic,2,0.466666666666667,0.286744175568088,-0.129628704628705,0.423109204869057,0.36,0.413297489485255,0.535714285714286,0.307379630651382"
[1] "BarChartLit,1000,7,xgbTree,2,0.483333333333333,0.248079039575179,0.00106560106560102,0.452767719324833,0.52,0.294894833733931,0.464285714285714,0.307379630651382"
[1] "BarChartLit,1000,7,svmLinear,2,0.503333333333333,0.201506670538732,-0.00595238095238103,0.409040404104036,0.56,0.352346630675175,0.464285714285714,0.211846790714907"
[1] "BarChartLit,1000,7,MajorityClass,3,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,7,rf,3,0.526666666666667,0.100369687027877,0.0698534798534798,0.212798624039594,0.48,0.315119025131775,0.571428571428571,0.281046527136917"
[1] "BarChartLit,1000,7,regLogistic,3,0.483333333333333,0.177256179261598,0.000541125541125481,0.309065700168305,0.48,0.332490601370926,0.5,0.317063243737114"
[1] "BarChartLit,1000,7,xgbTree,3,0.51,0.241420692189555,0.0636727977904448,0.404909129490375,0.52,0.289050168655893,0.5,0.347896171338154"
[1] "BarChartLit,1000,7,svmLinear,3,0.523333333333333,0.185957648171782,0.0842857142857143,0.348166199818267,0.48,0.425499706227866,0.571428571428571,0.229198874257042"
[1] "BarChartLit,1000,7,MajorityClass,4,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,7,rf,4,0.546666666666667,0.196387120846984,0.036996336996337,0.313829143732325,0.48,0.27712812921102,0.607142857142857,0.204929679327782"
[1] "BarChartLit,1000,7,regLogistic,4,0.466666666666667,0.226623089493013,-0.0610989010989011,0.274944739365022,0.32,0.304220314903525,0.607142857142857,0.268570478721725"
[1] "BarChartLit,1000,7,xgbTree,4,0.486666666666667,0.222887891877686,-0.0531501831501832,0.31599174029558,0.48,0.240935676063135,0.5,0.25486340879549"
[1] "BarChartLit,1000,7,svmLinear,4,0.516666666666667,0.200770122217696,-0.073934398934399,0.285427818875113,0.48,0.332490601370926,0.535714285714286,0.347044739220188"
[1] "BarChartLit,1000,7,MajorityClass,5,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,7,rf,5,0.506666666666667,0.193601346796662,-0.0286963036963038,0.364328228003937,0.44,0.321570221580617,0.571428571428571,0.305838870920598"
[1] "BarChartLit,1000,7,regLogistic,5,0.513333333333333,0.193218356615859,0.0376423576423576,0.382019633083011,0.36,0.259058123036339,0.642857142857143,0.282555287601871"
[1] "BarChartLit,1000,7,xgbTree,5,0.566666666666667,0.1539600717839,0.108624708624709,0.302449885437034,0.56,0.201108041719978,0.571428571428571,0.217350221232209"
[1] "BarChartLit,1000,7,svmLinear,5,0.446666666666667,0.222333305569436,-0.127467532467533,0.443134024771256,0.44,0.338405848824335,0.464285714285714,0.333191579836243"
[1] "BarChartLit,1000,7,MajorityClass,6,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,7,rf,6,0.586666666666667,0.216709397495732,0.143746253746254,0.473539233436584,0.52,0.338186886751054,0.642857142857143,0.28834765277119"
[1] "BarChartLit,1000,7,regLogistic,6,0.433333333333333,0.1539600717839,-0.0740361599185129,0.321389808201532,0.32,0.317863236372244,0.535714285714286,0.186971729990313"
[1] "BarChartLit,1000,7,xgbTree,6,0.503333333333333,0.20990885735257,-0.00110223110223113,0.384913048435216,0.44,0.394029515720916,0.535714285714286,0.254401911505152"
[1] "BarChartLit,1000,7,svmLinear,6,0.54,0.238720871146592,0.108231768231768,0.478682292694436,0.52,0.407703596037884,0.571428571428571,0.245903704521106"
[1] "BarChartLit,1000,7,MajorityClass,7,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,7,rf,7,0.58,0.246055298411847,0.183516483516484,0.460573087075032,0.52,0.315524255098646,0.642857142857143,0.271818155389583"
[1] "BarChartLit,1000,7,regLogistic,7,0.45,0.170148809234595,-0.0173493173493174,0.312914616771759,0.36,0.286227053099329,0.535714285714286,0.235501748015203"
[1] "BarChartLit,1000,7,xgbTree,7,0.463333333333333,0.263148082987976,0.0282051282051282,0.430769680684412,0.52,0.359423406562768,0.428571428571429,0.396269451835553"
[1] "BarChartLit,1000,7,svmLinear,7,0.496666666666667,0.224130693795461,0.0147783588960059,0.407829206478268,0.52,0.297396106975939,0.5,0.330343736321705"
[1] "BarChartLit,1000,7,MajorityClass,8,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,7,rf,8,0.543333333333333,0.231500739939622,0.180935730935731,0.343498143288804,0.4,0.318561581929588,0.678571428571428,0.313137105656253"
[1] "BarChartLit,1000,7,regLogistic,8,0.496666666666667,0.222472081755203,0.0174458874458874,0.461373126237408,0.48,0.275412149063639,0.5,0.289318781178922"
[1] "BarChartLit,1000,7,xgbTree,8,0.556666666666667,0.235728448080769,0.208035102152749,0.355276249563551,0.52,0.267221644721021,0.607142857142857,0.290144228736999"
[1] "BarChartLit,1000,7,svmLinear,8,0.586666666666667,0.142465070442885,0.219030969030969,0.229534880833165,0.56,0.26887970599563,0.607142857142857,0.278365308359284"
[1] "BarChartLit,1000,7,MajorityClass,9,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,7,rf,9,0.583333333333333,0.173738841901243,0.253529803529803,0.2260839439022,0.48,0.343619082814203,0.678571428571428,0.201562303161909"
[1] "BarChartLit,1000,7,regLogistic,9,0.546666666666667,0.153317229428092,0.0889560439560439,0.307967153082354,0.48,0.271347801962038,0.607142857142857,0.223775748886852"
[1] "BarChartLit,1000,7,xgbTree,9,0.523333333333333,0.176418413976896,0.0972692013868484,0.336323444728656,0.56,0.3038030551135,0.5,0.237101099147455"
[1] "BarChartLit,1000,7,svmLinear,9,0.51,0.0875595035770913,0.0385878827055297,0.188507769936933,0.48,0.226732016723284,0.535714285714286,0.158233349502991"
[1] "BarChartLit,1000,7,MajorityClass,10,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,7,rf,10,0.55,0.241522945769824,0.133016983016983,0.466046292276637,0.52,0.323341924284495,0.571428571428571,0.305838870920598"
[1] "BarChartLit,1000,7,regLogistic,10,0.426666666666667,0.19423798563033,-0.173176823176823,0.395790741349125,0.36,0.294448637286709,0.5,0.314970394174356"
[1] "BarChartLit,1000,7,xgbTree,10,0.566666666666667,0.261052002766016,0.143846153846154,0.504518917538998,0.56,0.299499582637439,0.571428571428571,0.271470339309319"
[1] "BarChartLit,1000,7,svmLinear,10,0.413333333333333,0.170836720833623,-0.158241758241758,0.350798208185622,0.36,0.245865817062885,0.464285714285714,0.379585842652956"
[1] "BarChartLit,1000,8,MajorityClass,1,0.528301886792453,0,0,0,0,0,0,0"
[1] "BarChartLit,1000,8,rf,1,0.58,0.206798046651233,0.162720612720613,0.422087843736517,0.56,0.223772371114206,0.607142857142857,0.282555287601871"
