abspathanglesrate,enddistance,endpupilsize,eyemovementvelocity,fixationrate,fixationsaccadetimeratio,longestsaccadedistance,longestsaccadeduration,maxdistance,maxpupilsize,maxpupilvelocity,maxsaccadespeed,meanabspathangles,meanfixationduration,meanpupilsize,meanpupilvelocity,meanrelpathangles,meansaccadedistance,meansaccadeduration,meansaccadespeed,mindistance,minpupilsize,minsaccadespeed,relpathanglesrate,startdistance,startpupilsize,stddevabspathangles,stddevdistance,stddevpathdistance,stddevpupilsize,stddevrelpathangles,stddevsaccadedistance,stddevsaccadeduration,stddevsaccadespeed,Relevant bars_endpupilsize,Relevant bars_fixationrate,Relevant bars_longestfixation,Relevant bars_maxpupilsize,Relevant bars_maxpupilvelocity,Relevant bars_meanfixationduration,Relevant bars_mindistance,Relevant bars_numevents,Relevant bars_numfixations,Relevant bars_numtransfrom_Non-relevant bars,Relevant bars_numtransfrom_Refs,Relevant bars_numtransfrom_Text,Relevant bars_numtransfrom_legend,Relevant bars_proportionnum,Relevant bars_proptransfrom_Non-relevant bars,Relevant bars_proptransfrom_Refs,Relevant bars_proptransfrom_Relevant bars,Relevant bars_proptransfrom_Text,Relevant bars_proptransfrom_Viz,Relevant bars_proptransfrom_labels,Relevant bars_proptransfrom_legend,Relevant bars_stddevfixationduration,Relevant bars_stddevpupilsize,Relevant bars_stddevpupilvelocity,Relevant bars_timetofirstfixation,Relevant bars_timetolastfixation,Non-relevant bars_endpupilsize,Non-relevant bars_leftclicrate,Non-relevant bars_longestfixation,Non-relevant bars_maxpupilvelocity,Non-relevant bars_meanfixationduration,Non-relevant bars_mindistance,Non-relevant bars_numtransfrom_Refs,Non-relevant bars_numtransfrom_Text,Non-relevant bars_numtransfrom_legend,Non-relevant bars_proportionnum,Non-relevant bars_proptransfrom_Non-relevant bars,Non-relevant bars_proptransfrom_Refs,Non-relevant bars_proptransfrom_Relevant bars,Non-relevant bars_proptransfrom_Text,Non-relevant bars_proptransfrom_Viz,Non-relevant bars_proptransfrom_labels,Non-relevant bars_proptransfrom_legend,Non-relevant bars_stddevfixationduration,Non-relevant bars_stddevpupilvelocity,Non-relevant bars_timetofirstfixation,Text_leftclicrate,Text_longestfixation,Text_maxpupilsize,Text_maxpupilvelocity,Text_minpupilsize,Text_numtransfrom_Non-relevant bars,Text_numtransfrom_Refs,Text_numtransfrom_Relevant bars,Text_numtransfrom_Text,Text_numtransfrom_Viz,Text_numtransfrom_labels,Text_numtransfrom_legend,Text_proportionnum,Text_proptransfrom_Refs,Text_proptransfrom_Viz,Text_proptransfrom_labels,Text_timetofirstfixation,Refs_leftclicrate,Refs_longestfixation,Refs_maxpupilsize,Refs_maxpupilvelocity,Refs_numtransfrom_Non-relevant bars,Refs_numtransfrom_Refs,Refs_numtransfrom_Relevant bars,Refs_numtransfrom_Viz,Refs_numtransfrom_legend,Refs_proportionnum,Refs_proptransfrom_Non-relevant bars,Refs_proptransfrom_Refs,Refs_proptransfrom_Viz,Refs_stddevfixationduration,Refs_timetofirstfixation,labels_fixationrate,labels_longestfixation,labels_maxpupilvelocity,labels_numtransfrom_Refs,labels_numtransfrom_Text,labels_numtransfrom_Viz,labels_numtransfrom_legend,labels_proportionnum,labels_proptransfrom_Non-relevant bars,labels_proptransfrom_Refs,labels_proptransfrom_Relevant bars,labels_proptransfrom_labels,labels_proptransfrom_legend,labels_stddevfixationduration,labels_timetofirstfixation,Viz_longestfixation,Viz_maxpupilvelocity,Viz_numtransfrom_Refs,Viz_numtransfrom_Text,Viz_numtransfrom_legend,Viz_proportionnum,Viz_proptransfrom_Non-relevant bars,Viz_proptransfrom_Relevant bars,Viz_proptransfrom_Text,Viz_proptransfrom_Viz,Viz_proptransfrom_labels,Viz_proptransfrom_legend,Viz_stddevfixationduration,Viz_timetofirstfixation,legend_fixationrate,legend_longestfixation,legend_meanfixationduration,legend_minpupilsize,legend_numtransfrom_Non-relevant bars,legend_numtransfrom_Refs,legend_numtransfrom_Relevant bars,legend_numtransfrom_Text,legend_numtransfrom_labels,legend_proportionnum,legend_proptransfrom_Non-relevant bars,legend_proptransfrom_Refs,legend_proptransfrom_Relevant bars,legend_proptransfrom_Text,legend_proptransfrom_Viz,legend_proptransfrom_labels,legend_proptransfrom_legend,legend_stddevdistance,legend_stddevpupilsize,legend_timetofirstfixation,BarChartLit
0.0038062680850799997,616.43,0.20103801143199998,0.429188222784,0.00348366874384,8.488310889520001,987.7231053160001,117.0,643.99,0.364559618622,0.12125,9.29625998045,1.10048268526,251.27326969,0.10497436274800001,0.0018380812174200003,1.73171785464,148.927653801,39.871589085100005,3.36844212587,594.82,-0.266972105699,1.1681597075299999,0.005946343802079999,622.26,0.266822566049,1.27584394347,5.809133945319999,120.417823275,0.05080291470980001,1.29632104939,121.218297972,14.6650560851,1.50027633294,0.0863849305285,0.00391827595858,550,0.232990509389,0.0144444444444,255,603.76,0,14,1,2,0,0,0.0167064439141,0.052631578947400004,0.105263157895,0.210526315789,0.0,0.368421052632,0.263157894737,0.0,-1.0,0.04950010614030001,0.001503784613,27072,287233,0.172844630882,0.0,316,0.03625,196,-1.0,1,0,3,0.0167064439141,0.1,0.05,0.05,0.0,0.5,0.15,0.15,81.96528345770001,0.00290957289868,-1,0.0,600,0.278099918269,0.0375,-0.120366526838,0,10,0,129,7,1,0,0.177804295943,0.0680272108844,0.047619047619,0.0068027210884399995,566,0.0,1332,0.364559618622,0.07375,0,308,2,3,1,0.39618138424800003,0.0,0.930513595166,0.009063444108760001,121.930902626,3372,0.0038171876612,466,0.030625,2,0,26,2,0.0441527446301,0.056603773584900006,0.0377358490566,0.0754716981132,0.301886792453,0.0377358490566,0.0,22442,1174,0.030625,4,3,16,0.149164677804,0.0691823899371,0.0503144654088,0.0188679245283,0.572327044025,0.163522012579,0.100628930818,144.893397966,22442,0.0035276331261500002,749,283,-1.0,1,0,0,0,2,0.025059665871099996,0.030303030303,0.0,0.0,0.0,0.606060606061,0.0606060606061,0.30303030303,6.23201876357,0.07396786597919999,-1,0
0.00505688998718,587.87,-0.07457053423,0.484685364754,0.00414541354551,7.84207761648,783.040218791,125.0,608.26,0.0897914558296,0.03875,10.4405362505,1.22586544828,171.948697068,-0.07446433297410002,0.0020755042526400002,1.63107468646,121.446162496,39.166180758,2.83281321589,538.27,-0.204988200255,0.944419700261,0.00669540601332,584.34,0.0326220679828,1.25518645792,13.952297740799999,112.917175736,0.029871171912199998,1.2057510428,99.2286507484,15.450842955,1.2906462509899999,-0.06742436074909999,0.00577985550361,500,0.0522740450551,0.020555555555599996,173,538.27,0,68,4,0,1,0,0.055374592833900005,0.05333333333330001,0.0,0.48,0.013333333333299998,0.33333333333299997,0.12,0.0,84.9552120808,0.0281753476432,0.00171463100817,24833,422374,-0.058491643898,0.0,591,0.01625,202,547.92,1,1,0,0.0439739413681,0.547169811321,0.0188679245283,0.09433962264149999,0.0188679245283,0.264150943396,0.056603773584900006,0.0,113.572103271,0.00166420949222,-1,0.0,550,0.0701394787573,0.0377777777778,-0.204988200255,0,43,1,232,3,1,0,0.237785016287,0.153571428571,0.0107142857143,0.00357142857143,42,0.0,575,0.0504875016849,0.03875,3,437,0,6,0,0.407980456026,0.00616016427105,0.897330595483,0.0123203285421,72.1481254088,517,0.0061017889335699994,316,0.0311111111111,2,0,28,4,0.0358306188925,0.0793650793651,0.031746031746,0.0793650793651,0.301587301587,0.0634920634921,72.0876404592,26757,633,0.0311111111111,6,4,15,0.17833876221500003,0.0564516129032,0.08870967741939999,0.0161290322581,0.6451612903230001,0.108870967742,0.0604838709677,91.7170059166,142,0.00466708151836,633,214,-1.0,0,0,3,1,2,0.012214983713400001,0.0,0.0,0.13636363636399998,0.0454545454545,0.5,0.0909090909091,0.227272727273,5.02553579582,0.0336290460957,-1,1
0.00466787272747,577.13,0.0017323010774100002,0.369561814129,0.0036336111251,8.28802870847,733.3126139660001,100.0,661.54,0.251422251494,0.06625,9.399404507869999,1.28778730204,246.463514064,0.0174542322545,0.00148864392475,1.62769367652,106.88152371299999,36.719597989899995,2.5700233629299998,562.15,-0.233095152291,0.8679086241439999,0.005885472761089999,641.81,0.0626685389768,1.3089237175,21.742376346900002,93.9917226307,0.0342391874232,1.26401469544,93.7655235136,13.4328401468,1.2745299989799999,-0.0473139391831,0.00342537282259,2432,0.0953660324838,0.02,291,573.92,1,82,8,4,4,4,0.0334284549531,0.08,0.04,0.38,0.04,0.27,0.15,0.04,275.095292132,0.032778434503099994,0.00115739503093,85365,1055426,0.0106497993066,0.0,924,0.0075,294,573.77,4,2,0,0.0264981655116,0.352112676056,0.056338028169,0.154929577465,0.0281690140845,0.295774647887,0.112676056338,0.0,160.689772932,0.0010537990919,80302,0.0,1166,0.18008226566100002,0.0425,-0.0993326788532,3,46,2,596,6,1,2,0.269873624134,0.07012195121949999,0.00914634146341,0.0015243902439,533,0.0,1566,0.251422251494,0.06625,2,1188,2,9,0,0.512433754586,0.0015948963317399998,0.9473684210529999,0.007177033492819999,143.959815032,5737,0.00402554673892,916,0.0375,5,2,69,0,0.0423970648186,0.0759493670886,0.0316455696203,0.0822784810127,0.360759493671,0.0,0.0,92427,2148,0.0625,10,5,24,0.143090093763,0.059225512528499995,0.0660592255125,0.011389521640099999,0.621867881549,0.164009111617,0.0546697038724,186.15559544200002,80669,0.0029889409185999997,2148,334,-0.0636626859365,2,0,3,1,0,0.012229922543799999,0.0487804878049,0.0,0.0731707317073,0.0243902439024,0.5609756097559999,0.0,0.292682926829,19.359182603,0.027854064383099997,80852,1
0.00617884420561,558.59,0.047262824097800006,0.614766973129,0.00430715334397,6.03251931938,795.475848441,108.0,639.38,0.312986227227,0.07,9.83627267477,1.4430592953,190.81041257400003,-0.00606096792046,0.0015494469135799997,1.37889336971,140.952458116,40.1736972705,3.09059104913,447.06,-0.198922093507,1.0124077393700002,0.005869096089840001,568.11,0.0511705212027,1.3351391455700001,12.2618354616,135.48571618100002,0.035401380143,1.2459303801600001,121.76082346,14.999034436099999,1.53094073166,0.0511705212027,0.00455993051534,841,0.0628936125172,0.016875,219,535.48,0,63,3,1,2,3,0.061886051080599996,0.036585365853699994,0.0121951219512,0.256097560976,0.0243902439024,0.426829268293,0.20731707317099998,0.036585365853699994,152.685688114,0.022415319627,0.0013493561490699997,44178,370886,0.08243209804139999,0.0,450,0.02875,187,542.72,5,4,3,0.0373280943026,0.0952380952381,0.119047619048,0.119047619048,0.0952380952381,0.357142857143,0.14285714285700002,0.07142857142860001,68.4249440845,0.00192222825812,2415,1.83063010288e-05,791,0.312986227227,0.03875,-0.101229665886,2,26,6,207,9,2,1,0.250491159136,0.10276679841900001,0.035573122529599994,0.00790513833992,2973,1.09232713013e-05,475,0.11369367488,0.04125,2,340,2,4,0,0.37917485265199996,0.00526315789474,0.894736842105,0.0105263157895,67.16018842359999,2823,0.00474304860537,458,0.035,1,1,76,1,0.10707269155200001,0.08771929824560001,0.0058479532163699995,0.08771929824560001,0.362573099415,0.0058479532163699995,93.4779138105,46252,1049,0.05375,5,8,13,0.231827111984,0.083850931677,0.08695652173910001,0.0248447204969,0.503105590062,0.245341614907,0.040372670807500004,113.10864669600001,125,0.00388048117967,591,257,-0.0836450289144,1,0,2,1,2,0.0196463654224,0.0344827586207,0.0,0.0689655172414,0.0344827586207,0.551724137931,0.0689655172414,0.241379310345,10.531625556,0.0239265166512,45927,0
0.005658703869920001,563.85,0.060451530809,0.513350642981,0.00437267016652,6.281549958180001,634.370905115,83.0,594.87,0.309969538058,0.0588888888889,10.0128057041,1.3017873439799998,195.23107178,0.107280792353,0.00135273244432,1.52949031146,119.21699949299999,36.3348623853,2.93332670713,515.87,-0.320756535822,1.0078233323399999,0.00660904271207,594.87,0.0847102259582,1.27905995726,8.088202585800001,111.99973296200001,0.0522284783596,1.2204321297299998,96.8111039667,11.549634324200001,1.4425044346,0.08817575383670001,0.005452067242159999,383,0.23719345261,0.01,183,554.91,0,48,6,1,1,7,0.047197640118000005,0.0909090909091,0.0151515151515,0.227272727273,0.0151515151515,0.393939393939,0.151515151515,0.106060606061,-1.0,0.047656954847099996,0.0010394782749400002,25242,368788,0.0396583635382,0.0,600,0.0177777777778,201,555.61,0,0,4,0.047197640118000005,0.385964912281,0.0,0.08771929824560001,0.0,0.315789473684,0.140350877193,0.0701754385965,96.03744836969999,0.00116604843473,24409,0.0,575,0.29610742654399996,0.0288888888889,-0.10935933523600001,1,27,0,183,6,2,0,0.215339233038,0.123287671233,0.027397260274,0.009132420091319999,450,0.0,533,0.23719345261,0.0325,0,441,1,3,0,0.468043264503,0.0,0.934322033898,0.00635593220339,82.65745421220001,5447,0.0044309238807,533,0.02,1,1,43,2,0.0658800393314,0.07526881720430001,0.010752688172,0.12903225806500002,0.290322580645,0.021505376344099998,111.218185781,25408,625,0.0588888888889,3,6,25,0.193706981318,0.07509881422919999,0.10276679841900001,0.0237154150198,0.517786561265,0.169960474308,0.098814229249,96.7835002383,22943,0.00544999263515,308,183,0.0119341405105,1,0,3,2,2,0.0363815142576,0.0181818181818,0.0,0.0545454545455,0.0363636363636,0.545454545455,0.0363636363636,0.309090909091,5.94378192606,0.046250396934,23951,0
0.00459769775421,632.06,0.00472002634758,0.49696871397,0.0034934700410600003,7.794364087819999,805.66167335,100.0,674.35,0.248723461318,0.10125,9.59121039703,1.31958823227,253.508632138,0.0198916247257,0.00121004004186,1.3212723286499999,144.648088305,38.5029146794,3.2718818539499996,585.02,-0.20770649350900003,1.13899958497,0.00459130563994,624.15,0.132463001126,1.3714180783399998,8.74360822861,134.830315956,0.043385943865099995,1.31474403904,124.88693295700001,13.832349736800001,1.6093896135299999,-0.00389185959254,0.00493260402422,958,0.16403991624000003,0.026666666666700003,202,599.9,0,101,17,8,5,1,0.044710048694099995,0.155963302752,0.0733944954128,0.385321100917,0.045871559633,0.220183486239,0.110091743119,0.009174311926610001,123.39205809100001,0.0405194721191,0.00153271608794,24257,849010,0.00472002634758,0.0,1124,0.02625,221,600.43,7,1,0,0.0358565737052,0.35106382978699996,0.07446808510639999,0.159574468085,0.0106382978723,0.265957446809,0.13829787234000002,0.0,174.91069149700002,0.00131520994466,24390,0.0,775,0.21427591755699998,0.03875,-0.08857540467039998,2,44,5,406,10,4,0,0.214254094732,0.09341825902339998,0.0212314225053,0.00849256900212,341,0.0,858,0.158298658946,0.0325,2,610,6,11,0,0.320495794599,0.00290697674419,0.8866279069769999,0.015988372093,118.57597316,1091,0.00269145463154,2915,0.02125,5,1,67,1,0.0478087649402,0.10303030302999999,0.030303030303,0.10303030302999999,0.34545454545500004,0.006060606060609999,394.662413413,58,2915,0.035625,7,5,4,0.0973882248783,0.0940766550523,0.11846689895500001,0.0174216027875,0.501742160279,0.229965156794,0.013937282230000002,313.834627656,58,0.006242197253430001,300,160,-0.07565757576019999,0,0,0,0,0,0.00221336874723,0.0,0.0,0.0,0.0,0.714285714286,0.0,0.28571428571400004,13.121990798499999,0.0551280779311,-1,1
0.00595658007966,629.35,0.0169283085814,0.549955712782,0.00420090898979,6.19967491553,1091.40116676,133.0,671.67,0.241563218537,0.1,11.9376084419,1.42318454693,202.538793103,0.0490228343888,0.0015558624839699998,1.3128684028,129.040457514,37.8268156425,3.0449468465400003,575.62,-0.344308911482,1.06367500793,0.0054744876658,623.26,0.194511311722,1.32244430235,10.0767296352,121.450440543,0.040415854335,1.23970331879,107.497453533,12.1975083742,1.5042638023800001,0.0169283085814,0.00501623846426,791,0.156566225581,0.08625,199,603.41,0,156,32,2,1,3,0.09605911330050002,0.187134502924,0.011695906432700002,0.380116959064,0.0058479532163699995,0.309941520468,0.08771929824560001,0.017543859649099998,97.2900883457,0.0390068504976,0.0020128814358,15048,537321,0.0260351292553,0.0,883,0.0655555555556,240,-1.0,1,0,1,0.100369458128,0.385026737968,0.00534759358289,0.17112299465199998,0.0,0.272727272727,0.160427807487,0.00534759358289,131.627021692,0.0018924649908900002,-1,5.02861280687e-06,541,0.241563218537,0.02375,-0.06199747059209999,2,39,1,180,2,0,0,0.13854679803,0.17410714285700002,0.00892857142857,0.0,500,5.02861280687e-06,774,0.186922294494,0.03875,2,647,2,2,1,0.428571428571,0.0028901734104000002,0.934971098266,0.0028901734104000002,80.845825384,308,0.0041598960026,816,0.05875,0,0,72,1,0.0788177339901,0.158469945355,0.0,0.131147540984,0.31147540983600003,0.00546448087432,131.059101893,14323,1332,0.1,3,4,14,0.211822660099,0.120567375887,0.12529550827400002,0.00945626477541,0.517730496454,0.18676122931400002,0.0330969267139,130.272063374,14323,0.00451520912548,808,221,-0.0286057947879,4,0,3,0,1,0.011699507389200002,0.166666666667,0.0,0.125,0.0,0.5,0.0416666666667,0.166666666667,8.709018752510001,0.0337708014225,19728,1
0.00529215584367,589.27,-0.06984098476160001,0.511433403091,0.004051510076800001,7.682271794369999,927.238938568,92.0,634.37,0.22350551925200002,0.08875,11.787416842,1.31070169829,209.75142531400002,-0.024405452634400002,0.00143365963797,1.50407155561,140.452704818,37.7269914927,3.25786917651,585.09,-0.445737258749,0.952696440195,0.006052070566199999,623.29,0.20876448889899998,1.2977151439,8.407714237110001,132.492393448,0.0440425861197,1.25364188004,126.971783514,13.336460069300001,1.774275216,0.0023900639653,0.00462962962963,550,0.22350551925200002,0.08875,216,589.21,0,109,18,4,0,0,0.0621436716078,0.15,0.0333333333333,0.425,0.0,0.283333333333,0.108333333333,0.0,-1.0,0.045254353701800004,0.0024319067793600003,35084,651357,-0.00203224514043,0.0,733,0.04,204,587.66,8,5,0,0.07012542759410001,0.543307086614,0.0629921259843,0.15748031496099998,0.039370078740199994,0.149606299213,0.047244094488199995,0.0,117.557310753,0.00142552199948,34742,0.0,575,0.142429852313,0.04875,-0.17155409419300002,1,48,0,351,8,1,2,0.237742303307,0.116788321168,0.019464720194599997,0.00243309002433,808,0.0,858,0.222031416217,0.03,2,567,5,18,1,0.372862029647,0.00308641975309,0.875,0.0277777777778,101.147792646,458,0.00378916029501,816,0.036666666666699994,3,1,86,5,0.0638540478905,0.0662983425414,0.0165745856354,0.0497237569061,0.359116022099,0.0276243093923,146.339848816,38315,924,0.0655555555556,13,7,66,0.215507411631,0.054580896686199996,0.0623781676413,0.013645224171500001,0.5516569200779999,0.163742690058,0.12865497076,135.85242227,1108,0.004995274740109999,416,200,-0.142072033489,0,2,3,2,2,0.042189281642000004,0.0,0.016806722689100002,0.0252100840336,0.016806722689100002,0.5378151260499999,0.016806722689100002,0.386554621849,4.31676862834,0.030766092242,36216,1
0.00634227821512,546.26,0.0877146888435,0.46882095974200005,0.0047053439039,6.323965992919999,683.096978553,84.0,648.87,0.281304935123,0.035,9.09434369233,1.3532979319999998,186.10393071299998,0.0570827406432,0.0013035785706300002,1.43229770178,103.103616712,33.5367702805,2.74229976811,529.67,-0.406104498701,0.929355036076,0.00668557355338,597.34,0.0237314718527,1.3575229955500001,17.910441202,101.927168475,0.0511088885147,1.32363725343,91.1459022468,10.837815499300001,1.3478186310100002,0.06966814046139999,0.00473175144388,458,0.168103858909,0.010625,211,544.85,0,68,9,0,0,1,0.0453031312458,0.12,0.0,0.4,0.0,0.34666666666699997,0.12,0.013333333333299998,85.0570484589,0.0484348521291,0.00100873319829,48883,464121,0.0663869498465,0.0,491,0.00625,187,-1.0,2,2,0,0.0426382411726,0.364864864865,0.027027027026999998,0.21621621621599998,0.027027027026999998,0.22972972973,0.135135135135,0.0,68.9921780706,0.0009937239711880002,-1,0.0,441,0.17630683544599998,0.024375,-0.102594366821,0,37,0,250,3,2,0,0.199200532978,0.126712328767,0.0102739726027,0.00684931506849,425,0.0,758,0.210759336903,0.02625,0,490,0,1,0,0.35776149233800003,0.0,0.9210526315790001,0.0018796992481199999,73.3339071665,600,0.00467881323278,591,0.0183333333333,0,1,64,1,0.05662891405730001,0.09285714285710002,0.0,0.042857142857099996,0.392857142857,0.00714285714286,97.3294601317,49258,591,0.02125,2,1,13,0.119253830779,0.09842519685039999,0.0866141732283,0.00393700787402,0.5,0.251968503937,0.05118110236219999,92.7059808017,49016,0.0053394355453900005,316,187,-0.043532935753,0,0,0,0,2,0.0093271152565,0.0,0.0,0.0,0.0,0.583333333333,0.08333333333330001,0.33333333333299997,6.4774040697399995,0.0477410241589,50806,0
0.0045390987537700005,581.4,0.077824543221,0.424994008464,0.004028664671280001,8.34155529112,664.5174849809999,92.0,665.41,0.253434222161,0.0825,9.619694959310001,1.1318807956,218.559115179,0.0304602599046,0.00142732057157,1.83147218683,102.845201885,34.757852076999995,2.51589701804,522.19,-0.510226216533,0.9911271746960001,0.00731085056972,598.37,0.0794356411929,1.19547408299,14.3123965445,125.43650438899999,0.028815199226599995,1.1905207754,109.88219182700001,13.8528607574,1.43967466855,0.0713801513332,0.00453503184713,824,0.140657364126,0.0633333333333,220,-1.0,0,89,7,4,2,5,0.067887109077,0.06730769230769999,0.0384615384615,0.41346153846199996,0.0192307692308,0.326923076923,0.0865384615385,0.0480769230769,148.444395773,0.029589499043,0.0023694676502,-1,537344,0.0697690533613,0.0,833,0.0675,238,-1.0,1,1,1,0.0289855072464,0.268292682927,0.0243902439024,0.268292682927,0.0243902439024,0.317073170732,0.0731707317073,0.0243902439024,155.539688165,0.0027798894470700006,-1,0.0,808,0.11326869860300001,0.026666666666700003,-1.0,1,29,1,199,4,0,1,0.181540808543,0.123404255319,0.0170212765957,0.0,-1,0.0,824,0.118101992519,0.05375,3,323,1,5,1,0.278413424867,0.008310249307479999,0.894736842105,0.0138504155125,107.603706685,-1,0.0048,1058,0.04,1,0,63,3,0.0594965675057,0.023622047244099997,0.007874015748029999,0.0787401574803,0.370078740157,0.023622047244099997,143.740386466,-1,1058,0.0625,4,5,40,0.175438596491,0.0422960725076,0.0966767371601,0.0151057401813,0.516616314199,0.19637462235599998,0.12084592144999999,133.958280672,-1,0.004959189998970001,550,201,-1.0,1,1,4,3,5,0.0366132723112,0.012658227848100001,0.012658227848100001,0.050632911392400004,0.0379746835443,0.5063291139239999,0.06329113924049999,0.316455696203,8.939558518610001,0.0271326138822,-1,0
